query_event_id,query_cause,query_corridor,query_is_planned,retrieved_event_id,retrieved_cause,retrieved_corridor,final_similarity_score,gower_component,hybrid_component,retrieved_duration_min,retrieved_closure,retrieved_priority,rank,retrieval_stage
FKID003755,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID003755,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID003755,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID003755,public_event,Non-corridor,True,FKID008130,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID003755,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID003758,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID003758,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID003758,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID003758,public_event,Non-corridor,True,FKID008130,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID003758,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID003763,public_event,ORR West 1,True,FKID008054,public_event,ORR West 1,1.0,1.0,1.0,67.6,1,High,1,stage1_only
FKID003763,public_event,ORR West 1,True,FKID008131,public_event,Hennur Main Road,0.8056,0.8889,0.75,67.6,1,High,2,stage1_only
FKID003763,public_event,ORR West 1,True,FKID002483,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,3,stage1_only
FKID003763,public_event,ORR West 1,True,FKID004486,public_event,Bellary Road 1,0.8056,0.8889,0.75,67.6,1,High,4,stage1_only
FKID003763,public_event,ORR West 1,True,FKID001578,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,5,stage1_only
FKID003783,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9548,0.9005,0.9909,0.3,0,Low,1,stage1_only
FKID003783,procession,Non-corridor,True,FKID000956,procession,Non-corridor,0.9523,0.9205,0.9735,29.1,0,Low,2,stage1_only
FKID003783,procession,Non-corridor,True,FKID001648,procession,Non-corridor,0.9491,0.906,0.9779,19.3,0,Low,3,stage1_only
FKID003783,procession,Non-corridor,True,FKID002110,procession,Non-corridor,0.9469,0.9134,0.9692,67.6,0,Low,4,stage1_only
FKID003783,procession,Non-corridor,True,FKID001104,procession,Non-corridor,0.9458,0.9043,0.9735,59.9,0,Low,5,stage1_only
FKID004092,procession,Non-corridor,True,FKID001865,procession,Non-corridor,0.9909,0.984,0.9955,15.7,0,Low,1,stage1_only
FKID004092,procession,Non-corridor,True,FKID000717,procession,Non-corridor,0.9871,0.981,0.9911,39.3,0,Low,2,stage1_only
FKID004092,procession,Non-corridor,True,FKID007575,procession,Non-corridor,0.9688,0.9555,0.9777,32.4,0,Low,3,stage1_only
FKID004092,procession,Non-corridor,True,FKID007408,procession,Non-corridor,0.9558,0.9296,0.9733,67.6,0,Low,4,stage1_only
FKID004092,procession,Non-corridor,True,FKID002110,procession,Non-corridor,0.9552,0.9212,0.9779,67.6,0,Low,5,stage1_only
FKID004127,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9807,0.9651,0.9911,86.8,0,Low,1,stage1_only
FKID004127,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9792,0.9614,0.9911,0.3,0,Low,2,stage1_only
FKID004127,procession,Non-corridor,True,FKID005248,procession,Non-corridor,0.9398,0.8559,0.9957,1440.0,0,Low,3,stage1_only
FKID004127,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9297,0.8768,0.965,0.1,0,Low,4,stage1_only
FKID004127,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9251,0.8805,0.9547,0.3,0,Low,5,stage1_only
FKID004161,protest,Non-corridor,True,FKID004535,protest,Non-corridor,0.9684,0.9535,0.9783,18.2,0,Low,1,stage1_only
FKID004161,protest,Non-corridor,True,FKID004165,protest,Non-corridor,0.9398,0.8559,0.9957,1440.0,0,Low,2,stage1_only
FKID004161,protest,Non-corridor,True,FKID001198,protest,Non-corridor,0.7628,0.7322,0.7832,2.7,1,Low,3,stage1_only
FKID004161,protest,Non-corridor,True,FKID000922,protest,Non-corridor,0.7383,0.6712,0.783,0.7,1,Low,4,stage1_only
FKID004161,protest,Non-corridor,True,FKID000921,protest,Non-corridor,0.7383,0.6712,0.783,0.1,1,Low,5,stage1_only
FKID004165,protest,Non-corridor,True,FKID004535,protest,Non-corridor,0.9081,0.8095,0.9739,18.2,0,Low,1,stage1_only
FKID004165,protest,Non-corridor,True,FKID005248,procession,Non-corridor,0.7456,0.8889,0.65,1440.0,0,Low,2,stage1_only
FKID004165,protest,Non-corridor,True,FKID004527,public_event,Non-corridor,0.7456,0.8889,0.65,1440.0,0,Low,3,stage1_only
FKID004165,protest,Non-corridor,True,FKID004721,vip_movement,Non-corridor,0.7456,0.8889,0.65,1440.0,0,Low,4,stage1_only
FKID004165,protest,Non-corridor,True,FKID004381,construction,Non-corridor,0.7322,0.8556,0.65,1440.0,0,Low,5,stage1_only
FKID004184,procession,Non-corridor,True,FKID004750,procession,Non-corridor,0.9761,0.9729,0.9783,67.6,1,Low,1,stage1_only
FKID004184,procession,Non-corridor,True,FKID007215,procession,Non-corridor,0.9512,0.917,0.9739,10.7,1,Low,2,stage1_only
FKID004184,procession,Non-corridor,True,FKID004467,procession,Non-corridor,0.9422,0.934,0.9476,2.6,1,Low,3,stage1_only
FKID004184,procession,Non-corridor,True,FKID003180,procession,Non-corridor,0.8993,0.8293,0.946,165.0,1,Low,4,stage1_only
FKID004184,procession,Non-corridor,True,FKID000468,procession,Non-corridor,0.8821,0.8322,0.9154,340.3,1,Low,5,stage1_only
FKID004386,public_event,Magadi Road,True,FKID005273,public_event,Magadi Road,1.0,0.9999,1.0,240.6,0,High,1,stage1_only
FKID004386,public_event,Magadi Road,True,FKID004629,public_event,Magadi Road,0.981,0.9593,0.9955,83.0,0,High,2,stage1_only
FKID004386,public_event,Magadi Road,True,FKID006666,public_event,Mysore Road,0.7665,0.8368,0.7196,3.4,0,High,3,stage1_only
FKID004386,public_event,Magadi Road,True,FKID006638,public_event,Bellary Road 2,0.759,0.8181,0.7196,67.6,0,High,4,stage1_only
FKID004386,public_event,Magadi Road,True,FKID006633,public_event,Bellary Road 2,0.759,0.8181,0.7196,67.6,0,High,5,stage1_only
FKID004418,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9903,0.9889,0.9913,86.8,0,Low,1,stage1_only
FKID004418,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9798,0.9755,0.9826,0.3,0,Low,2,stage1_only
FKID004418,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9427,0.8829,0.9826,0.1,0,Low,3,stage1_only
FKID004418,procession,Non-corridor,True,FKID005271,procession,Non-corridor,0.9369,0.8682,0.9826,84.7,0,Low,4,stage1_only
FKID004418,procession,Non-corridor,True,FKID004092,procession,Non-corridor,0.927,0.898,0.9462,91.6,0,Low,5,stage1_only
FKID004426,public_event,Non-corridor,True,FKID001801,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID004426,public_event,Non-corridor,True,FKID004632,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID004426,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,3,stage1_only
FKID004426,public_event,Non-corridor,True,FKID008130,public_event,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,4,stage1_only
FKID004426,public_event,Non-corridor,True,FKID005805,public_event,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,5,stage1_only
FKID004430,public_event,Non-corridor,True,FKID006806,public_event,Non-corridor,0.9101,0.8078,0.9783,67.6,0,Low,1,stage1_only
FKID004430,public_event,Non-corridor,True,FKID002445,public_event,Non-corridor,0.9101,0.8078,0.9783,67.6,0,Low,2,stage1_only
FKID004430,public_event,Non-corridor,True,FKID005291,public_event,Non-corridor,0.8967,0.8429,0.9326,1440.0,0,Low,3,stage1_only
FKID004430,public_event,Non-corridor,True,FKID006581,public_event,Non-corridor,0.8692,0.748,0.95,180.2,0,Low,4,stage1_only
FKID004430,public_event,Non-corridor,True,FKID004527,public_event,Non-corridor,0.8631,0.7781,0.9198,1440.0,0,Low,5,stage1_only
FKID004449,procession,Non-corridor,True,FKID000956,procession,Non-corridor,0.9739,0.9676,0.9781,29.1,0,Low,1,stage1_only
FKID004449,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9467,0.8736,0.9955,0.3,0,Low,2,stage1_only
FKID004449,procession,Non-corridor,True,FKID001648,procession,Non-corridor,0.9411,0.8791,0.9824,19.3,0,Low,3,stage1_only
FKID004449,procession,Non-corridor,True,FKID002110,procession,Non-corridor,0.9388,0.8865,0.9737,67.6,0,Low,4,stage1_only
FKID004449,procession,Non-corridor,True,FKID007408,procession,Non-corridor,0.9382,0.878,0.9783,67.6,0,Low,5,stage1_only
FKID004467,procession,Non-corridor,True,FKID004750,procession,Non-corridor,0.9659,0.9607,0.9694,67.6,1,Low,1,stage1_only
FKID004467,procession,Non-corridor,True,FKID007215,procession,Non-corridor,0.9495,0.9133,0.9737,10.7,1,Low,2,stage1_only
FKID004467,procession,Non-corridor,True,FKID002254,procession,Non-corridor,0.9309,0.8818,0.9636,6.6,1,Low,3,stage1_only
FKID004467,procession,Non-corridor,True,FKID000468,procession,Non-corridor,0.9196,0.8734,0.9504,340.3,1,Low,4,stage1_only
FKID004467,procession,Non-corridor,True,FKID007787,procession,Non-corridor,0.9189,0.8655,0.9545,67.6,1,Low,5,stage1_only
FKID004471,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.979,0.9739,0.9824,86.8,0,Low,1,stage1_only
FKID004471,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9685,0.9606,0.9737,0.3,0,Low,2,stage1_only
FKID004471,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9405,0.8776,0.9824,0.1,0,Low,3,stage1_only
FKID004471,procession,Non-corridor,True,FKID004092,procession,Non-corridor,0.9383,0.9129,0.9551,91.6,0,Low,4,stage1_only
FKID004471,procession,Non-corridor,True,FKID000717,procession,Non-corridor,0.9359,0.9073,0.9549,39.3,0,Low,5,stage1_only
FKID004485,procession,Magadi Road,True,FKID007161,procession,Magadi Road,0.9074,0.8339,0.9563,85.8,0,High,1,stage1_only
FKID004485,procession,Magadi Road,True,FKID004703,procession,Magadi Road,0.8874,0.8193,0.9328,67.6,0,High,2,stage1_only
FKID004485,procession,Magadi Road,True,FKID007249,procession,Magadi Road,0.8335,0.8221,0.8411,259.4,1,High,3,stage1_only
FKID004485,procession,Magadi Road,True,FKID007248,procession,Magadi Road,0.8329,0.827,0.8368,1.7,1,High,4,stage1_only
FKID004485,procession,Magadi Road,True,FKID007213,procession,Magadi Road,0.8284,0.8355,0.8237,59.5,1,High,5,stage1_only
FKID004486,public_event,Bellary Road 1,True,FKID005754,public_event,Bellary Road 1,0.8656,0.8889,0.85,67.6,0,High,1,stage1_only
FKID004486,public_event,Bellary Road 1,True,FKID001064,public_event,Bellary Road 1,0.8656,0.8889,0.85,67.6,0,High,2,stage1_only
FKID004486,public_event,Bellary Road 1,True,FKID008131,public_event,Hennur Main Road,0.8056,0.8889,0.75,67.6,1,High,3,stage1_only
FKID004486,public_event,Bellary Road 1,True,FKID001578,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,4,stage1_only
FKID004486,public_event,Bellary Road 1,True,FKID001573,public_event,Old Madras Road,0.8056,0.8889,0.75,67.6,1,High,5,stage1_only
FKID004488,procession,Hennur Main Road,True,FKID002071,procession,Mysore Road,0.7768,0.8501,0.7279,120.2,0,High,1,stage1_only
FKID004488,procession,Hennur Main Road,True,FKID002212,procession,Bannerghata Road,0.7745,0.8181,0.7455,0.6,0,High,2,stage1_only
FKID004488,procession,Hennur Main Road,True,FKID007191,procession,Airport New South Road,0.7697,0.8188,0.737,67.6,0,High,3,stage1_only
FKID004488,procession,Hennur Main Road,True,FKID004703,procession,Magadi Road,0.7697,0.8188,0.737,67.6,0,High,4,stage1_only
FKID004488,procession,Hennur Main Road,True,FKID006703,procession,Hosur Road,0.729,0.7726,0.7,67.6,0,High,5,stage1_only
FKID004505,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9786,0.9529,0.9957,0.1,0,Low,1,stage1_only
FKID004505,procession,Non-corridor,True,FKID005271,procession,Non-corridor,0.9727,0.9383,0.9957,84.7,0,Low,2,stage1_only
FKID004505,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9545,0.9188,0.9783,86.8,0,Low,3,stage1_only
FKID004505,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9439,0.9054,0.9696,0.3,0,Low,4,stage1_only
FKID004505,procession,Non-corridor,True,FKID004092,procession,Non-corridor,0.9184,0.857,0.9593,91.6,0,Low,5,stage1_only
FKID004509,procession,Non-corridor,True,FKID000468,procession,Non-corridor,0.988,0.9768,0.9955,340.3,1,Low,1,stage1_only
FKID004509,procession,Non-corridor,True,FKID007787,procession,Non-corridor,0.9723,0.9439,0.9913,67.6,1,Low,2,stage1_only
FKID004509,procession,Non-corridor,True,FKID002254,procession,Non-corridor,0.9575,0.9205,0.9822,6.6,1,Low,3,stage1_only
FKID004509,procession,Non-corridor,True,FKID001167,procession,Non-corridor,0.9522,0.8935,0.9913,67.6,1,Low,4,stage1_only
FKID004509,procession,Non-corridor,True,FKID006315,procession,Non-corridor,0.9522,0.8935,0.9913,67.6,1,Low,5,stage1_only
FKID004527,public_event,Non-corridor,True,FKID005167,public_event,Non-corridor,0.9767,0.9617,0.9868,1440.0,0,Low,1,stage1_only
FKID004527,public_event,Non-corridor,True,FKID005291,public_event,Non-corridor,0.9528,0.915,0.9781,1440.0,0,Low,2,stage1_only
FKID004527,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.9377,0.8508,0.9957,241.5,0,Low,3,stage1_only
FKID004527,public_event,Non-corridor,True,FKID006105,public_event,Non-corridor,0.9195,0.8314,0.9783,67.6,0,Low,4,stage1_only
FKID004527,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.9183,0.8089,0.9913,240.3,0,Low,5,stage1_only
FKID004535,protest,Non-corridor,True,FKID004165,protest,Non-corridor,0.9081,0.8095,0.9739,1440.0,0,Low,1,stage1_only
FKID004535,protest,Non-corridor,True,FKID001198,protest,Non-corridor,0.7944,0.7787,0.8049,2.7,1,Low,2,stage1_only
FKID004535,protest,Non-corridor,True,FKID000922,protest,Non-corridor,0.7699,0.7177,0.8047,0.7,1,Low,3,stage1_only
FKID004535,protest,Non-corridor,True,FKID000921,protest,Non-corridor,0.7699,0.7177,0.8047,0.1,1,Low,4,stage1_only
FKID004535,protest,Non-corridor,True,FKID004722,construction,Non-corridor,0.7376,0.869,0.65,67.6,0,Low,5,stage1_only
FKID004609,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.9658,0.921,0.9957,241.5,0,Low,1,stage1_only
FKID004609,public_event,Non-corridor,True,FKID004885,public_event,Non-corridor,0.9615,0.9297,0.9826,60.0,0,Low,2,stage1_only
FKID004609,public_event,Non-corridor,True,FKID004887,public_event,Non-corridor,0.9612,0.9292,0.9826,52.8,0,Low,3,stage1_only
FKID004609,public_event,Non-corridor,True,FKID004884,public_event,Non-corridor,0.9612,0.9292,0.9826,52.8,0,Low,4,stage1_only
FKID004609,public_event,Non-corridor,True,FKID006650,public_event,Non-corridor,0.9603,0.9336,0.9781,0.6,0,Low,5,stage1_only
FKID004629,public_event,Magadi Road,True,FKID004386,public_event,Magadi Road,0.981,0.9593,0.9955,239.8,0,High,1,stage1_only
FKID004629,public_event,Magadi Road,True,FKID005273,public_event,Magadi Road,0.981,0.9592,0.9955,240.6,0,High,2,stage1_only
FKID004629,public_event,Magadi Road,True,FKID006248,public_event,Bellary Road 2,0.7652,0.788,0.75,190.0,0,High,3,stage1_only
FKID004629,public_event,Magadi Road,True,FKID006638,public_event,Bellary Road 2,0.7644,0.8386,0.715,67.6,0,High,4,stage1_only
FKID004629,public_event,Magadi Road,True,FKID006633,public_event,Bellary Road 2,0.7644,0.8386,0.715,67.6,0,High,5,stage1_only
FKID004632,public_event,Non-corridor,True,FKID001801,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID004632,public_event,Non-corridor,True,FKID004426,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID004632,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,3,stage1_only
FKID004632,public_event,Non-corridor,True,FKID008130,public_event,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,4,stage1_only
FKID004632,public_event,Non-corridor,True,FKID005805,public_event,Non-corridor,0.9867,0.9667,1.0,67.6,1,Low,5,stage1_only
FKID004641,public_event,Non-corridor,True,FKID005136,public_event,Non-corridor,0.9539,0.8977,0.9913,1440.0,1,Low,1,stage1_only
FKID004641,public_event,Non-corridor,True,FKID001691,public_event,Non-corridor,0.9302,0.8453,0.9868,234.2,1,Low,2,stage1_only
FKID004641,public_event,Non-corridor,True,FKID003127,public_event,Non-corridor,0.9163,0.8174,0.9822,2.5,1,Low,3,stage1_only
FKID004641,public_event,Non-corridor,True,FKID001801,public_event,Non-corridor,0.9062,0.8047,0.9739,67.6,1,Low,4,stage1_only
FKID004641,public_event,Non-corridor,True,FKID004426,public_event,Non-corridor,0.9062,0.8047,0.9739,67.6,1,Low,5,stage1_only
FKID004671,procession,Magadi Road,True,FKID007161,procession,Magadi Road,0.9427,0.9354,0.9476,85.8,0,High,1,stage1_only
FKID004671,procession,Magadi Road,True,FKID004703,procession,Magadi Road,0.8783,0.8096,0.9241,67.6,0,High,2,stage1_only
FKID004671,procession,Magadi Road,True,FKID007249,procession,Magadi Road,0.8096,0.7754,0.8324,259.4,1,High,3,stage1_only
FKID004671,procession,Magadi Road,True,FKID007248,procession,Magadi Road,0.809,0.7803,0.8281,1.7,1,High,4,stage1_only
FKID004671,procession,Magadi Road,True,FKID007213,procession,Magadi Road,0.7897,0.7518,0.815,59.5,1,High,5,stage1_only
FKID004700,public_event,West of Chord Road,True,FKID007012,public_event,West of Chord Road,0.9686,0.948,0.9824,5.9,0,High,1,stage1_only
FKID004700,public_event,West of Chord Road,True,FKID007013,public_event,West of Chord Road,0.9685,0.9477,0.9824,2.2,0,High,2,stage1_only
FKID004700,public_event,West of Chord Road,True,FKID006248,public_event,Bellary Road 2,0.7762,0.8546,0.7239,190.0,0,High,3,stage1_only
FKID004700,public_event,West of Chord Road,True,FKID006638,public_event,Bellary Road 2,0.7535,0.772,0.7411,67.6,0,High,4,stage1_only
FKID004700,public_event,West of Chord Road,True,FKID006633,public_event,Bellary Road 2,0.7535,0.772,0.7411,67.6,0,High,5,stage1_only
FKID004703,procession,Magadi Road,True,FKID007161,procession,Magadi Road,0.8846,0.8126,0.9326,85.8,0,High,1,stage1_only
FKID004703,procession,Magadi Road,True,FKID007191,procession,Airport New South Road,0.8056,0.8889,0.75,67.6,0,High,2,stage1_only
FKID004703,procession,Magadi Road,True,FKID002212,procession,Bannerghata Road,0.7831,0.8591,0.7324,0.6,0,High,3,stage1_only
FKID004703,procession,Magadi Road,True,FKID007213,procession,Magadi Road,0.776,0.7401,0.8,59.5,1,High,4,stage1_only
FKID004703,procession,Magadi Road,True,FKID007248,procession,Magadi Road,0.768,0.7397,0.787,1.7,1,High,5,stage1_only
FKID004707,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID004707,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID004707,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID004707,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID004707,public_event,Non-corridor,True,FKID007173,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID004711,public_event,Non-corridor,True,FKID005136,public_event,Non-corridor,0.921,0.8841,0.9457,1440.0,1,Low,1,stage1_only
FKID004711,public_event,Non-corridor,True,FKID004641,public_event,Non-corridor,0.8749,0.7818,0.937,1440.0,1,Low,2,stage1_only
FKID004711,public_event,Non-corridor,True,FKID001691,public_event,Non-corridor,0.8516,0.7037,0.9502,234.2,1,Low,3,stage1_only
FKID004711,public_event,Non-corridor,True,FKID001801,public_event,Non-corridor,0.838,0.6896,0.937,67.6,1,Low,4,stage1_only
FKID004711,public_event,Non-corridor,True,FKID004632,public_event,Non-corridor,0.838,0.6896,0.937,67.6,1,Low,5,stage1_only
FKID004721,vip_movement,Non-corridor,True,FKID005292,vip_movement,Non-corridor,0.9528,0.915,0.9781,1440.0,0,Low,1,stage1_only
FKID004721,vip_movement,Non-corridor,True,FKID005248,procession,Non-corridor,0.7456,0.8889,0.65,1440.0,0,Low,2,stage1_only
FKID004721,vip_movement,Non-corridor,True,FKID004165,protest,Non-corridor,0.7456,0.8889,0.65,1440.0,0,Low,3,stage1_only
FKID004721,vip_movement,Non-corridor,True,FKID004527,public_event,Non-corridor,0.7456,0.8889,0.65,1440.0,0,Low,4,stage1_only
FKID004721,vip_movement,Non-corridor,True,FKID004381,construction,Non-corridor,0.7322,0.8556,0.65,1440.0,0,Low,5,stage1_only
FKID004738,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9767,0.9744,0.9783,86.8,0,Low,1,stage1_only
FKID004738,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9661,0.961,0.9696,0.3,0,Low,2,stage1_only
FKID004738,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9563,0.8974,0.9957,0.1,0,Low,3,stage1_only
FKID004738,procession,Non-corridor,True,FKID005271,procession,Non-corridor,0.9505,0.8827,0.9957,84.7,0,Low,4,stage1_only
FKID004738,procession,Non-corridor,True,FKID004092,procession,Non-corridor,0.9406,0.9125,0.9593,91.6,0,Low,5,stage1_only
FKID004747,procession,Non-corridor,True,FKID004753,procession,Non-corridor,0.9949,0.9937,0.9957,86.8,0,Low,1,stage1_only
FKID004747,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9934,0.99,0.9957,0.3,0,Low,2,stage1_only
FKID004747,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.9291,0.8684,0.9696,0.1,0,Low,3,stage1_only
FKID004747,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9257,0.889,0.9502,0.3,0,Low,4,stage1_only
FKID004747,procession,Non-corridor,True,FKID005248,procession,Non-corridor,0.9256,0.8273,0.9911,1440.0,0,Low,5,stage1_only
FKID004750,procession,Non-corridor,True,FKID007215,procession,Non-corridor,0.9744,0.9425,0.9957,10.7,1,Low,1,stage1_only
FKID004750,procession,Non-corridor,True,FKID004467,procession,Non-corridor,0.9659,0.9607,0.9694,2.6,1,Low,2,stage1_only
FKID004750,procession,Non-corridor,True,FKID000468,procession,Non-corridor,0.9037,0.8534,0.9372,340.3,1,Low,3,stage1_only
FKID004750,procession,Non-corridor,True,FKID004509,procession,Non-corridor,0.9021,0.8564,0.9326,170.4,1,Low,4,stage1_only
FKID004750,procession,Non-corridor,True,FKID002254,procession,Non-corridor,0.8968,0.8426,0.933,6.6,1,Low,5,stage1_only
FKID004753,procession,Non-corridor,True,FKID005354,procession,Non-corridor,0.9882,0.9837,0.9913,0.3,0,Low,1,stage1_only
FKID004753,procession,Non-corridor,True,FKID006838,procession,Non-corridor,0.933,0.8717,0.9739,0.1,0,Low,2,stage1_only
FKID004753,procession,Non-corridor,True,FKID005271,procession,Non-corridor,0.9282,0.8597,0.9739,84.7,0,Low,3,stage1_only
FKID004753,procession,Non-corridor,True,FKID005248,procession,Non-corridor,0.9216,0.824,0.9868,1440.0,0,Low,4,stage1_only
FKID004753,procession,Non-corridor,True,FKID000478,procession,Non-corridor,0.9206,0.8827,0.9458,0.3,0,Low,5,stage1_only
FKID004771,public_event,Non-corridor,True,FKID000433,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,1,stage1_only
FKID004771,public_event,Non-corridor,True,FKID000437,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,2,stage1_only
FKID004771,public_event,Non-corridor,True,FKID000994,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,3,stage1_only
FKID004771,public_event,Non-corridor,True,FKID000737,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,4,stage1_only
FKID004771,public_event,Non-corridor,True,FKID007173,public_event,Non-corridor,1.0,1.0,1.0,67.6,1,Low,5,stage1_only
FKID004792,public_event,ORR North 1,True,FKID008131,public_event,Hennur Main Road,0.7824,0.8507,0.737,67.6,1,High,1,stage1_only
FKID004792,public_event,ORR North 1,True,FKID001578,public_event,Old Madras Road,0.7824,0.8507,0.737,67.6,1,High,2,stage1_only
FKID004792,public_event,ORR North 1,True,FKID001573,public_event,Old Madras Road,0.7824,0.8507,0.737,67.6,1,High,3,stage1_only
FKID004792,public_event,ORR North 1,True,FKID001581,public_event,Old Madras Road,0.7824,0.8507,0.737,67.6,1,High,4,stage1_only
FKID004792,public_event,ORR North 1,True,FKID004486,public_event,Bellary Road 1,0.7824,0.8507,0.737,67.6,1,High,5,stage1_only
FKID004801,procession,Magadi Road,True,FKID007161,procession,Magadi Road,0.9382,0.8979,0.965,85.8,0,High,1,stage1_only
FKID004801,procession,Magadi Road,True,FKID004703,procession,Magadi Road,0.9171,0.8804,0.9415,67.6,0,High,2,stage1_only
FKID004801,procession,Magadi Road,True,FKID007248,procession,Magadi Road,0.8477,0.8511,0.8455,1.7,1,High,3,stage1_only
FKID004801,procession,Magadi Road,True,FKID007249,procession,Magadi Road,0.8426,0.8447,0.8411,259.4,1,High,4,stage1_only
FKID004801,procession,Magadi Road,True,FKID007213,procession,Magadi Road,0.8285,0.8226,0.8324,59.5,1,High,5,stage1_only
FKID004884,public_event,Non-corridor,True,FKID004887,public_event,Non-corridor,1.0,1.0,1.0,52.8,0,Low,1,stage1_only
FKID004884,public_event,Non-corridor,True,FKID004885,public_event,Non-corridor,0.9998,0.9994,1.0,60.0,0,Low,2,stage1_only
FKID004884,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.9612,0.9292,0.9826,240.3,0,Low,3,stage1_only
FKID004884,public_event,Non-corridor,True,FKID006650,public_event,Non-corridor,0.9479,0.9287,0.9607,0.6,0,Low,4,stage1_only
FKID004884,public_event,Non-corridor,True,FKID004906,public_event,Non-corridor,0.927,0.8502,0.9783,241.5,0,Low,5,stage1_only
FKID004885,public_event,Non-corridor,True,FKID004884,public_event,Non-corridor,0.9998,0.9994,1.0,52.8,0,Low,1,stage1_only
FKID004885,public_event,Non-corridor,True,FKID004887,public_event,Non-corridor,0.9998,0.9994,1.0,52.8,0,Low,2,stage1_only
FKID004885,public_event,Non-corridor,True,FKID004609,public_event,Non-corridor,0.9615,0.9297,0.9826,240.3,0,Low,3,stage1_only
FKID004885,public_event,Non-corridor,True,FKID006650,public_event,Non-corridor,0.9477,0.9281,0.9607,0.6,0,Low,4,stage1_only
