row_idx,event_id,event_cause,corridor,duration_min,trust_score,is_true_planned_event,start_timestamp
3507,FKID003507,others,Non-corridor,235.79430155,1.0,False,2024-04-01T20:59:08
3508,FKID003508,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-01T20:13:06
3509,FKID003509,pot_holes,West of Chord Road,,1.0,False,2024-04-01T21:20:14
3510,FKID003510,construction,ORR East 1,1576.6894166666668,1.0,False,2024-04-01T21:49:04
3511,FKID003511,vehicle_breakdown,ORR East 1,145.02591746666667,1.0,False,2024-04-01T19:43:56
3512,FKID003512,vehicle_breakdown,ORR East 2,,1.0,False,2024-04-01T22:22:35
3513,FKID003513,vehicle_breakdown,ORR East 2,,1.0,False,2024-04-01T22:22:35
3514,FKID003514,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-01T21:12:45
3515,FKID003515,others,Non-corridor,,1.0,False,2024-04-01T23:07:53
3516,FKID003516,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T00:51:15
3517,FKID003517,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-01T22:13:06
3518,FKID003518,vehicle_breakdown,Old Airport Road,14.23674055,1.0,False,2024-04-02T00:25:28
3519,FKID003519,pot_holes,Magadi Road,,1.0,False,2024-04-02T00:50:14
3520,FKID003520,vehicle_breakdown,West of Chord Road,,1.0,False,2024-04-02T00:58:17
3521,FKID003521,tree_fall,IRR(Thanisandra road),,1.0,False,2024-04-02T01:09:09
3522,FKID003522,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-01T23:41:16
3523,FKID003523,vehicle_breakdown,Varthur Road,,1.0,False,2024-04-01T20:38:28
3524,FKID003524,vehicle_breakdown,West of Chord Road,,1.0,False,2024-04-01T20:41:32
3525,FKID003525,congestion,ORR East 1,,0.7,False,2024-04-01T22:01:59
3526,FKID003526,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-01T21:52:52
3527,FKID003527,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T01:10:00
3528,FKID003528,vehicle_breakdown,Magadi Road,,1.0,False,2024-04-01T21:03:47
3529,FKID003529,vehicle_breakdown,ORR East 1,,1.0,False,2024-04-01T22:49:37
3530,FKID003530,pot_holes,Bellary Road 1,,1.0,False,2024-04-02T03:19:55
3531,FKID003531,vehicle_breakdown,ORR North 1,37.87514003333333,1.0,False,2024-04-02T02:10:08
3532,FKID003532,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T03:22:30
3533,FKID003533,vehicle_breakdown,Airport New South Road,,1.0,False,2024-04-02T01:32:19
3534,FKID003534,vehicle_breakdown,Tumkur Road,,1.0,False,2024-04-02T02:32:53
3535,FKID003535,vehicle_breakdown,Bellary Road 1,136.31685245,1.0,False,2024-04-02T05:13:16
3536,FKID003536,vehicle_breakdown,Hosur Road,,1.0,False,2024-04-02T02:16:12
3537,FKID003537,water_logging,Bannerghata Road,,1.0,False,2024-04-02T05:20:44
3538,FKID003538,others,ORR North 2,30.405308533333333,1.0,False,2024-04-02T05:00:50
3539,FKID003539,construction,Non-corridor,1440.7202833333333,1.0,False,2024-04-02T04:30:02
3540,FKID003540,water_logging,Bannerghata Road,2414.280303016667,1.0,False,2024-04-02T05:43:22
3541,FKID003541,vehicle_breakdown,ORR North 2,,1.0,False,2024-04-02T04:25:38
3542,FKID003542,vehicle_breakdown,Mysore Road,40.551200216666665,1.0,False,2024-04-02T06:12:04
3543,FKID003543,road_conditions,Non-corridor,,1.0,False,2024-04-02T06:52:05
3544,FKID003544,vehicle_breakdown,Bannerghata Road,37.75064423333333,1.0,False,2024-04-02T06:38:45
3545,FKID003545,vehicle_breakdown,Bellary Road 1,79.2974488,1.0,False,2024-04-02T06:49:30
3546,FKID003546,vehicle_breakdown,ORR North 2,,1.0,False,2024-04-02T04:49:34
3547,FKID003547,pot_holes,Non-corridor,,1.0,False,2024-04-02T07:06:34
3548,FKID003548,vehicle_breakdown,Bannerghata Road,,1.0,False,2024-04-02T04:52:04
3549,FKID003549,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T05:29:57
3550,FKID003550,others,Magadi Road,,1.0,False,2024-04-02T07:28:26
3551,FKID003551,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-02T08:48:40
3552,FKID003552,vehicle_breakdown,Mysore Road,35.1868439,1.0,False,2024-04-02T07:32:27
3553,FKID003553,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-02T06:23:09
3554,FKID003554,vehicle_breakdown,Mysore Road,70.84477651666666,1.0,False,2024-04-02T08:58:07
3555,FKID003555,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T07:53:58
3556,FKID003556,vehicle_breakdown,Varthur Road,,1.0,False,2024-04-02T09:09:56
3557,FKID003557,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-04-02T06:32:27
3558,FKID003558,vehicle_breakdown,West of Chord Road,,1.0,False,2024-04-02T07:34:00
3559,FKID003559,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-04-02T06:43:14
3560,FKID003560,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-04-02T06:36:19
3561,FKID003561,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T06:49:13
3562,FKID003562,vehicle_breakdown,Mysore Road,38.20066928333333,1.0,False,2024-04-02T19:01:52
3563,FKID003563,vehicle_breakdown,ORR East 1,,1.0,False,2024-04-02T19:08:33
3564,FKID003564,others,Bellary Road 2,241.04827926666667,1.0,False,2024-04-02T20:45:04
3565,FKID003565,vehicle_breakdown,Varthur Road,46.857148433333336,1.0,False,2024-04-02T19:51:57
3566,FKID003566,vehicle_breakdown,ORR East 1,,1.0,False,2024-04-02T18:25:47
3567,FKID003567,vehicle_breakdown,Non-corridor,64.38512095,1.0,False,2024-04-02T20:24:24
3568,FKID003568,vehicle_breakdown,Airport New South Road,,1.0,False,2024-04-02T18:30:06
3569,FKID003569,tree_fall,Tumkur Road,625.2399286,1.0,False,2024-04-02T20:54:32
3570,FKID003570,vehicle_breakdown,ORR North 1,,0.7,False,2024-04-02T21:06:44
3571,FKID003571,road_conditions,Bannerghata Road,,1.0,False,2024-04-02T21:30:03
3572,FKID003572,vehicle_breakdown,Magadi Road,,1.0,False,2024-04-02T20:32:56
3573,FKID003573,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-04-02T20:35:30
3574,FKID003574,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-02T20:04:00
3575,FKID003575,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T22:47:40
3576,FKID003576,vehicle_breakdown,Bellary Road 1,15.27002655,1.0,False,2024-04-02T22:57:39
3577,FKID003577,public_event,Mysore Road,0.6063,1.0,True,2024-04-02T22:52:09
3578,FKID003578,others,Hosur Road,21489.385033799997,0.48999999999999994,False,2024-04-02T23:12:54
3579,FKID003579,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-04-02T21:24:05
3580,FKID003580,vehicle_breakdown,Old Madras Road,58.26014678333333,1.0,False,2024-04-03T00:03:42
3581,FKID003581,vehicle_breakdown,Old Madras Road,34.93423536666667,1.0,False,2024-04-03T00:27:18
3582,FKID003582,vehicle_breakdown,ORR East 1,,1.0,False,2024-04-02T21:47:23
3583,FKID003583,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T23:01:29
3584,FKID003584,vehicle_breakdown,Magadi Road,,1.0,False,2024-04-02T23:06:45
3585,FKID003585,vehicle_breakdown,ORR North 2,,1.0,False,2024-04-03T00:35:41
3586,FKID003586,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T22:14:04
3587,FKID003587,vehicle_breakdown,Tumkur Road,59.305708083333336,1.0,False,2024-04-03T01:57:01
3588,FKID003588,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-02T23:40:04
3589,FKID003589,others,Old Madras Road,,1.0,False,2024-04-03T03:21:47
3590,FKID003590,vehicle_breakdown,ORR North 2,,1.0,False,2024-04-03T00:46:14
3591,FKID003591,vehicle_breakdown,ORR North 2,,1.0,False,2024-04-03T00:37:34
3592,FKID003592,vehicle_breakdown,ORR East 1,110.08692461666666,1.0,False,2024-04-03T03:20:01
3593,FKID003593,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-03T01:25:12
3594,FKID003594,vehicle_breakdown,Mysore Road,115.65848086666666,1.0,False,2024-04-03T03:31:30
3595,FKID003595,vehicle_breakdown,Non-corridor,11.757047016666666,1.0,False,2024-04-03T03:38:44
3596,FKID003596,vehicle_breakdown,Mysore Road,41.90043643333333,1.0,False,2024-04-03T04:59:48
3597,FKID003597,congestion,ORR North 2,,0.7,False,2024-04-03T04:55:17
3598,FKID003598,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-03T04:58:33
3599,FKID003599,others,Non-corridor,48.774039916666666,1.0,False,2024-04-03T05:08:10
3600,FKID003600,vehicle_breakdown,Non-corridor,61.62912321666667,1.0,False,2024-04-03T05:13:42
3601,FKID003601,vehicle_breakdown,Old Madras Road,,0.7,False,2024-04-03T03:16:35
3602,FKID003602,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-03T04:06:57
3603,FKID003603,vehicle_breakdown,Magadi Road,,1.0,False,2024-04-03T04:09:22
3604,FKID003604,vehicle_breakdown,Bellary Road 1,165.32164101666666,0.7,False,2024-04-03T05:50:02
3605,FKID003605,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-04-03T05:44:41
3606,FKID003606,vehicle_breakdown,ORR North 2,,1.0,False,2024-04-03T02:50:20
3607,FKID003607,vehicle_breakdown,Tumkur Road,36.63884388333334,1.0,False,2024-04-03T06:34:08
3608,FKID003608,vehicle_breakdown,West of Chord Road,,1.0,False,2024-04-03T05:13:33
3609,FKID003609,tree_fall,ORR North 1,,1.0,False,2024-04-03T06:35:12
3610,FKID003610,water_logging,Non-corridor,,1.0,False,2024-04-03T06:41:11
3611,FKID003611,tree_fall,Non-corridor,,1.0,False,2024-04-03T06:44:10
3612,FKID003612,water_logging,ORR North 1,4332.938050933333,1.0,False,2024-04-03T06:44:43
3613,FKID003613,tree_fall,ORR North 1,,1.0,False,2024-04-03T06:49:05
3614,FKID003614,water_logging,Non-corridor,,1.0,False,2024-04-03T06:46:44
3615,FKID003615,tree_fall,Non-corridor,,1.0,False,2024-04-03T06:52:20
3616,FKID003616,water_logging,Bellary Road 1,166.96345176666668,1.0,False,2024-04-03T06:52:50
3617,FKID003617,water_logging,Non-corridor,200.69236025,1.0,False,2024-04-03T06:47:28
3618,FKID003618,tree_fall,ORR North 1,91.21919121666666,1.0,False,2024-04-03T07:06:03
3619,FKID003619,water_logging,Non-corridor,,1.0,False,2024-04-03T07:01:42
3620,FKID003620,tree_fall,Non-corridor,925.7372646833334,0.7,False,2024-04-03T07:11:23
3621,FKID003621,water_logging,Non-corridor,1006.1655060333334,1.0,False,2024-04-03T07:09:54
3622,FKID003622,tree_fall,ORR North 1,1460.2014964666666,0.7,False,2024-04-03T07:07:47
3623,FKID003623,accident,Non-corridor,,0.7,False,2023-11-28T03:38:36
3624,FKID003624,water_logging,Bellary Road 1,47.057578199999995,1.0,False,2024-04-03T07:12:10
3625,FKID003625,water_logging,Tumkur Road,290.6539000166667,1.0,False,2024-04-03T07:18:03
3626,FKID003626,water_logging,Non-corridor,,1.0,False,2024-04-03T07:20:15
3627,FKID003627,water_logging,Non-corridor,,1.0,False,2024-04-03T07:16:23
3628,FKID003628,others,Non-corridor,995.1403278833333,1.0,False,2024-04-03T07:20:58
3629,FKID003629,water_logging,Non-corridor,8085.1825991999995,1.0,False,2024-04-03T07:22:49
3630,FKID003630,accident,Non-corridor,,0.7,False,2023-11-28T04:13:02
3631,FKID003631,water_logging,Mysore Road,41.50739275,1.0,False,2024-04-03T07:24:11
3632,FKID003632,water_logging,Varthur Road,,1.0,False,2024-04-03T07:23:07
3633,FKID003633,tree_fall,Non-corridor,910.6879625166667,0.7,False,2024-04-03T07:26:06
3634,FKID003634,water_logging,Varthur Road,4336.9783851,1.0,False,2024-04-03T07:20:53
3635,FKID003635,water_logging,Bellary Road 2,2770.8328553166666,1.0,False,2024-04-03T07:34:34
3636,FKID003636,vehicle_breakdown,ORR North 2,,1.0,False,2024-04-03T05:31:32
3637,FKID003637,tree_fall,Tumkur Road,266.31099951666664,1.0,False,2024-04-03T07:42:22
3638,FKID003638,vehicle_breakdown,West of Chord Road,,1.0,False,2024-04-03T05:16:19
3639,FKID003639,water_logging,Non-corridor,,1.0,False,2024-04-03T07:41:07
3640,FKID003640,water_logging,Non-corridor,30.881768916666665,1.0,False,2024-04-03T07:43:26
3641,FKID003641,tree_fall,Non-corridor,,0.7,False,2024-04-03T07:43:56
3642,FKID003642,water_logging,Non-corridor,,1.0,False,2024-04-03T07:51:47
3643,FKID003643,tree_fall,Non-corridor,18.83196996666667,1.0,False,2024-04-03T07:55:49
3644,FKID003644,water_logging,Tumkur Road,22.479101616666664,1.0,False,2024-04-03T08:00:10
3645,FKID003645,tree_fall,Non-corridor,,0.7,False,2024-04-03T08:05:41
3646,FKID003646,tree_fall,Non-corridor,,1.0,False,2024-04-03T08:11:10
3647,FKID003647,tree_fall,Non-corridor,,1.0,False,2024-04-03T08:34:39
3648,FKID003648,vehicle_breakdown,Tumkur Road,27.599997716666667,1.0,False,2024-04-03T08:31:52
3649,FKID003649,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-04-03T08:14:25
3650,FKID003650,tree_fall,West of Chord Road,33.88522995,1.0,False,2024-04-03T08:35:45
3651,FKID003651,vehicle_breakdown,Tumkur Road,14.710999483333334,1.0,False,2024-04-03T08:44:43
3652,FKID003652,tree_fall,Non-corridor,,1.0,False,2024-04-03T08:45:24
3653,FKID003653,tree_fall,Non-corridor,,1.0,False,2024-04-03T08:46:55
3654,FKID003654,congestion,ORR North 1,,0.7,False,2024-04-03T06:41:19
3655,FKID003655,vehicle_breakdown,West of Chord Road,40.58120198333334,1.0,False,2024-04-03T09:49:00
3656,FKID003656,vehicle_breakdown,ORR East 1,,1.0,False,2024-04-03T09:47:32
3657,FKID003657,tree_fall,Non-corridor,32.49691728333333,0.7,False,2024-04-03T10:16:05
3658,FKID003658,water_logging,Non-corridor,,1.0,False,2024-04-03T11:10:16
3659,FKID003659,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-03T08:59:23
3660,FKID003660,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-04-03T10:52:25
3661,FKID003661,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-03T09:34:48
3662,FKID003662,vehicle_breakdown,ORR East 2,,0.7,False,2024-04-03T18:11:29
3663,FKID003663,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-03T19:01:08
3664,FKID003664,vehicle_breakdown,Bellary Road 2,20.8340875,1.0,False,2024-04-03T19:23:14
3665,FKID003665,others,West of Chord Road,72.12592303333332,1.0,False,2024-04-03T19:08:57
3666,FKID003666,pot_holes,Non-corridor,,1.0,False,2024-04-03T19:34:10
3667,FKID003667,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-03T19:40:08
3668,FKID003668,pot_holes,Non-corridor,,1.0,False,2023-12-23T21:16:11
3669,FKID003669,pot_holes,Non-corridor,,1.0,False,2024-01-16T20:25:26
3670,FKID003670,vehicle_breakdown,Bellary Road 2,96.70297571666667,1.0,False,2024-04-03T20:18:23
3671,FKID003671,vehicle_breakdown,Hosur Road,,1.0,False,2024-04-03T18:25:37
3672,FKID003672,pot_holes,Non-corridor,,1.0,False,2024-01-16T23:06:02
3673,FKID003673,construction,Non-corridor,46.820458583333334,1.0,False,2024-04-03T20:37:23
3674,FKID003674,vehicle_breakdown,Hosur Road,,1.0,False,2024-04-03T18:15:48
3675,FKID003675,vehicle_breakdown,Hosur Road,,1.0,False,2024-04-03T18:17:56
3676,FKID003676,tree_fall,Non-corridor,,1.0,False,2024-04-03T21:18:39
3677,FKID003677,water_logging,West of Chord Road,,1.0,False,2024-04-03T21:04:06
3678,FKID003678,others,Non-corridor,63.648181349999994,1.0,False,2024-04-03T21:10:34
3679,FKID003679,pot_holes,Non-corridor,,1.0,False,2024-04-03T21:09:13
3680,FKID003680,water_logging,Non-corridor,,1.0,False,2024-04-03T21:16:02
3681,FKID003681,tree_fall,Non-corridor,,1.0,False,2024-04-03T21:13:15
3682,FKID003682,tree_fall,Non-corridor,4537.371423233333,1.0,False,2024-04-03T21:06:15
3683,FKID003683,water_logging,Mysore Road,10561.752009716667,1.0,False,2024-04-03T21:19:02
3684,FKID003684,vehicle_breakdown,Mysore Road,48.24166831666666,1.0,False,2024-04-03T21:06:25
3685,FKID003685,tree_fall,Non-corridor,1.08053705,1.0,False,2024-04-03T21:18:39
3686,FKID003686,tree_fall,Non-corridor,,1.0,False,2024-04-03T21:19:46
3687,FKID003687,vehicle_breakdown,Non-corridor,25.400898083333335,1.0,False,2024-04-03T21:36:31
3688,FKID003688,tree_fall,Non-corridor,90.36818116666667,1.0,False,2024-04-03T21:34:33
3689,FKID003689,others,Bellary Road 1,72.40414826666667,1.0,False,2024-04-03T21:31:02
3690,FKID003690,tree_fall,Non-corridor,,1.0,False,2024-04-03T22:10:57
3691,FKID003691,tree_fall,Non-corridor,,1.0,False,2024-04-03T22:15:47
3692,FKID003692,vehicle_breakdown,Non-corridor,86.31497898333333,1.0,False,2024-04-03T22:06:01
3693,FKID003693,vehicle_breakdown,Bannerghata Road,122.30917251666666,1.0,False,2024-04-03T21:57:39
3694,FKID003694,tree_fall,Non-corridor,1470.0430083666665,1.0,False,2024-04-03T21:58:25
3695,FKID003695,tree_fall,Non-corridor,1440.6003920833332,1.0,False,2024-04-03T22:27:54
3696,FKID003696,tree_fall,Non-corridor,2916.2087200166666,1.0,False,2024-04-03T22:11:51
3697,FKID003697,tree_fall,Non-corridor,,1.0,False,2024-04-03T22:34:58
3698,FKID003698,vehicle_breakdown,Non-corridor,21.402474516666665,1.0,False,2024-01-30T00:46:11
3699,FKID003699,vehicle_breakdown,Bellary Road 1,95.43600070000001,1.0,False,2024-01-30T01:37:40
3700,FKID003700,vehicle_breakdown,Magadi Road,,1.0,False,2024-04-03T20:21:03
3701,FKID003701,vehicle_breakdown,CBD 2,,1.0,False,2024-04-03T22:42:58
3702,FKID003702,tree_fall,Non-corridor,,1.0,False,2024-04-03T22:37:11
3703,FKID003703,tree_fall,Non-corridor,1411.9529853499998,1.0,False,2024-04-03T22:56:27
3704,FKID003704,public_event,Mysore Road,,1.0,True,
3705,FKID003705,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-04-03T19:59:48
3706,FKID003706,construction,CBD 1,,1.0,False,
3707,FKID003707,construction,Old Madras Road,,1.0,False,
3708,FKID003708,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-03T21:18:09
3709,FKID003709,vehicle_breakdown,Tumkur Road,,1.0,False,2024-04-03T20:55:34
3710,FKID003710,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-03T20:58:45
3711,FKID003711,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-03T21:21:56
3712,FKID003712,vehicle_breakdown,Bellary Road 2,1.8602064833333332,1.0,False,2024-04-04T00:15:03
3713,FKID003713,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-03T21:21:48
3714,FKID003714,pot_holes,ORR East 1,,1.0,False,2024-04-04T00:17:27
3715,FKID003715,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-03T22:21:25
3716,FKID003716,vehicle_breakdown,ORR East 1,,1.0,False,2024-04-03T22:28:56
3717,FKID003717,debris,ORR West 1,,1.0,False,2024-04-04T01:28:56
3718,FKID003718,accident,Bannerghata Road,,0.7,False,2024-04-03T23:36:40
3719,FKID003719,pot_holes,ORR East 1,1197.5816577,1.0,False,2024-04-04T02:19:19
3720,FKID003720,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-03T23:52:41
3721,FKID003721,pot_holes,Magadi Road,20291.09973156667,1.0,False,2024-04-04T05:19:04
3722,FKID003722,vehicle_breakdown,ORR West 1,,1.0,False,2024-04-04T01:40:08
3723,FKID003723,vehicle_breakdown,Varthur Road,14.215710583333333,1.0,False,2024-04-04T04:31:32
3724,FKID003724,vehicle_breakdown,Non-corridor,30.141555516666664,1.0,False,2024-04-04T04:51:09
3725,FKID003725,vehicle_breakdown,Non-corridor,39.16560811666667,1.0,False,2024-04-04T04:35:23
3726,FKID003726,vehicle_breakdown,Bellary Road 1,35.277599050000006,1.0,False,2024-04-04T04:45:11
3727,FKID003727,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-03T23:56:07
3728,FKID003728,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-03T23:57:58
3729,FKID003729,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-04-04T00:11:42
3730,FKID003730,pot_holes,Non-corridor,226.26411701666666,1.0,False,2024-04-04T05:38:15
3731,FKID003731,procession,Non-corridor,4815.6858999999995,0.7,True,2024-01-30T03:50:04
3732,FKID003732,road_conditions,Non-corridor,,1.0,False,2024-04-04T06:03:55
3733,FKID003733,vehicle_breakdown,Tumkur Road,112.07015633333334,1.0,False,2024-04-04T05:40:26
3734,FKID003734,pot_holes,ORR North 1,,0.7,False,2024-04-04T06:06:52
3735,FKID003735,pot_holes,ORR North 1,,0.7,False,2024-04-04T06:19:37
3736,FKID003736,road_conditions,ORR East 1,,1.0,False,2024-04-04T06:29:23
3737,FKID003737,pot_holes,ORR North 1,,0.7,False,2024-04-04T06:16:31
3738,FKID003738,tree_fall,Non-corridor,,1.0,False,2024-04-04T06:48:03
3739,FKID003739,accident,Bellary Road 2,61.258163683333336,1.0,False,2024-04-04T08:06:02
3740,FKID003740,vehicle_breakdown,Magadi Road,,1.0,False,2024-04-04T06:13:09
3741,FKID003741,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T05:14:10
3742,FKID003742,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T05:19:21
3743,FKID003743,vehicle_breakdown,Non-corridor,21.601343216666667,1.0,False,2024-04-04T08:56:41
3744,FKID003744,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T06:00:40
3745,FKID003745,vehicle_breakdown,ORR North 2,123.6661835,1.0,False,2024-04-04T07:20:48
3746,FKID003746,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T07:01:09
3747,FKID003747,vehicle_breakdown,Mysore Road,2.5509378833333334,1.0,False,2024-04-04T10:00:34
3748,FKID003748,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-04-04T08:04:26
3749,FKID003749,congestion,ORR North 2,,0.7,False,2024-04-04T04:40:36
3750,FKID003750,vehicle_breakdown,Magadi Road,,1.0,False,2024-04-04T05:08:09
3751,FKID003751,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-04T06:20:44
3752,FKID003752,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-04-04T10:17:26
3753,FKID003753,vehicle_breakdown,ORR North 2,,1.0,False,2024-04-04T20:51:02
3754,FKID003754,vehicle_breakdown,Tumkur Road,25.809777583333336,1.0,False,2024-04-04T20:34:19
3755,FKID003755,public_event,Non-corridor,,1.0,True,
3756,FKID003756,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T21:01:28
3757,FKID003757,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T19:14:16
3758,FKID003758,public_event,Non-corridor,,1.0,True,
3759,FKID003759,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T19:12:08
3760,FKID003760,vehicle_breakdown,Old Madras Road,,0.7,False,2024-04-04T19:27:02
3761,FKID003761,tree_fall,Non-corridor,,1.0,False,2024-04-04T21:07:50
3762,FKID003762,construction,Non-corridor,18559.315100633332,0.7,False,2024-04-04T22:16:55
3763,FKID003763,public_event,ORR West 1,,1.0,True,
3764,FKID003764,accident,Hosur Road,,0.7,False,2024-04-04T21:16:22
3765,FKID003765,vehicle_breakdown,Non-corridor,40.9466631,1.0,False,2024-04-04T22:43:43
3766,FKID003766,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T23:14:12
3767,FKID003767,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-04T23:59:46
3768,FKID003768,pot_holes,Tumkur Road,1924.8340301833334,1.0,False,2024-04-04T23:34:42
3769,FKID003769,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T22:28:31
3770,FKID003770,vehicle_breakdown,Bellary Road 1,,1.0,False,2024-04-04T22:24:40
3771,FKID003771,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-04T22:30:28
3772,FKID003772,tree_fall,CBD 1,,1.0,False,2024-04-05T01:00:25
3773,FKID003773,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-05T01:38:03
3774,FKID003774,vehicle_breakdown,Non-corridor,24.558310283333334,1.0,False,2024-04-05T02:08:26
3775,FKID003775,vehicle_breakdown,IRR(Thanisandra road),,1.0,False,2024-04-05T00:33:19
3776,FKID003776,vehicle_breakdown,Mysore Road,76.01981826666666,1.0,False,2024-04-05T01:59:12
3777,FKID003777,accident,Non-corridor,,0.7,False,2024-04-05T01:04:42
3778,FKID003778,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-05T02:53:53
3779,FKID003779,vehicle_breakdown,Old Madras Road,,0.7,False,2024-04-05T01:05:42
3780,FKID003780,vehicle_breakdown,Mysore Road,,1.0,False,2024-04-05T01:22:29
3781,FKID003781,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-04-05T02:22:57
3782,FKID003782,vehicle_breakdown,Non-corridor,27.298359316666666,1.0,False,2024-04-05T04:52:18
3783,FKID003783,procession,Non-corridor,,1.0,True,2024-04-05T04:49:17
3784,FKID003784,vehicle_breakdown,Non-corridor,19.6133014,1.0,False,2024-04-05T05:13:30
3785,FKID003785,vehicle_breakdown,Tumkur Road,22.866417416666664,1.0,False,2024-04-05T05:45:36
3786,FKID003786,vehicle_breakdown,Mysore Road,4.514547266666667,1.0,False,2024-04-05T06:22:26
3787,FKID003787,vehicle_breakdown,Bellary Road 1,65.88227233333333,1.0,False,2024-04-05T06:18:15
3788,FKID003788,vehicle_breakdown,Tumkur Road,,1.0,False,2024-04-05T06:52:14
3789,FKID003789,water_logging,Bannerghata Road,,1.0,False,2024-04-05T07:45:16
3790,FKID003790,vehicle_breakdown,ORR West 1,,1.0,False,2024-04-05T05:26:35
3791,FKID003791,vehicle_breakdown,Non-corridor,,1.0,False,2024-04-05T05:32:35
3792,FKID003792,tree_fall,Non-corridor,,1.0,False,2024-04-05T07:01:05
3793,FKID003793,vehicle_breakdown,Magadi Road,65.73336365,1.0,False,2024-04-05T07:08:34
3794,FKID003794,vehicle_breakdown,Bellary Road 2,,1.0,False,2024-04-05T05:04:31
3795,FKID003795,vehicle_breakdown,ORR North 1,,0.7,False,2024-04-05T05:19:23
3796,FKID003796,water_logging,Bannerghata Road,,1.0,False,2024-04-05T07:46:11
3797,FKID003797,water_logging,ORR East 1,11104.434482216666,1.0,False,2024-04-05T08:07:14
3798,FKID003798,water_logging,Bannerghata Road,16643.272840050002,1.0,False,2024-04-05T08:06:22
3799,FKID003799,water_logging,Bannerghata Road,,1.0,False,2024-04-05T07:53:23
3800,FKID003800,water_logging,Non-corridor,,1.0,False,2024-04-05T07:59:47
3801,FKID003801,water_logging,Hosur Road,,1.0,False,2024-04-05T08:03:06
3802,FKID003802,water_logging,Bannerghata Road,48.68090058333333,1.0,False,2024-04-05T08:00:36
3803,FKID003803,tree_fall,IRR(Thanisandra road),,1.0,False,2024-04-05T08:03:53
3804,FKID003804,vehicle_breakdown,Non-corridor,61.2069801,1.0,False,2024-04-05T08:07:44
3805,FKID003805,water_logging,Hosur Road,142.49620595,1.0,False,2024-04-05T07:57:03
3806,FKID003806,water_logging,Hosur Road,142.60774456666667,1.0,False,2024-04-05T07:58:48
