event_id,event_cause,corridor,closure_binary,hour_of_day,day_of_week,duration_clean,priority_numeric,trust_score,month,event_cause_enc,corridor_enc,is_planned,row_idx
FKID004519,road_conditions,Non-corridor,0,2,1,1440.0,1.0,0.48999999999999994,1,10,11,0,4519
FKID004520,vehicle_breakdown,Non-corridor,0,13,0,67.59724811666666,1.0,1.0,1,13,11,0,4520
FKID004521,vehicle_breakdown,Magadi Road,0,0,1,67.59724811666666,3.0,1.0,1,13,9,0,4521
FKID004522,vehicle_breakdown,ORR West 1,0,10,3,96.01973389999999,3.0,1.0,12,13,16,0,4522
FKID004523,others,Magadi Road,0,1,2,1440.0,3.0,0.7,11,5,9,0,4523
FKID004524,vehicle_breakdown,Mysore Road,0,10,3,96.76755278333333,3.0,1.0,12,13,10,0,4524
FKID004525,water_logging,Non-corridor,1,2,2,1440.0,1.0,0.7,11,15,11,0,4525
FKID004526,construction,Airport New South Road,0,2,2,1440.0,3.0,0.7,11,2,0,0,4526
FKID004527,public_event,Non-corridor,0,10,1,1440.0,1.0,0.7,11,9,11,1,4527
FKID004528,pot_holes,Magadi Road,0,11,2,1440.0,3.0,1.0,1,6,9,0,4528
FKID004529,vehicle_breakdown,Mysore Road,0,11,3,112.81719833333334,3.0,1.0,12,13,10,0,4529
FKID004530,vehicle_breakdown,Magadi Road,0,5,1,8.331595366666667,3.0,1.0,1,13,9,0,4530
FKID004531,construction,Non-corridor,0,2,2,1440.0,1.0,0.48999999999999994,11,2,11,0,4531
FKID004532,vehicle_breakdown,Hosur Road,0,12,3,76.14695535000001,3.0,1.0,12,13,7,0,4532
FKID004533,vehicle_breakdown,Non-corridor,0,11,3,67.59724811666666,1.0,1.0,12,13,11,0,4533
FKID004534,vehicle_breakdown,ORR North 1,0,11,3,67.59724811666666,3.0,0.7,12,13,14,0,4534
FKID004535,protest,Non-corridor,0,4,2,18.243379033333333,1.0,1.0,11,8,11,1,4535
FKID004536,vehicle_breakdown,Magadi Road,0,5,2,34.93821658333333,3.0,1.0,11,13,9,0,4536
FKID004537,construction,ORR East 2,0,2,3,698.5036833333332,3.0,1.0,12,2,13,0,4537
FKID004538,vehicle_breakdown,Non-corridor,0,13,3,67.59724811666666,1.0,1.0,12,13,11,0,4538
FKID004539,vehicle_breakdown,Bellary Road 1,0,14,3,67.59724811666666,3.0,1.0,12,13,2,0,4539
FKID004540,others,Bellary Road 1,1,7,1,75.32430751666668,3.0,1.0,1,5,2,0,4540
FKID004541,road_conditions,Bellary Road 1,0,18,3,67.59724811666666,3.0,1.0,12,10,2,0,4541
FKID004542,vehicle_breakdown,Non-corridor,0,5,2,67.59724811666666,1.0,1.0,11,13,11,0,4542
FKID004543,vehicle_breakdown,Airport New South Road,0,14,3,67.59724811666666,3.0,1.0,12,13,0,0,4543
FKID004544,others,ORR North 2,0,0,4,1440.0,3.0,0.7,12,5,15,0,4544
FKID004545,accident,Non-corridor,0,7,1,67.59724811666666,1.0,0.7,1,0,11,0,4545
FKID004546,vehicle_breakdown,Non-corridor,0,9,2,13.8765319,1.0,1.0,11,13,11,0,4546
FKID004547,vehicle_breakdown,Magadi Road,0,9,1,67.59724811666666,3.0,1.0,1,13,9,0,4547
FKID004548,vehicle_breakdown,Non-corridor,0,1,4,67.59724811666666,1.0,1.0,12,13,11,0,4548
FKID004549,vehicle_breakdown,Non-corridor,0,7,2,67.59724811666666,1.0,1.0,11,13,11,0,4549
FKID004550,vehicle_breakdown,ORR East 1,0,1,4,13.849933383333333,3.0,1.0,12,13,12,0,4550
FKID004551,road_conditions,Airport New South Road,1,10,2,875.3519315,3.0,0.7,11,10,0,0,4551
FKID004552,accident,ORR East 1,0,11,2,29.571941783333333,3.0,1.0,11,0,12,0,4552
FKID004553,vehicle_breakdown,Non-corridor,0,10,2,67.59724811666666,1.0,1.0,11,13,11,0,4553
FKID004554,vehicle_breakdown,Non-corridor,0,11,2,67.59724811666666,1.0,1.0,11,13,11,0,4554
FKID004555,construction,ORR East 2,0,2,2,730.7942666666667,3.0,1.0,11,2,13,0,4555
FKID004556,vehicle_breakdown,Non-corridor,0,14,2,67.59724811666666,1.0,1.0,11,13,11,0,4556
FKID004557,construction,Bellary Road 1,0,2,4,0.0,3.0,1.0,12,2,2,0,4557
FKID004558,vehicle_breakdown,ORR North 2,0,2,4,67.59724811666666,3.0,1.0,12,13,15,0,4558
FKID004559,vehicle_breakdown,Non-corridor,1,10,1,58.34383913333333,1.0,1.0,1,13,11,0,4559
FKID004560,vehicle_breakdown,Non-corridor,0,0,3,67.59724811666666,1.0,1.0,11,13,11,0,4560
FKID004561,vehicle_breakdown,Non-corridor,0,11,1,55.27947091666667,1.0,1.0,1,13,11,0,4561
FKID004562,vehicle_breakdown,Mysore Road,0,3,4,62.3155683,3.0,1.0,12,13,10,0,4562
FKID004563,construction,ORR East 2,0,2,3,730.8651833333333,3.0,1.0,11,2,13,0,4563
FKID004564,vehicle_breakdown,Non-corridor,1,2,3,67.59724811666666,1.0,1.0,11,13,11,0,4564
FKID004565,pot_holes,Non-corridor,0,4,4,67.59724811666666,1.0,1.0,12,6,11,0,4565
FKID004566,vehicle_breakdown,Hosur Road,0,2,3,67.59724811666666,3.0,1.0,11,13,7,0,4566
FKID004567,vehicle_breakdown,Hennur Main Road,0,10,1,67.59724811666666,3.0,1.0,1,13,6,0,4567
FKID004568,vehicle_breakdown,Non-corridor,0,12,1,61.12860748333333,1.0,1.0,1,13,11,0,4568
FKID004569,vehicle_breakdown,Non-corridor,0,3,3,98.90068815,1.0,1.0,11,13,11,0,4569
FKID004570,tree_fall,Non-corridor,0,12,1,90.51336833333333,1.0,1.0,1,12,11,0,4570
FKID004571,accident,Non-corridor,0,11,1,67.59724811666666,1.0,0.7,1,0,11,0,4571
FKID004572,vehicle_breakdown,Non-corridor,0,5,3,67.59724811666666,1.0,1.0,11,13,11,0,4572
FKID004573,vehicle_breakdown,Non-corridor,0,5,3,67.59724811666666,1.0,1.0,11,13,11,0,4573
FKID004574,others,Non-corridor,0,5,3,1440.0,1.0,0.48999999999999994,11,5,11,0,4574
FKID004575,vehicle_breakdown,Non-corridor,0,6,3,67.59724811666666,1.0,1.0,11,13,11,0,4575
FKID004576,vehicle_breakdown,Old Airport Road,0,4,3,67.59724811666666,3.0,1.0,11,13,17,0,4576
FKID004577,vehicle_breakdown,Non-corridor,0,7,3,67.59724811666666,2.0,0.7,1,13,11,0,4577
FKID004578,vehicle_breakdown,ORR West 1,1,11,1,67.59724811666666,3.0,1.0,1,13,16,0,4578
FKID004579,vehicle_breakdown,Bellary Road 1,0,8,4,67.59724811666666,3.0,1.0,12,13,2,0,4579
FKID004580,vehicle_breakdown,Non-corridor,1,12,1,67.59724811666666,1.0,1.0,1,13,11,0,4580
FKID004581,vehicle_breakdown,Magadi Road,0,14,1,49.2026263,3.0,1.0,1,13,9,0,4581
FKID004582,accident,Non-corridor,0,8,4,107.37691118333333,1.0,1.0,12,0,11,0,4582
FKID004583,vehicle_breakdown,Bellary Road 1,0,14,1,8.5709438,3.0,1.0,1,13,2,0,4583
FKID004584,vehicle_breakdown,Non-corridor,0,8,4,10.310373033333333,1.0,0.7,12,13,11,0,4584
FKID004585,construction,ORR East 2,0,2,1,720.7649666666667,3.0,1.0,1,2,13,0,4585
FKID004586,accident,Non-corridor,0,14,1,67.59724811666666,1.0,0.7,1,0,11,0,4586
FKID004587,accident,Non-corridor,0,14,1,67.59724811666666,1.0,0.7,1,0,11,0,4587
FKID004588,accident,Non-corridor,0,14,1,67.59724811666666,1.0,0.7,1,0,11,0,4588
FKID004589,vehicle_breakdown,ORR East 1,0,11,3,89.75760016666666,3.0,1.0,11,13,12,0,4589
FKID004590,vehicle_breakdown,Bellary Road 1,0,1,2,67.59724811666666,3.0,1.0,1,13,2,0,4590
FKID004591,others,West of Chord Road,0,1,2,1440.0,3.0,0.7,1,5,21,0,4591
FKID004592,vehicle_breakdown,Non-corridor,0,11,3,67.59724811666666,1.0,1.0,11,13,11,0,4592
FKID004593,vehicle_breakdown,Non-corridor,0,8,4,57.23335346666667,1.0,1.0,12,13,11,0,4593
FKID004594,construction,Bannerghata Road,0,1,2,1440.0,3.0,0.7,1,2,1,0,4594
FKID004595,vehicle_breakdown,Non-corridor,0,12,4,55.859611666666666,1.0,1.0,12,13,11,0,4595
FKID004596,vehicle_breakdown,Non-corridor,0,2,4,86.91129488333333,1.0,1.0,11,13,11,0,4596
FKID004597,construction,ORR East 2,0,2,4,726.9074999999999,3.0,1.0,11,2,13,0,4597
FKID004598,others,Non-corridor,0,2,2,67.59724811666666,1.0,1.0,1,5,11,0,4598
FKID004599,vehicle_breakdown,Non-corridor,1,11,4,91.56274088333333,1.0,1.0,12,13,11,0,4599
FKID004600,vehicle_breakdown,ORR North 2,0,1,4,70.69381796666667,3.0,1.0,11,13,15,0,4600
FKID004601,others,Non-corridor,0,2,4,44.664516866666666,1.0,1.0,11,5,11,0,4601
FKID004602,others,Tumkur Road,0,3,2,1440.0,3.0,0.7,1,5,19,0,4602
FKID004603,construction,ORR East 2,0,2,4,717.20195,3.0,1.0,12,2,13,0,4603
FKID004604,vehicle_breakdown,ORR North 2,0,15,4,7.5481027166666665,3.0,1.0,12,13,15,0,4604
FKID004605,others,ORR North 2,0,14,4,112.90304878333333,3.0,1.0,12,5,15,0,4605
FKID004606,vehicle_breakdown,Bellary Road 1,0,6,4,33.71249048333333,3.0,1.0,11,13,2,0,4606
FKID004607,vehicle_breakdown,Non-corridor,0,14,4,67.59724811666666,1.0,1.0,12,13,11,0,4607
FKID004608,vehicle_breakdown,Non-corridor,0,3,2,46.53765805,1.0,1.0,1,13,11,0,4608
FKID004609,public_event,Non-corridor,0,12,4,240.30575,1.0,1.0,11,9,11,1,4609
FKID004610,vehicle_breakdown,Bellary Road 1,0,0,5,52.97608373333333,3.0,1.0,12,13,2,0,4610
FKID004611,vehicle_breakdown,Non-corridor,0,0,5,98.72606275,1.0,1.0,12,13,11,0,4611
FKID004612,vehicle_breakdown,Non-corridor,0,1,5,39.61189256666667,1.0,1.0,11,13,11,0,4612
FKID004613,vehicle_breakdown,Non-corridor,0,2,5,32.548574,1.0,1.0,11,13,11,0,4613
FKID004614,pot_holes,ORR East 2,0,3,5,67.59724811666666,3.0,1.0,11,6,13,0,4614
FKID004615,others,Bellary Road 1,0,3,5,452.1203694833333,3.0,1.0,11,5,2,0,4615
FKID004616,vehicle_breakdown,ORR East 2,0,2,5,67.59724811666666,3.0,1.0,12,13,13,0,4616
FKID004617,vehicle_breakdown,ORR West 1,0,3,2,67.59724811666666,3.0,1.0,1,13,16,0,4617
FKID004618,others,ORR North 2,0,2,5,142.48538508333334,3.0,1.0,12,5,15,0,4618
FKID004619,pot_holes,Bellary Road 1,0,2,5,1440.0,3.0,1.0,12,6,2,0,4619
FKID004620,vehicle_breakdown,Non-corridor,0,6,5,14.0151522,1.0,1.0,11,13,11,0,4620
FKID004621,vehicle_breakdown,Non-corridor,0,1,5,67.59724811666666,1.0,1.0,12,13,11,0,4621
FKID004622,construction,Non-corridor,0,3,5,1440.0,1.0,1.0,12,2,11,0,4622
FKID004623,others,Non-corridor,0,4,5,67.59724811666666,1.0,1.0,12,5,11,0,4623
FKID004624,accident,Bannerghata Road,0,8,5,67.59724811666666,3.0,0.7,11,0,1,0,4624
FKID004625,others,ORR North 2,0,8,5,205.8966446,3.0,1.0,11,5,15,0,4625
FKID004626,vehicle_breakdown,Non-corridor,0,6,2,67.59724811666666,1.0,0.7,1,13,11,0,4626
FKID004627,vehicle_breakdown,Bellary Road 1,0,10,5,94.6911131,3.0,1.0,11,13,2,0,4627
FKID004628,vehicle_breakdown,ORR East 1,0,6,2,67.59724811666666,3.0,1.0,1,13,12,0,4628
FKID004629,public_event,Magadi Road,0,11,5,83.0291,3.0,1.0,11,9,9,1,4629
FKID004630,construction,Non-corridor,0,13,5,67.59724811666666,1.0,1.0,11,2,11,0,4630
FKID004631,construction,Non-corridor,0,13,5,67.59724811666666,1.0,1.0,11,2,11,0,4631
FKID004632,public_event,Non-corridor,1,7,3,67.59724811666666,1.0,0.7,1,9,11,1,4632
FKID004633,vehicle_breakdown,Non-corridor,0,10,2,17.692932883333334,1.0,1.0,1,13,11,0,4633
FKID004634,accident,Non-corridor,0,14,5,26.38407085,1.0,1.0,11,0,11,0,4634
FKID004635,accident,Non-corridor,0,0,6,67.59724811666666,1.0,0.7,11,0,11,0,4635
FKID004636,vehicle_breakdown,Non-corridor,0,11,2,38.401426900000004,1.0,1.0,1,13,11,0,4636
FKID004637,vehicle_breakdown,ORR North 1,0,11,2,22.08807725,3.0,1.0,1,13,14,0,4637
FKID004638,vehicle_breakdown,ORR North 1,0,10,2,67.59724811666666,3.0,0.7,1,13,14,0,4638
FKID004639,vehicle_breakdown,Non-corridor,0,11,2,67.59724811666666,1.0,1.0,1,13,11,0,4639
FKID004640,construction,Non-corridor,1,6,5,120.4293,1.0,1.0,12,2,11,0,4640
FKID004641,public_event,Non-corridor,1,13,1,1440.0,1.0,0.48999999999999994,1,9,11,1,4641
FKID004642,construction,Non-corridor,0,13,1,1440.0,1.0,1.0,1,2,11,0,4642
FKID004643,vehicle_breakdown,ORR East 2,0,1,6,72.49902041666665,3.0,1.0,11,13,13,0,4643
FKID004644,construction,ORR East 2,0,2,2,729.8126666666667,3.0,1.0,1,2,13,0,4644
FKID004645,accident,Non-corridor,0,2,6,67.59724811666666,1.0,0.7,11,0,11,0,4645
FKID004646,construction,ORR East 2,0,2,6,722.6429499999999,3.0,1.0,11,2,13,0,4646
FKID004647,vehicle_breakdown,Bellary Road 1,0,3,6,40.69936873333334,3.0,1.0,11,13,2,0,4647
FKID004648,vehicle_breakdown,Bellary Road 2,0,17,0,43.00044726666667,3.0,1.0,1,13,3,0,4648
FKID004649,others,Non-corridor,0,10,5,67.59724811666666,1.0,1.0,12,5,11,0,4649
FKID004650,vehicle_breakdown,Non-corridor,0,2,6,67.59724811666666,1.0,1.0,11,13,11,0,4650
FKID004651,others,Non-corridor,0,10,5,67.59724811666666,1.0,1.0,12,5,11,0,4651
FKID004652,water_logging,Non-corridor,0,2,1,1440.0,1.0,0.48999999999999994,1,15,11,0,4652
FKID004653,construction,Non-corridor,1,1,3,1440.0,1.0,0.7,1,2,11,0,4653
FKID004654,vehicle_breakdown,ORR East 1,0,2,1,12.876541900000001,3.0,1.0,1,13,12,0,4654
FKID004655,vehicle_breakdown,Non-corridor,0,2,1,52.71905041666666,1.0,1.0,1,13,11,0,4655
FKID004656,vehicle_breakdown,ORR East 2,0,0,1,67.59724811666666,3.0,1.0,1,13,13,0,4656
FKID004657,vehicle_breakdown,Non-corridor,0,2,1,62.614986433333335,1.0,1.0,1,13,11,0,4657
FKID004658,construction,Non-corridor,0,2,1,1436.9409212833334,1.0,1.0,1,2,11,0,4658
FKID004659,vehicle_breakdown,ORR North 2,0,5,6,67.59724811666666,3.0,1.0,11,13,15,0,4659
FKID004660,others,Bellary Road 1,0,8,6,185.81082023333332,3.0,1.0,11,5,2,0,4660
FKID004661,accident,Non-corridor,0,1,1,67.59724811666666,1.0,0.7,1,0,11,0,4661
FKID004662,construction,ORR East 2,0,2,5,727.5750499999999,3.0,1.0,12,2,13,0,4662
FKID004663,vehicle_breakdown,Bellary Road 1,0,7,6,67.59724811666666,3.0,1.0,11,13,2,0,4663
FKID004664,vehicle_breakdown,Non-corridor,0,15,5,32.470111116666665,1.0,1.0,12,13,11,0,4664
FKID004665,vehicle_breakdown,Bellary Road 2,0,2,3,74.9959374,3.0,1.0,1,13,3,0,4665
FKID004666,vehicle_breakdown,Non-corridor,0,16,5,67.59724811666666,1.0,1.0,12,13,11,0,4666
FKID004667,vehicle_breakdown,Non-corridor,1,18,5,67.59724811666666,1.0,0.7,12,13,11,0,4667
FKID004668,others,Bellary Road 1,0,12,6,67.59724811666666,3.0,1.0,11,5,2,0,4668
FKID004669,others,Bellary Road 1,0,12,6,67.59724811666666,3.0,1.0,11,5,2,0,4669
FKID004670,construction,ORR East 2,0,2,3,720.6296833333333,3.0,1.0,1,2,13,0,4670
FKID004671,procession,Magadi Road,0,14,6,67.59724811666666,3.0,1.0,11,7,9,1,4671
FKID004672,vehicle_breakdown,Non-corridor,0,3,3,14.4955594,1.0,1.0,1,13,11,0,4672
FKID004673,vehicle_breakdown,Bellary Road 2,0,2,3,68.20895490000001,3.0,1.0,1,13,3,0,4673
FKID004674,construction,Non-corridor,0,2,6,1440.0,1.0,1.0,12,2,11,0,4674
FKID004675,vehicle_breakdown,Bellary Road 1,0,1,1,67.59724811666666,3.0,1.0,1,13,2,0,4675
FKID004676,vehicle_breakdown,Non-corridor,0,17,6,67.59724811666666,1.0,1.0,11,13,11,0,4676
FKID004677,vehicle_breakdown,Non-corridor,0,3,1,67.59724811666666,1.0,1.0,1,13,11,0,4677
FKID004678,vehicle_breakdown,Non-corridor,0,17,6,67.59724811666666,1.0,1.0,11,13,11,0,4678
FKID004679,vehicle_breakdown,Bellary Road 1,0,4,3,67.59724811666666,3.0,1.0,1,13,2,0,4679
FKID004680,construction,Non-corridor,0,2,2,1440.0,1.0,1.0,12,2,11,0,4680
FKID004681,vehicle_breakdown,Non-corridor,0,2,3,67.59724811666666,1.0,1.0,1,13,11,0,4681
FKID004682,others,Non-corridor,0,1,0,392.16103275,1.0,1.0,11,5,11,0,4682
FKID004683,others,ORR North 1,0,5,3,67.59724811666666,3.0,1.0,1,5,14,0,4683
FKID004684,construction,Non-corridor,0,4,6,1440.0,1.0,0.7,12,2,11,0,4684
FKID004685,vehicle_breakdown,Bellary Road 1,1,1,0,83.15135861666666,3.0,1.0,11,13,2,0,4685
FKID004686,vehicle_breakdown,Bellary Road 1,0,4,3,40.08785518333333,3.0,1.0,1,13,2,0,4686
FKID004687,vehicle_breakdown,Bellary Road 1,0,2,0,85.08149098333334,3.0,1.0,11,13,2,0,4687
FKID004688,vehicle_breakdown,Bellary Road 1,0,6,3,65.8663165,3.0,1.0,1,13,2,0,4688
FKID004689,vehicle_breakdown,Non-corridor,0,3,0,102.04546606666666,1.0,1.0,11,13,11,0,4689
FKID004690,vehicle_breakdown,ORR North 2,0,4,3,67.59724811666666,3.0,1.0,1,13,15,0,4690
FKID004691,others,Airport New South Road,0,6,3,16.642737933333333,3.0,1.0,1,5,0,0,4691
FKID004692,vehicle_breakdown,ORR West 1,0,4,0,67.59724811666666,3.0,1.0,11,13,16,0,4692
FKID004693,pot_holes,ORR North 1,0,3,1,1440.0,3.0,0.7,12,6,14,0,4693
FKID004694,pot_holes,Non-corridor,0,7,1,1440.0,1.0,0.48999999999999994,1,6,11,0,4694
FKID004695,congestion,Non-corridor,0,4,0,67.59724811666666,1.0,0.7,11,1,11,0,4695
FKID004696,vehicle_breakdown,ORR East 2,0,7,1,6.547450666666666,3.0,1.0,1,13,13,0,4696
FKID004697,tree_fall,Non-corridor,1,8,3,67.59724811666666,1.0,1.0,1,12,11,0,4697
FKID004698,vehicle_breakdown,Non-corridor,0,4,0,41.68275345,1.0,1.0,11,13,11,0,4698
FKID004699,vehicle_breakdown,Non-corridor,0,5,0,40.976809116666665,1.0,1.0,11,13,11,0,4699
FKID004700,public_event,West of Chord Road,0,5,0,121.15748333333333,3.0,1.0,11,9,21,1,4700
FKID004701,vehicle_breakdown,Bellary Road 2,0,9,1,67.59724811666666,3.0,1.0,1,13,3,0,4701
FKID004702,vehicle_breakdown,Magadi Road,0,9,0,60.05368791666667,3.0,1.0,11,13,9,0,4702
FKID004703,procession,Magadi Road,0,7,3,67.59724811666666,3.0,1.0,1,7,9,1,4703
FKID004704,road_conditions,Bannerghata Road,0,8,6,67.59724811666666,3.0,1.0,12,10,1,0,4704
FKID004705,vehicle_breakdown,Non-corridor,0,11,1,67.59724811666666,1.0,1.0,1,13,11,0,4705
FKID004706,construction,ORR North 2,0,11,1,67.59724811666666,3.0,1.0,1,2,15,0,4706
FKID004707,public_event,Non-corridor,1,7,3,67.59724811666666,1.0,1.0,1,9,11,1,4707
FKID004708,vehicle_breakdown,Bellary Road 1,0,9,1,67.59724811666666,3.0,1.0,1,13,2,0,4708
FKID004709,vehicle_breakdown,Non-corridor,0,10,6,7.317652333333333,1.0,1.0,12,13,11,0,4709
FKID004710,vehicle_breakdown,Non-corridor,0,0,1,99.16390298333334,1.0,1.0,11,13,11,0,4710
FKID004711,public_event,Non-corridor,1,10,6,1440.0,1.0,0.48999999999999994,12,9,11,1,4711
FKID004712,accident,Non-corridor,0,12,1,67.59724811666666,1.0,0.7,1,0,11,0,4712
FKID004713,vehicle_breakdown,ORR North 2,0,10,6,9.211240083333333,3.0,1.0,12,13,15,0,4713
FKID004714,vehicle_breakdown,Non-corridor,0,13,1,67.59724811666666,1.0,1.0,1,13,11,0,4714
FKID004715,vehicle_breakdown,ORR North 2,0,10,6,11.609703566666667,3.0,1.0,12,13,15,0,4715
FKID004716,vehicle_breakdown,Non-corridor,0,11,6,10.431269066666665,1.0,1.0,12,13,11,0,4716
FKID004717,vehicle_breakdown,ORR North 1,0,11,6,16.300484133333335,3.0,1.0,12,13,14,0,4717
FKID004718,vehicle_breakdown,Bellary Road 1,0,4,1,67.59724811666666,3.0,1.0,11,13,2,0,4718
FKID004719,vehicle_breakdown,Non-corridor,0,9,3,67.59724811666666,1.0,1.0,1,13,11,0,4719
FKID004720,others,Non-corridor,0,4,1,67.59724811666666,1.0,1.0,11,5,11,0,4720
FKID004721,vip_movement,Non-corridor,0,10,1,1440.0,1.0,0.7,11,14,11,1,4721
FKID004722,construction,Non-corridor,0,4,1,0.0,1.0,1.0,11,2,11,0,4722
FKID004723,vehicle_breakdown,Bellary Road 1,0,4,1,67.59724811666666,3.0,1.0,11,13,2,0,4723
FKID004724,others,ORR North 2,0,7,1,13.802722683333334,3.0,1.0,11,5,15,0,4724
FKID004725,vehicle_breakdown,Non-corridor,0,8,1,67.59724811666666,1.0,1.0,11,13,11,0,4725
FKID004726,construction,ORR East 2,0,2,1,721.7900833333333,3.0,1.0,1,2,13,0,4726
FKID004727,vehicle_breakdown,Non-corridor,0,8,1,67.59724811666666,1.0,1.0,11,13,11,0,4727
FKID004728,vehicle_breakdown,Bellary Road 1,0,16,3,67.59724811666666,3.0,1.0,1,13,2,0,4728
FKID004729,vehicle_breakdown,Non-corridor,0,10,1,67.59724811666666,1.0,1.0,11,13,11,0,4729
FKID004730,vehicle_breakdown,Non-corridor,0,0,0,168.7313624,1.0,1.0,12,13,11,0,4730
FKID004731,vehicle_breakdown,Non-corridor,0,13,1,92.39337251666667,1.0,1.0,11,13,11,0,4731
FKID004732,vehicle_breakdown,Magadi Road,0,14,1,79.66424116666667,3.0,1.0,11,13,9,0,4732
FKID004733,vehicle_breakdown,Bellary Road 1,0,2,0,40.299746033333335,3.0,1.0,12,13,2,0,4733
FKID004734,vehicle_breakdown,ORR East 2,0,0,0,67.59724811666666,3.0,1.0,12,13,13,0,4734
FKID004735,vehicle_breakdown,Non-corridor,0,2,4,67.59724811666666,1.0,1.0,1,13,11,0,4735
FKID004736,accident,Non-corridor,0,16,1,67.59724811666666,1.0,0.48999999999999994,11,0,11,0,4736
FKID004737,vehicle_breakdown,ORR North 2,0,2,4,121.06678333333333,3.0,1.0,1,13,15,0,4737
FKID004738,procession,Non-corridor,0,3,0,67.59724811666666,1.0,1.0,12,7,11,1,4738
FKID004739,accident,ORR North 1,0,0,2,67.59724811666666,3.0,0.7,11,0,14,0,4739
FKID004740,construction,Non-corridor,0,7,3,67.59724811666666,1.0,1.0,1,2,11,0,4740
FKID004741,construction,Bannerghata Road,0,4,4,1440.0,3.0,0.7,1,2,1,0,4741
FKID004742,congestion,Non-corridor,0,5,0,67.59724811666666,1.0,0.7,12,1,11,0,4742
FKID004743,others,Non-corridor,0,2,2,67.59724811666666,1.0,1.0,11,5,11,0,4743
FKID004744,vehicle_breakdown,Non-corridor,0,6,0,45.618598600000006,1.0,1.0,12,13,11,0,4744
FKID004745,vehicle_breakdown,Non-corridor,0,4,0,67.59724811666666,1.0,1.0,12,13,11,0,4745
FKID004746,vehicle_breakdown,Tumkur Road,0,5,0,67.59724811666666,3.0,1.0,12,13,19,0,4746
FKID004747,procession,Non-corridor,0,9,0,67.59724811666666,1.0,1.0,12,7,11,1,4747
FKID004748,vehicle_breakdown,ORR North 2,0,6,2,26.215256266666664,3.0,1.0,11,13,15,0,4748
FKID004749,vehicle_breakdown,Hennur Main Road,0,9,0,67.59724811666666,3.0,1.0,12,13,6,0,4749
FKID004750,procession,Non-corridor,1,9,0,0.0,1.0,0.7,12,7,11,1,4750
FKID004751,vehicle_breakdown,Bellary Road 2,0,4,2,67.59724811666666,3.0,1.0,11,13,3,0,4751
FKID004752,vehicle_breakdown,Non-corridor,0,5,2,67.59724811666666,1.0,1.0,11,13,11,0,4752
FKID004753,procession,Non-corridor,0,8,0,86.80408333333334,1.0,1.0,12,7,11,1,4753
FKID004754,vehicle_breakdown,Bellary Road 1,0,9,2,61.22423801666666,3.0,1.0,11,13,2,0,4754
FKID004755,vehicle_breakdown,Bellary Road 1,0,12,0,67.59724811666666,3.0,1.0,12,13,2,0,4755
FKID004756,pot_holes,ORR East 1,0,9,2,1319.2296099500002,3.0,1.0,11,6,12,0,4756
FKID004757,vehicle_breakdown,Non-corridor,0,13,0,67.59724811666666,1.0,1.0,12,13,11,0,4757
FKID004758,others,Non-corridor,0,13,0,67.59724811666666,1.0,1.0,12,5,11,0,4758
FKID004759,others,Non-corridor,0,11,2,67.59724811666666,1.0,1.0,11,5,11,0,4759
FKID004760,construction,ORR North 2,0,2,0,720.4160333333333,3.0,1.0,12,2,15,0,4760
FKID004761,others,Magadi Road,0,12,2,1440.0,3.0,0.7,11,5,9,0,4761
FKID004762,vehicle_breakdown,ORR East 1,0,5,4,89.64109846666666,3.0,1.0,1,13,12,0,4762
FKID004763,vehicle_breakdown,Non-corridor,0,12,2,67.59724811666666,1.0,1.0,11,13,11,0,4763
FKID004764,vehicle_breakdown,Non-corridor,0,14,2,12.877330833333334,1.0,1.0,11,13,11,0,4764
FKID004765,vehicle_breakdown,ORR North 1,0,8,4,67.59724811666666,3.0,0.7,1,13,14,0,4765
FKID004766,construction,ORR East 2,0,2,2,724.9298,3.0,1.0,11,2,13,0,4766
FKID004767,construction,Non-corridor,0,2,2,1440.0,1.0,0.7,1,2,11,0,4767
FKID004768,vehicle_breakdown,ORR North 2,0,19,2,67.59724811666666,3.0,1.0,11,13,15,0,4768
FKID004769,vehicle_breakdown,ORR North 2,0,19,2,67.59724811666666,3.0,1.0,11,13,15,0,4769
FKID004770,vehicle_breakdown,Non-corridor,0,19,2,44.05130068333334,1.0,1.0,11,13,11,0,4770
FKID004771,public_event,Non-corridor,1,7,3,67.59724811666666,1.0,1.0,1,9,11,1,4771
FKID004772,vehicle_breakdown,Mysore Road,0,2,2,67.59724811666666,3.0,1.0,1,13,10,0,4772
FKID004773,vehicle_breakdown,Non-corridor,0,3,2,67.59724811666666,1.0,1.0,1,13,11,0,4773
FKID004774,vehicle_breakdown,Non-corridor,0,3,2,156.2564053,1.0,1.0,1,13,11,0,4774
FKID004775,vehicle_breakdown,ORR East 2,0,8,4,29.160188716666667,3.0,1.0,1,13,13,0,4775
FKID004776,pot_holes,Non-corridor,0,3,2,67.59724811666666,1.0,1.0,1,6,11,0,4776
FKID004777,vehicle_breakdown,Varthur Road,0,0,3,67.59724811666666,3.0,1.0,11,13,20,0,4777
FKID004778,vehicle_breakdown,Non-corridor,0,9,4,45.4172374,1.0,1.0,1,13,11,0,4778
FKID004779,vehicle_breakdown,Bellary Road 1,0,7,4,67.59724811666666,3.0,1.0,1,13,2,0,4779
FKID004780,vehicle_breakdown,ORR North 1,0,8,4,67.59724811666666,3.0,0.7,1,13,14,0,4780
