event_id,event_cause,corridor_fill,start_local,log_duration_actual,duration_min_actual,mu_seq_logspace,sigma_seq_logspace,dur_pred_seq_min,resid_seq_logspace,absresid_seq_logspace,resid_std_seq,in_50pct_interval,in_80pct_interval,in_95pct_interval,interval_width_95,crps_seq,n_earlier_stratum,prior_level,mu_prior_logspace,sigma_prior_logspace,dur_pred_prior_min,resid_prior_logspace,crps_prior,hi_prob_pred,hi_actual,brier_i,ewma_resid_logspace,dur_pred_l45_p50,year_week
FKID002108,pot_holes,Non-corridor,2024-03-19 03:14:13.112000+05:30,8.1292,3391.06,9.3933,0.3645,12006.73,-1.2641,1.2641,-3.4683,False,False,False,1.4288,1.058526,11,stratum,9.7728,2.123,17549.66,-1.6437,0.979888,0.0,0,0.0,-0.8952,3486.24,2024-W12
FKID002107,pot_holes,Non-corridor,2024-03-19 03:17:06.544000+05:30,8.1283,3388.14,9.2908,0.3488,10836.5,-1.1624,1.1624,-3.3331,False,False,False,1.3671,0.965749,12,stratum,9.7728,2.123,17549.66,-1.6445,0.980371,0.0,0,0.0,-0.9754,3486.24,2024-W12
FKID002127,road_conditions,Magadi Road,2024-03-19 04:05:42.096000+05:30,8.8868,7234.81,8.3385,2.8061,4180.71,0.5483,0.5483,0.1954,True,True,True,10.9999,0.698381,0,cause,8.3385,2.8061,4180.71,0.5483,0.698381,0.044,0,0.001932,-0.5183,1377.87,2024-W12
FKID002137,tree_fall,Non-corridor,2024-03-19 05:19:48.447000+05:30,10.181,26395.04,7.1315,0.3254,1249.79,3.0494,3.0494,9.3722,False,False,False,1.2755,2.865864,55,stratum,6.7849,2.4635,883.42,3.396,2.195525,0.8182,1,0.033058,0.552,13827.82,2024-W12
FKID002134,vehicle_breakdown,Non-corridor,2024-03-19 06:17:14.630000+05:30,3.6761,38.49,3.7758,0.1187,42.63,-0.0997,0.0997,-0.8401,False,True,True,0.4653,0.059319,65,stratum,3.6949,0.9277,39.24,-0.0188,0.216944,0.241,0,0.058088,0.3565,28.26,2024-W12
FKID002136,vehicle_breakdown,IRR(Thanisandra road),2024-03-19 06:20:58.357000+05:30,4.5251,91.3,3.5155,0.486,32.63,1.0096,1.0096,2.0774,False,False,False,1.905,0.742081,0,stratum,3.5155,0.486,32.63,1.0096,0.742081,0.241,1,0.576059,0.5524,34.95,2024-W12
FKID002145,vehicle_breakdown,Bellary Road 2,2024-03-19 07:48:17.506000+05:30,4.1039,59.58,3.6025,0.2783,35.69,0.5014,0.5014,1.8018,False,False,True,1.0909,0.352312,7,stratum,3.7465,0.8545,41.37,0.3575,0.258506,0.2738,0,0.074972,0.5371,43.47,2024-W12
FKID002156,vehicle_breakdown,Non-corridor,2024-03-19 09:17:02.942000+05:30,2.658,13.27,3.7743,0.1169,42.57,-1.1163,1.1163,-9.5469,False,False,False,0.4584,1.050364,66,stratum,3.6949,0.9277,39.24,-1.0368,0.636388,0.241,0,0.058088,0.0411,28.37,2024-W12
FKID002175,vehicle_breakdown,Non-corridor,2024-03-19 10:05:13.691000+05:30,2.0274,6.59,3.7579,0.1164,41.86,-1.7306,1.7306,-14.8727,False,False,False,0.4561,1.664938,67,stratum,3.6949,0.9277,39.24,-1.6675,1.170774,0.241,0,0.058088,-0.4904,28.33,2024-W12
FKID002192,construction,ORR North 2,2024-03-19 11:04:47.292000+05:30,7.2738,1440.98,0.3674,0.1032,0.44,6.9064,6.9064,66.8934,False,False,False,0.4047,6.848136,2,stratum,7.0197,3.7085,1117.48,0.254,0.87359,0.044,0,0.001932,1.7286,81.93,2024-W12
FKID002190,others,Bellary Road 1,2024-03-19 11:07:53.868000+05:30,4.82,122.97,5.0079,1.1236,148.59,-0.1879,0.1879,-0.1672,True,True,True,4.4044,0.275077,5,stratum,6.1202,3.3279,453.93,-1.3001,0.977803,0.044,0,0.001932,1.1537,75.9,2024-W12
FKID002191,vehicle_breakdown,Old Airport Road,2024-03-19 11:26:07.476000+05:30,4.7386,113.28,3.3569,0.5344,27.7,1.3817,1.3817,2.5854,False,False,False,2.0949,1.081847,5,stratum,3.1249,1.1074,21.76,1.6137,1.060437,0.241,1,0.576059,1.2221,31.61,2024-W12
FKID002207,vehicle_breakdown,Tumkur Road,2024-03-19 11:35:44.210000+05:30,4.4482,84.47,3.2944,0.199,25.96,1.1538,1.1538,5.7971,False,False,False,0.7802,1.041503,19,stratum,3.5342,0.7689,33.27,0.914,0.568474,0.241,1,0.576059,1.2016,42.5,2024-W12
FKID002205,vehicle_breakdown,Bannerghata Road,2024-03-19 12:16:28.085000+05:30,3.6053,35.79,3.6834,0.3688,38.78,-0.0782,0.0782,-0.212,True,True,True,1.4458,0.092781,4,stratum,3.5262,0.6457,33.0,0.079,0.154759,0.241,0,0.058088,0.8177,32.61,2024-W12
FKID002223,vehicle_breakdown,Tumkur Road,2024-03-19 16:11:29.927000+05:30,4.6649,105.15,3.3487,0.1971,27.47,1.3162,1.3162,6.678,False,False,False,0.7726,1.204959,20,stratum,3.5342,0.7689,33.27,1.1307,0.745093,0.241,1,0.576059,0.9672,41.58,2024-W12
FKID002225,construction,Varthur Road,2024-03-19 17:08:52.247000+05:30,5.7804,322.9,5.4799,0.001,238.83,0.3005,0.3005,300.4915,False,False,False,0.0039,0.299928,1,stratum,6.2618,0.9517,523.15,-0.4813,0.317511,0.044,0,0.001932,0.7672,521.07,2024-W12
FKID002226,vehicle_breakdown,Mysore Road,2024-03-20 00:53:09.958000+05:30,4.5871,97.21,3.6162,0.1303,36.2,0.9709,0.9709,7.4482,False,False,False,0.511,0.897312,26,stratum,3.4976,0.9394,32.04,1.0895,0.673879,0.241,1,0.576059,0.8283,49.64,2024-W12
FKID002236,vehicle_breakdown,Bellary Road 1,2024-03-20 00:55:44.802000+05:30,3.2945,25.96,3.7787,0.158,42.76,-0.4842,0.4842,-3.0656,False,False,False,0.6192,0.39521,10,stratum,3.6906,1.0557,39.07,-0.3961,0.305295,0.2738,0,0.074972,0.4345,46.81,2024-W12
FKID002235,vehicle_breakdown,ORR North 1,2024-03-20 01:12:05.882000+05:30,4.3533,76.73,3.7733,0.2543,42.53,0.5799,0.5799,2.2801,False,False,False,0.997,0.4384,10,stratum,3.5683,0.8366,34.46,0.7849,0.469513,0.2738,1,0.527353,0.4782,41.48,2024-W12
FKID002244,vehicle_breakdown,Hosur Road,2024-03-20 01:30:06.346000+05:30,3.1175,21.59,3.619,0.3741,36.3,-0.5015,0.5015,-1.3404,False,False,True,1.4666,0.321652,7,stratum,3.6831,0.8952,38.77,-0.5655,0.347172,0.241,0,0.058088,0.1843,48.66,2024-W12
FKID002245,construction,ORR East 2,2024-03-20 01:53:29.595000+05:30,6.7133,822.27,6.6393,0.317,763.56,0.074,0.074,0.2334,True,True,True,1.2426,0.080938,14,stratum,6.6598,0.5156,779.38,0.0535,0.122714,0.2738,0,0.074972,0.1512,3138.91,2024-W12
FKID002249,vehicle_breakdown,Non-corridor,2024-03-20 02:20:26.978000+05:30,5.0128,149.32,3.7329,0.1173,40.8,1.2799,1.2799,10.9073,False,False,False,0.46,1.213698,68,stratum,3.6949,0.9277,39.24,1.3179,0.859521,0.241,1,0.576059,0.4898,28.63,2024-W12
FKID002254,procession,Non-corridor,2024-03-20 03:27:13.190000+05:30,2.0323,6.63,2.6893,0.5361,13.72,-0.657,0.657,-1.2255,False,True,True,2.1016,0.411614,3,stratum,3.8452,2.5147,45.77,-1.8129,1.087601,0.2738,0,0.074972,0.1458,52.24,2024-W12
FKID002261,vehicle_breakdown,ORR East 1,2024-03-20 04:07:55.794000+05:30,2.4115,10.15,2.872,0.652,16.67,-0.4605,0.4605,-0.7063,False,True,True,2.5558,0.27698,4,stratum,3.877,1.3422,47.28,-1.4655,0.895405,0.241,0,0.058088,-0.0361,36.41,2024-W12
FKID002263,tree_fall,Non-corridor,2024-03-20 04:12:33.717000+05:30,10.2792,29120.04,7.185,0.324,1318.48,3.0942,3.0942,9.5497,False,False,False,1.2701,2.911421,56,stratum,6.7849,2.4635,883.42,3.4943,2.277856,0.8182,1,0.033058,0.903,13932.67,2024-W12
FKID002264,vehicle_breakdown,ORR East 1,2024-03-20 04:16:18.266000+05:30,4.991,146.08,2.754,0.5457,14.71,2.2369,2.2369,4.099,False,False,False,2.1392,1.929056,5,stratum,3.877,1.3422,47.28,1.114,0.662709,0.241,1,0.576059,1.3032,36.41,2024-W12
FKID002270,vehicle_breakdown,Non-corridor,2024-03-20 05:04:02.261000+05:30,4.0513,56.47,3.7511,0.1171,41.57,0.3002,0.3002,2.5639,False,False,False,0.459,0.234511,69,stratum,3.6949,0.9277,39.24,0.3564,0.270767,0.241,0,0.058088,1.0023,28.18,2024-W12
FKID002278,vehicle_breakdown,Mysore Road,2024-03-20 06:35:02.073000+05:30,1.2084,2.35,3.6514,0.1303,37.53,-2.443,2.443,-18.7532,False,False,False,0.5107,2.369534,27,stratum,3.4976,0.9394,32.04,-2.2892,1.76378,0.2738,0,0.074972,-0.0313,43.5,2024-W12
FKID002276,vehicle_breakdown,Mysore Road,2024-03-20 07:05:40.418000+05:30,4.163,63.26,3.5653,0.1511,34.35,0.5977,0.5977,3.9549,False,False,False,0.5925,0.512466,28,stratum,3.4976,0.9394,32.04,0.6654,0.400079,0.2738,0,0.074972,0.1574,43.32,2024-W12
FKID002286,tree_fall,Non-corridor,2024-03-20 09:29:55.101000+05:30,2.8589,16.44,7.2383,0.3228,1390.69,-4.3794,4.3794,-13.5681,False,False,False,1.2653,4.197249,57,stratum,6.7849,2.4635,883.42,-3.926,2.652345,0.044,0,0.001932,-1.2036,227.64,2024-W12
FKID002304,vehicle_breakdown,Mysore Road,2024-03-20 10:11:15.930000+05:30,3.8199,44.6,3.5854,0.1474,35.07,0.2345,0.2345,1.5912,False,False,True,0.5777,0.158355,29,stratum,3.4976,0.9394,32.04,0.3223,0.263227,0.241,0,0.058088,-0.7722,43.44,2024-W12
FKID002311,tree_fall,Tumkur Road,2024-03-20 11:00:45.183000+05:30,5.4848,240.0,8.9319,0.9658,7568.35,-3.4471,3.4471,-3.5691,False,False,False,3.7859,2.902269,3,cause,6.5149,2.4587,674.12,-1.0301,0.744291,0.0,0,0.0,-1.5747,209.08,2024-W12
FKID002330,others,ORR North 1,2024-03-20 11:57:31.274000+05:30,10.3673,31801.64,0.7099,0.001,1.03,9.6574,9.6574,9657.3763,False,False,False,0.0039,9.656822,1,stratum,9.5217,3.0336,13652.2,0.8456,0.80236,0.4348,1,0.319471,1.795,12411.76,2024-W12
FKID002334,vehicle_breakdown,ORR East 2,2024-03-20 12:25:43.492000+05:30,2.9842,18.77,0.8409,0.001,1.32,2.1433,2.1433,2143.2747,False,False,False,0.0039,2.142713,1,stratum,3.7382,0.8299,41.02,-0.754,0.44991,0.241,0,0.058088,1.8995,29.82,2024-W12
FKID002348,pot_holes,CBD 2,2024-03-20 13:26:10.351000+05:30,0.917,1.5,10.7002,1.0757,44362.42,-9.7832,9.7832,-9.0947,False,False,False,4.2168,9.176286,0,stratum,10.7002,1.0757,44362.42,-9.7832,9.176286,0.0,0,0.0,-1.6053,7512.88,2024-W12
FKID002349,vehicle_breakdown,Magadi Road,2024-03-20 14:18:15.098000+05:30,3.5043,32.26,3.7283,0.1864,40.61,-0.2241,0.2241,-1.2022,False,True,True,0.7306,0.13972,16,stratum,3.6719,0.9025,38.33,-0.1676,0.223296,0.241,0,0.058088,-1.191,34.06,2024-W12
FKID002353,construction,Non-corridor,2024-03-20 17:59:41.865000+05:30,5.6243,276.07,5.7973,0.8101,328.39,-0.173,0.173,-0.2135,True,True,True,3.1755,0.203991,17,stratum,6.382,3.195,590.1,-0.7577,0.818009,0.241,0,0.058088,-0.8856,1167.93,2024-W12
FKID002367,vehicle_breakdown,Mysore Road,2024-03-21 00:41:13.586000+05:30,4.3706,78.09,3.5931,0.1428,35.35,0.7775,0.7775,5.4459,False,False,False,0.5597,0.696963,30,stratum,3.4976,0.9394,32.04,0.873,0.521773,0.241,1,0.576059,-0.3866,55.22,2024-W12
FKID002368,accident,ORR North 1,2024-03-21 01:14:39.900000+05:30,3.5615,34.22,3.971,0.001,52.04,-0.4095,0.4095,-409.4774,False,False,False,0.0039,0.408914,1,stratum,3.602,0.4238,35.67,-0.0405,0.10058,0.241,0,0.058088,-0.3935,37.57,2024-W12
FKID002380,construction,ORR East 2,2024-03-21 01:52:34.546000+05:30,6.7144,823.19,6.642,0.3034,765.64,0.0724,0.0724,0.2386,True,True,True,1.1892,0.077751,15,stratum,6.6598,0.5156,779.38,0.0546,0.122807,0.2738,0,0.074972,-0.2537,3061.48,2024-W12
FKID002401,vehicle_breakdown,Non-corridor,2024-03-21 04:52:01.327000+05:30,4.4474,84.41,3.7553,0.1155,41.75,0.6921,0.6921,5.9917,False,False,False,0.4528,0.626922,70,stratum,3.6949,0.9277,39.24,0.7526,0.447832,0.241,1,0.576059,0.03,27.22,2024-W12
FKID002414,vehicle_breakdown,Tumkur Road,2024-03-21 05:13:02.708000+05:30,2.5673,12.03,3.4079,0.197,29.2,-0.8406,0.8406,-4.2673,False,False,False,0.7721,0.72943,21,stratum,3.5342,0.7689,33.27,-0.9669,0.60967,0.241,0,0.058088,-0.2312,40.88,2024-W12
FKID002418,others,Non-corridor,2024-03-21 05:46:33.212000+05:30,10.3684,31835.84,6.2205,0.5901,501.94,4.1479,4.1479,7.029,False,False,False,2.3132,3.81498,20,stratum,6.7457,3.1072,849.37,3.6227,2.243388,1.0,1,0.0,1.0826,35083.38,2024-W12
FKID002420,vehicle_breakdown,West of Chord Road,2024-03-21 05:56:55.090000+05:30,3.4254,29.73,3.8324,0.4333,45.17,-0.407,0.407,-0.9393,False,True,True,1.6985,0.243486,2,stratum,3.5256,0.7337,32.97,-0.1002,0.176906,0.241,0,0.058088,0.6357,33.15,2024-W12
FKID002434,others,Mysore Road,2024-03-21 07:06:59.400000+05:30,2.0578,6.83,7.6613,0.7688,2123.54,-5.6035,5.6035,-7.289,False,False,False,3.0135,5.169791,8,stratum,6.4744,2.8532,647.33,-4.4166,2.956642,0.0,0,0.0,-1.2361,65.8,2024-W12
FKID002437,vehicle_breakdown,Non-corridor,2024-03-21 08:55:51.791000+05:30,4.0158,54.47,3.765,0.1143,42.16,0.2508,0.2508,2.1943,False,False,False,0.4481,0.187463,71,stratum,3.6949,0.9277,39.24,0.3209,0.260644,0.241,0,0.058088,-0.79,27.91,2024-W12
FKID002442,construction,Non-corridor,2024-03-21 09:07:48.774000+05:30,9.8857,19646.09,5.7862,0.7678,324.78,4.0995,4.0995,5.3395,False,False,False,3.0096,3.666302,18,stratum,6.382,3.195,590.1,3.5037,2.142531,1.0,1,0.0,0.6768,44173.38,2024-W12
FKID002447,construction,Non-corridor,2024-03-21 10:10:37.291000+05:30,7.9659,2880.15,5.9906,0.7565,398.67,1.9753,1.9753,2.611,False,False,False,2.9657,1.55061,19,stratum,6.382,3.195,590.1,1.584,1.053667,0.0159,0,0.000252,1.0664,217.31,2024-W12
FKID002444,vehicle_breakdown,Bellary Road 1,2024-03-21 10:39:49.160000+05:30,4.4749,86.79,3.7356,0.1497,40.91,0.7393,0.7393,4.9386,False,False,False,0.5868,0.654826,11,stratum,3.6906,1.0557,39.07,0.7843,0.469058,0.241,1,0.576059,0.9682,42.09,2024-W12
FKID002446,vehicle_breakdown,Non-corridor,2024-03-21 10:51:52.939000+05:30,4.4082,81.12,3.7684,0.1128,42.31,0.6398,0.6398,5.6723,False,False,False,0.4421,0.576143,72,stratum,3.6949,0.9277,39.24,0.7133,0.425434,0.241,1,0.576059,0.8697,27.9,2024-W12
FKID002453,vehicle_breakdown,Non-corridor,2024-03-21 11:10:13.767000+05:30,3.4492,30.48,3.777,0.1116,42.69,-0.3278,0.3278,-2.9373,False,False,False,0.4375,0.264941,73,stratum,3.6949,0.9277,39.24,-0.2456,0.242585,0.241,0,0.058088,0.5105,27.88,2024-W12
FKID002466,vehicle_breakdown,Non-corridor,2024-03-21 11:45:17.349000+05:30,4.027,55.09,3.7727,0.1102,42.5,0.2543,0.2543,2.3078,False,False,False,0.432,0.192928,74,stratum,3.6949,0.9277,39.24,0.3321,0.263735,0.241,0,0.058088,0.4336,27.69,2024-W12
FKID002455,vehicle_breakdown,Magadi Road,2024-03-21 11:53:34.002000+05:30,4.2278,67.57,3.7158,0.1763,40.09,0.512,0.512,2.9047,False,False,False,0.691,0.412766,17,stratum,3.6719,0.9025,38.33,0.5559,0.343359,0.241,0,0.058088,0.4571,34.47,2024-W12
FKID002467,vehicle_breakdown,Mysore Road,2024-03-21 12:14:02.169000+05:30,2.3435,9.42,3.6176,0.1403,36.25,-1.2741,1.2741,-9.0784,False,False,False,0.5502,1.19492,31,stratum,3.4976,0.9394,32.04,-1.1541,0.723456,0.241,0,0.058088,-0.0622,43.84,2024-W12
FKID002476,vehicle_breakdown,ORR West 1,2024-03-21 12:43:03.433000+05:30,3.8728,47.08,3.5779,0.3067,34.8,0.295,0.295,0.9616,False,True,True,1.2024,0.176857,3,stratum,3.846,0.8182,45.81,0.0268,0.191564,0.241,0,0.058088,0.0449,35.09,2024-W12
FKID002477,vehicle_breakdown,Mysore Road,2024-03-21 13:28:30.835000+05:30,3.8053,43.94,3.5786,0.1414,34.82,0.2267,0.2267,1.6033,False,False,True,0.5542,0.153423,32,stratum,3.4976,0.9394,32.04,0.3077,0.259379,0.241,0,0.058088,0.0994,43.13,2024-W12
FKID002495,construction,Non-corridor,2024-03-22 00:59:21.627000+05:30,4.2107,66.41,6.0836,0.7266,437.6,-1.8729,1.8729,-2.5776,False,False,False,2.8482,1.465202,20,stratum,6.382,3.195,590.1,-2.1712,1.313657,0.0159,0,0.000252,-0.4922,264.32,2024-W12
FKID002505,vehicle_breakdown,Tumkur Road,2024-03-22 02:01:17.624000+05:30,2.9109,17.37,3.3719,0.1917,28.14,-0.461,0.461,-2.4045,False,False,False,0.7516,0.353883,22,stratum,3.5342,0.7689,33.27,-0.6233,0.370891,0.241,0,0.058088,-0.4829,47.14,2024-W12
FKID002581,construction,ORR East 2,2024-03-22 02:09:36.447000+05:30,6.6935,806.16,6.6447,0.2906,767.72,0.0488,0.0488,0.1679,True,True,True,1.139,0.071166,16,stratum,6.6598,0.5156,779.38,0.0337,0.121382,0.0,0,0.0,-0.3234,624.39,2024-W12
FKID002506,vehicle_breakdown,Non-corridor,2024-03-22 02:36:59.754000+05:30,4.9292,137.26,3.7761,0.1088,42.64,1.1531,1.1531,10.5986,False,False,False,0.4265,1.091724,75,stratum,3.6949,0.9277,39.24,1.2343,0.790047,0.241,1,0.576059,0.1196,28.97,2024-W12
FKID002521,vehicle_breakdown,Non-corridor,2024-03-22 03:13:09.130000+05:30,2.5848,12.26,3.791,0.1084,43.3,-1.2062,1.2062,-11.1261,False,False,False,0.425,1.145,76,stratum,3.6949,0.9277,39.24,-1.11,0.691456,0.241,0,0.058088,-0.2782,29.43,2024-W12
FKID002528,vehicle_breakdown,Bellary Road 1,2024-03-22 03:56:57.605000+05:30,2.7131,14.08,3.7959,0.1491,43.52,-1.0828,1.0828,-7.262,False,False,False,0.5845,0.998715,12,stratum,3.6906,1.0557,39.07,-0.9775,0.58403,0.241,0,0.058088,-0.5196,42.89,2024-W12
FKID002532,vehicle_breakdown,ORR East 1,2024-03-22 04:17:23.233000+05:30,3.12,21.65,3.1072,0.5649,21.36,0.0128,0.0128,0.0227,True,True,True,2.2144,0.132128,6,stratum,3.877,1.3422,47.28,-0.757,0.47961,0.241,0,0.058088,-0.3598,37.91,2024-W12
FKID002533,construction,Non-corridor,2024-03-22 04:17:25.451000+05:30,7.9664,2881.34,5.9982,0.6985,401.69,1.9682,1.9682,2.8177,False,False,False,2.7382,1.575092,21,stratum,6.382,3.195,590.1,1.5844,1.053825,0.0159,0,0.000252,0.3386,236.91,2024-W12
FKID002544,vehicle_breakdown,Non-corridor,2024-03-22 04:46:29.486000+05:30,3.047,20.05,3.7755,0.1081,42.62,-0.7285,0.7285,-6.7383,False,False,False,0.4238,0.667523,77,stratum,3.6949,0.9277,39.24,-0.6478,0.390286,0.241,0,0.058088,0.0184,28.91,2024-W12
FKID002535,road_conditions,Non-corridor,2024-03-22 04:51:44.209000+05:30,9.8617,19180.28,7.9606,1.1378,2864.9,1.9011,1.9011,1.6707,False,False,True,4.4604,1.30377,6,stratum,9.4451,2.2068,12645.28,0.4166,0.546997,0.0,0,0.0,0.5832,1636.17,2024-W12
FKID002534,road_conditions,Non-corridor,2024-03-22 04:55:28.934000+05:30,9.8615,19176.48,8.1451,1.0427,3445.41,1.7164,1.7164,1.6461,False,False,True,4.0874,1.171565,7,stratum,9.4451,2.2068,12645.28,0.4164,0.546968,0.0,0,0.0,0.9232,1636.17,2024-W12
FKID002545,road_conditions,Non-corridor,2024-03-22 05:03:23.958000+05:30,9.8611,19168.52,8.299,0.9582,4018.72,1.5621,1.5621,1.6303,False,False,True,3.756,1.062977,8,stratum,9.4451,2.2068,12645.28,0.416,0.546906,0.0,0,0.0,1.1149,1685.49,2024-W12
FKID002542,vehicle_breakdown,Non-corridor,2024-03-22 05:48:05.429000+05:30,3.7115,39.91,3.7663,0.1071,42.22,-0.0549,0.0549,-0.5122,True,True,True,0.42,0.036013,78,stratum,3.6949,0.9277,39.24,0.0166,0.216911,0.241,0,0.058088,0.7639,28.87,2024-W12
FKID002556,vehicle_breakdown,Tumkur Road,2024-03-22 06:51:53.829000+05:30,3.201,23.56,3.3527,0.1848,27.58,-0.1518,0.1518,-0.8214,False,True,True,0.7243,0.09029,23,stratum,3.5342,0.7689,33.27,-0.3332,0.236405,0.241,0,0.058088,0.4892,41.85,2024-W12
FKID002550,others,Bellary Road 1,2024-03-22 07:14:46.507000+05:30,8.3677,4304.7,4.9609,0.9531,141.73,3.4068,3.4068,3.5745,False,False,False,3.736,2.869132,6,stratum,6.1202,3.3279,453.93,2.2475,1.361261,0.2738,0,0.074972,1.3645,6949.77,2024-W12
FKID002560,congestion,Hennur Main Road,2024-03-22 10:19:19.519000+05:30,5.0678,157.83,4.9202,0.001,136.03,0.1476,0.1476,147.6285,False,False,False,0.0039,0.147064,1,stratum,4.4105,0.3752,81.31,0.6573,0.457705,0.241,1,0.576059,0.9994,76.7,2024-W12
FKID002569,vehicle_breakdown,Non-corridor,2024-03-22 11:47:24.552000+05:30,3.0195,19.48,3.7657,0.1058,42.19,-0.7462,0.7462,-7.0525,False,False,False,0.4148,0.686507,79,stratum,3.6949,0.9277,39.24,-0.6754,0.404736,0.241,0,0.058088,0.4757,27.33,2024-W12
FKID002573,vehicle_breakdown,Mysore Road,2024-03-22 12:04:52.015000+05:30,4.7326,112.59,3.5854,0.1373,35.07,1.1472,1.1472,8.3534,False,False,False,0.5384,1.069757,33,stratum,3.4976,0.9394,32.04,1.235,0.787899,0.241,1,0.576059,0.6772,41.94,2024-W12
FKID002585,vehicle_breakdown,ORR North 2,2024-03-22 23:53:00.443000+05:30,3.7587,41.89,3.7613,0.315,42.0,-0.0026,0.0026,-0.0082,True,True,True,1.2349,0.073627,9,stratum,3.533,0.9242,33.23,0.2257,0.237876,0.241,0,0.058088,0.4733,40.53,2024-W12
FKID002598,tree_fall,Non-corridor,2024-03-23 01:24:55.533000+05:30,3.9111,48.96,7.1638,0.3257,1290.82,-3.2527,3.2527,-9.9853,False,False,False,1.2769,3.068894,58,stratum,6.7849,2.4635,883.42,-2.8738,1.779833,0.0,0,0.0,-0.6445,190.07,2024-W12
FKID002592,others,ORR West 1,2024-03-23 01:36:39.956000+05:30,3.0578,20.28,7.1385,3.5752,1258.59,-4.0808,4.0808,-1.1414,False,True,True,14.0148,2.515476,0,stratum,7.1385,3.5752,1258.59,-4.0808,2.515476,0.0,0,0.0,-1.6754,108.63,2024-W12
FKID002599,vehicle_breakdown,Bellary Road 1,2024-03-23 02:38:16.446000+05:30,2.3976,10.0,3.7141,0.1587,40.02,-1.3164,1.3164,-8.2963,False,False,False,0.622,1.226903,13,stratum,3.6906,1.0557,39.07,-1.2929,0.809885,0.241,0,0.058088,-1.5677,38.49,2024-W12
FKID002614,vehicle_breakdown,Bellary Road 1,2024-03-23 03:12:58.315000+05:30,1.6196,4.05,3.6224,0.1721,36.43,-2.0028,2.0028,-11.637,False,False,False,0.6746,1.905684,14,stratum,3.6906,1.0557,39.07,-2.0709,1.495196,0.241,0,0.058088,-1.6982,37.1,2024-W12
FKID002619,road_conditions,Mysore Road,2024-03-23 03:53:01.818000+05:30,9.9312,20560.76,8.3385,2.8061,4180.71,1.5927,1.5927,0.5676,True,True,True,10.9999,1.007039,0,cause,8.3385,2.8061,4180.71,1.5927,1.007039,0.0,0,0.0,-0.7109,810.46,2024-W12
FKID002693,construction,Non-corridor,2024-03-23 03:58:24.141000+05:30,6.1277,457.36,6.0831,0.6735,437.41,0.0445,0.0445,0.0661,True,True,True,2.6401,0.158565,22,stratum,6.382,3.195,590.1,-0.2543,0.754725,0.0,0,0.0,-0.4843,240.85,2024-W12
FKID002626,vehicle_breakdown,Mysore Road,2024-03-23 04:42:47.141000+05:30,3.4927,31.88,3.6183,0.1373,36.28,-0.1256,0.1256,-0.9151,False,True,True,0.5381,0.07499,34,stratum,3.4976,0.9394,32.04,-0.0049,0.21955,0.241,0,0.058088,-0.3767,43.01,2024-W12
FKID002627,vehicle_breakdown,Old Madras Road,2024-03-23 04:58:16.150000+05:30,4.3738,78.35,3.5673,0.3142,34.42,0.8065,0.8065,2.5673,False,False,False,1.2315,0.630308,5,stratum,3.3824,0.9415,28.44,0.9914,0.601901,0.241,1,0.576059,-0.0217,37.61,2024-W12
FKID002630,vehicle_breakdown,ORR North 2,2024-03-23 05:33:01.971000+05:30,3.4305,29.89,3.7635,0.2867,42.1,-0.333,0.333,-1.1613,False,True,True,1.1239,0.206008,10,stratum,3.533,0.9242,33.23,-0.1024,0.220517,0.241,0,0.058088,-0.1151,36.88,2024-W12
FKID002634,vehicle_breakdown,Non-corridor,2024-03-23 06:29:18.277000+05:30,3.3301,26.94,3.7565,0.1049,41.8,-0.4263,0.4263,-4.0641,False,False,False,0.4112,0.367147,80,stratum,3.6949,0.9277,39.24,-0.3647,0.273275,0.241,0,0.058088,-0.2085,28.11,2024-W12
FKID002643,vehicle_breakdown,Tumkur Road,2024-03-23 06:35:10.941000+05:30,3.1505,22.35,3.3463,0.1776,27.4,-0.1958,0.1958,-1.1027,False,True,True,0.6961,0.119861,24,stratum,3.5342,0.7689,33.27,-0.3837,0.254506,0.241,0,0.058088,-0.2047,45.84,2024-W12
FKID002651,vehicle_breakdown,Non-corridor,2024-03-23 08:08:35.087000+05:30,5.0718,158.46,3.7513,0.1038,41.58,1.3205,1.3205,12.7274,False,False,False,0.4067,1.261958,81,stratum,3.6949,0.9277,39.24,1.3769,0.909876,0.241,1,0.576059,0.2529,27.4,2024-W12
FKID002656,construction,Non-corridor,2024-03-23 08:35:08.184000+05:30,4.8092,121.63,6.0844,0.6454,437.98,-1.2753,1.2753,-1.9758,False,False,False,2.5301,0.922817,23,stratum,6.382,3.195,590.1,-1.5728,1.049447,0.0159,0,0.000252,-0.2056,206.96,2024-W12
FKID002660,vehicle_breakdown,Non-corridor,2024-03-23 11:08:26.155000+05:30,4.2628,70.01,3.7672,0.1037,42.26,0.4956,0.4956,4.7787,False,False,False,0.4066,0.437099,82,stratum,3.6949,0.9277,39.24,0.5679,0.351321,0.241,0,0.058088,0.0048,27.4,2024-W12
FKID002665,construction,Non-corridor,2024-03-23 11:08:48.709000+05:30,8.249,3822.71,6.0329,0.6216,415.93,2.2161,2.2161,3.5654,False,False,False,2.4365,1.865452,24,stratum,6.382,3.195,590.1,1.867,1.169914,0.241,0,0.058088,0.6682,676.17,2024-W12
