event_id,scenario_id,scenario_name,delay_delta,risk_delta,alert_delta,confidence_delta,delay_score,risk_score,alert_score,override_score,confidence_score,simulation_score,generated_at
FKID005079,SCENARIO_2,Resource reduction,21595.656,6.0706,0.0,-0.15,0.512605,0.530353,0.5,0.5,0.575,0.521018,2026-06-20T01:47:22.890493+00:00
FKID005079,SCENARIO_3,Resource increase,-157663.5723,-5.663,-0.0,0.1,0.407977,0.471685,0.5,0.5,0.45,0.454298,2026-06-20T01:47:22.890493+00:00
FKID005079,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID005079,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID005079,SCENARIO_6,Worst-case drift escalation,21595.656,28.3151,0.0,-0.4,0.512605,0.641575,0.5,0.5,0.7,0.566884,2026-06-20T01:47:22.890493+00:00
FKID005079,SCENARIO_7,Best-case stabilized state,-21595.656,-12.1412,-0.0,0.4,0.487395,0.439294,0.5,0.5,0.3,0.457377,2026-06-20T01:47:22.890493+00:00
FKID001592,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID001592,SCENARIO_1,No intervention,54630.0776,12.1395,0.0,-0.3,0.531886,0.560697,0.5,0.5,0.65,0.544369,2026-06-20T01:47:22.890493+00:00
FKID001592,SCENARIO_2,Resource reduction,27315.0388,6.0697,0.0,-0.15,0.515943,0.530349,0.5,0.5,0.575,0.522185,2026-06-20T01:47:22.890493+00:00
FKID001592,SCENARIO_3,Resource increase,-157663.5723,-5.6622,-0.0,0.1,0.407977,0.471689,0.5,0.5,0.45,0.454299,2026-06-20T01:47:22.890493+00:00
FKID001592,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID001592,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID001592,SCENARIO_6,Worst-case drift escalation,27315.0388,28.3109,0.0,-0.4,0.515943,0.641555,0.5,0.5,0.7,0.568046,2026-06-20T01:47:22.890493+00:00
FKID001592,SCENARIO_7,Best-case stabilized state,-27315.0388,-12.1395,-0.0,0.4,0.484057,0.439303,0.5,0.5,0.3,0.456211,2026-06-20T01:47:22.890493+00:00
FKID000346,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID000346,SCENARIO_1,No intervention,62645.6013,12.1156,0.0,-0.3,0.536564,0.560578,0.5,0.5,0.65,0.545971,2026-06-20T01:47:22.890493+00:00
FKID000346,SCENARIO_2,Resource reduction,31322.8007,6.0578,0.0,-0.15,0.518282,0.530289,0.5,0.5,0.575,0.522985,2026-06-20T01:47:22.890493+00:00
FKID000346,SCENARIO_3,Resource increase,-157663.5723,-5.6511,-0.0,0.1,0.407977,0.471745,0.5,0.5,0.45,0.454315,2026-06-20T01:47:22.890493+00:00
FKID000346,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID000346,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID000346,SCENARIO_6,Worst-case drift escalation,31322.8007,28.2553,0.0,-0.4,0.518282,0.641277,0.5,0.5,0.7,0.568782,2026-06-20T01:47:22.890493+00:00
FKID000346,SCENARIO_7,Best-case stabilized state,-31322.8007,-12.1156,-0.0,0.4,0.481718,0.439422,0.5,0.5,0.3,0.455428,2026-06-20T01:47:22.890493+00:00
FKID004519,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004519,SCENARIO_1,No intervention,40872.4856,12.0821,0.0,-0.3,0.523856,0.560411,0.5,0.5,0.65,0.541473,2026-06-20T01:47:22.890493+00:00
FKID004519,SCENARIO_2,Resource reduction,20436.2428,6.041,0.0,-0.15,0.511928,0.530205,0.5,0.5,0.575,0.520736,2026-06-20T01:47:22.890493+00:00
FKID004519,SCENARIO_3,Resource increase,-157663.5723,-5.6354,-0.0,0.1,0.407977,0.471823,0.5,0.5,0.45,0.454339,2026-06-20T01:47:22.890493+00:00
FKID004519,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004519,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004519,SCENARIO_6,Worst-case drift escalation,20436.2428,28.1771,0.0,-0.4,0.511928,0.640886,0.5,0.5,0.7,0.56644,2026-06-20T01:47:22.890493+00:00
FKID004519,SCENARIO_7,Best-case stabilized state,-20436.2428,-12.0821,-0.0,0.4,0.488072,0.43959,0.5,0.5,0.3,0.457702,2026-06-20T01:47:22.890493+00:00
FKID003897,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID003897,SCENARIO_1,No intervention,38274.5876,14.7224,0.0,-0.3,0.522339,0.573612,0.5,0.5,0.65,0.544902,2026-06-20T01:47:22.890493+00:00
FKID003897,SCENARIO_2,Resource reduction,19137.2938,7.3612,0.0,-0.15,0.51117,0.536806,0.5,0.5,0.575,0.522451,2026-06-20T01:47:22.890493+00:00
FKID003897,SCENARIO_3,Resource increase,-157663.5723,-5.6312,-0.0,0.1,0.407977,0.471844,0.5,0.5,0.45,0.454345,2026-06-20T01:47:22.890493+00:00
FKID003897,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID003897,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID003897,SCENARIO_6,Worst-case drift escalation,19137.2938,28.156,0.0,-0.4,0.51117,0.64078,0.5,0.5,0.7,0.566143,2026-06-20T01:47:22.890493+00:00
FKID003897,SCENARIO_7,Best-case stabilized state,-19137.2938,-14.7224,-0.0,0.4,0.48883,0.426388,0.5,0.5,0.3,0.454007,2026-06-20T01:47:22.890493+00:00
FKID004967,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004967,SCENARIO_1,No intervention,34037.8196,12.0053,0.0,-0.3,0.519867,0.560026,0.5,0.5,0.65,0.539961,2026-06-20T01:47:22.890493+00:00
FKID004967,SCENARIO_2,Resource reduction,17018.9098,6.0027,0.0,-0.15,0.509933,0.530014,0.5,0.5,0.575,0.519981,2026-06-20T01:47:22.890493+00:00
FKID004967,SCENARIO_3,Resource increase,-157663.5723,-5.5996,-0.0,0.1,0.407977,0.472002,0.5,0.5,0.45,0.454393,2026-06-20T01:47:22.890493+00:00
FKID004967,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004967,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004967,SCENARIO_6,Worst-case drift escalation,17018.9098,27.9981,0.0,-0.4,0.509933,0.639991,0.5,0.5,0.7,0.565474,2026-06-20T01:47:22.890493+00:00
FKID004967,SCENARIO_7,Best-case stabilized state,-17018.9098,-12.0053,-0.0,0.4,0.490067,0.439973,0.5,0.5,0.3,0.458515,2026-06-20T01:47:22.890493+00:00
FKID005194,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID005194,SCENARIO_1,No intervention,39807.2761,11.9465,0.0,-0.3,0.523234,0.559732,0.5,0.5,0.65,0.541052,2026-06-20T01:47:22.890493+00:00
FKID005194,SCENARIO_2,Resource reduction,19903.6381,5.9732,0.0,-0.15,0.511617,0.529866,0.5,0.5,0.575,0.520526,2026-06-20T01:47:22.890493+00:00
FKID005194,SCENARIO_3,Resource increase,-157663.5723,-5.5722,-0.0,0.1,0.407977,0.472139,0.5,0.5,0.45,0.454434,2026-06-20T01:47:22.890493+00:00
FKID005194,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID005194,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID005194,SCENARIO_6,Worst-case drift escalation,19903.6381,27.8608,0.0,-0.4,0.511617,0.639304,0.5,0.5,0.7,0.565857,2026-06-20T01:47:22.890493+00:00
FKID005194,SCENARIO_7,Best-case stabilized state,-19903.6381,-11.9465,-0.0,0.4,0.488383,0.440268,0.5,0.5,0.3,0.458014,2026-06-20T01:47:22.890493+00:00
FKID004492,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004492,SCENARIO_1,No intervention,35357.0816,11.601,0.0,-0.3,0.520637,0.558005,0.5,0.5,0.65,0.539624,2026-06-20T01:47:22.890493+00:00
FKID004492,SCENARIO_2,Resource reduction,17678.5408,5.8005,0.0,-0.15,0.510318,0.529003,0.5,0.5,0.575,0.519812,2026-06-20T01:47:22.890493+00:00
FKID004492,SCENARIO_3,Resource increase,-157663.5723,-5.411,-0.0,0.1,0.407977,0.472945,0.5,0.5,0.45,0.454676,2026-06-20T01:47:22.890493+00:00
FKID004492,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004492,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004492,SCENARIO_6,Worst-case drift escalation,17678.5408,27.0551,0.0,-0.4,0.510318,0.635276,0.5,0.5,0.7,0.564194,2026-06-20T01:47:22.890493+00:00
FKID004492,SCENARIO_7,Best-case stabilized state,-17678.5408,-11.601,-0.0,0.4,0.489682,0.441995,0.5,0.5,0.3,0.458987,2026-06-20T01:47:22.890493+00:00
FKID005244,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID005244,SCENARIO_1,No intervention,12655.0474,11.5223,0.0,-0.3,0.507386,0.557612,0.5,0.5,0.65,0.534869,2026-06-20T01:47:22.890493+00:00
FKID005244,SCENARIO_2,Resource reduction,6327.5237,5.7612,0.0,-0.15,0.503693,0.528806,0.5,0.5,0.575,0.517434,2026-06-20T01:47:22.890493+00:00
FKID005244,SCENARIO_3,Resource increase,-157663.5723,-5.3743,-0.0,0.1,0.407977,0.473129,0.5,0.5,0.45,0.454731,2026-06-20T01:47:22.890493+00:00
FKID005244,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID005244,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID005244,SCENARIO_6,Worst-case drift escalation,6327.5237,26.8716,0.0,-0.4,0.503693,0.634358,0.5,0.5,0.7,0.5616,2026-06-20T01:47:22.890493+00:00
FKID005244,SCENARIO_7,Best-case stabilized state,-6327.5237,-11.5223,-0.0,0.4,0.496307,0.442388,0.5,0.5,0.3,0.461424,2026-06-20T01:47:22.890493+00:00
FKID004401,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID004401,SCENARIO_1,No intervention,41539.1437,11.0455,0.0,-0.3,0.524245,0.555227,0.5,0.5,0.65,0.540054,2026-06-20T01:47:22.890493+00:00
FKID004401,SCENARIO_2,Resource reduction,20769.5718,5.5228,0.0,-0.15,0.512122,0.527614,0.5,0.5,0.575,0.520027,2026-06-20T01:47:22.890493+00:00
FKID004401,SCENARIO_3,Resource increase,-157663.5723,-5.1519,-0.0,0.1,0.407977,0.474241,0.5,0.5,0.45,0.455064,2026-06-20T01:47:22.890493+00:00
FKID004401,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID004401,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID004401,SCENARIO_6,Worst-case drift escalation,20769.5718,25.7597,0.0,-0.4,0.512122,0.628798,0.5,0.5,0.7,0.562882,2026-06-20T01:47:22.890493+00:00
FKID004401,SCENARIO_7,Best-case stabilized state,-20769.5718,-11.0455,-0.0,0.4,0.487878,0.444772,0.5,0.5,0.3,0.459189,2026-06-20T01:47:22.890493+00:00
FKID000002,SCENARIO_0,Current recommended plan,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,2026-06-20T01:47:22.890493+00:00
FKID000002,SCENARIO_1,No intervention,29012.764,10.3743,0.0,-0.3,0.516934,0.551871,0.5,0.5,0.65,0.536488,2026-06-20T01:47:22.890493+00:00
FKID000002,SCENARIO_2,Resource reduction,14506.382,5.1871,0.0,-0.15,0.508467,0.525936,0.5,0.5,0.575,0.518244,2026-06-20T01:47:22.890493+00:00
FKID000002,SCENARIO_3,Resource increase,-157663.5723,-4.8388,-0.0,0.1,0.407977,0.475806,0.5,0.5,0.45,0.455534,2026-06-20T01:47:22.890493+00:00
FKID000002,SCENARIO_4,Diversion disabled,0.0,0.0,0.0,-0.1,0.5,0.5,0.5,0.5,0.55,0.505,2026-06-20T01:47:22.890493+00:00
FKID000002,SCENARIO_5,Operator override plan,0.0,0.0,0.0,0.05,0.5,0.5,0.5,0.5,0.475,0.4975,2026-06-20T01:47:22.890493+00:00
FKID000002,SCENARIO_6,Worst-case drift escalation,14506.382,24.1942,0.0,-0.4,0.508467,0.620971,0.5,0.5,0.7,0.559255,2026-06-20T01:47:22.890493+00:00
FKID000002,SCENARIO_7,Best-case stabilized state,-14506.382,-10.3743,-0.0,0.4,0.491533,0.448129,0.5,0.5,0.3,0.461475,2026-06-20T01:47:22.890493+00:00
