event_id,action_id,action_type,d_queue,d_travel,d_risk,queue_after,travel_after,risk_after,benefit_score,cost_score,control_score,objective_J,feasible_applicable,generated_at
FKID005244,ACTIVATE_DIVERSION,traffic,4.5707,25.6028,0.060624,29.9867,206.6855,0.217776,0.443813,3.0,0.293813,1.08954,True,2026-06-20T02:47:06.160690+00:00
FKID005244,QUEUE_RELIEF,traffic,5.1836,23.2288,0.05284,29.3738,209.0595,0.22556,0.406974,2.0,0.306974,0.999093,True,2026-06-20T02:47:06.160690+00:00
FKID005244,DISPATCH_POLICE,resource,3.4557,18.5831,0.098747,31.1017,213.7052,0.179653,0.43277,4.0,0.23277,1.203965,True,2026-06-20T02:47:06.160690+00:00
FKID005244,DISPATCH_MARSHAL,resource,2.419,11.6144,0.045056,32.1384,220.6739,0.233344,0.239319,2.0,0.139319,1.041136,True,2026-06-20T02:47:06.160690+00:00
FKID005244,DISPATCH_TOW,resource,8.5459,13.9373,0.110168,26.0115,218.351,0.168232,0.446411,3.0,0.296411,1.114051,True,2026-06-20T02:47:06.160690+00:00
FKID005244,VMS_MESSAGE,information,1.3823,13.9373,0.029488,33.1751,218.351,0.248912,0.225354,0.5,0.200354,0.887803,True,2026-06-20T02:47:06.160690+00:00
FKID005244,OPERATOR_ESCALATION,information,0.0,0.0,0.037272,34.5574,232.2883,0.241128,0.074544,0.5,0.049544,0.933006,True,2026-06-20T02:47:06.160690+00:00
FKID005244,ROADWORK_ALERT,information,1.0367,4.6458,0.029488,33.5207,227.6425,0.248912,0.119235,0.5,0.094235,0.918947,True,2026-06-20T02:47:06.160690+00:00
FKID005593,SIGNAL_OFFSET_ADJUST,signal,11.7741,15.6992,0.021354,168.3636,224.4914,0.140846,0.315261,1.0,0.265261,1.040937,True,2026-06-20T02:47:06.160690+00:00
FKID005593,DISPATCH_MARSHAL,resource,12.6096,12.0095,0.034598,167.5281,228.1811,0.127602,0.307715,2.0,0.207715,1.149507,True,2026-06-20T02:47:06.160690+00:00
FKID005593,DISPATCH_TOW,resource,32.9176,14.4114,0.068614,147.2201,225.7792,0.093586,0.571668,3.0,0.421668,1.222843,True,2026-06-20T02:47:06.160690+00:00
FKID005593,VMS_MESSAGE,information,7.2055,14.4114,0.021354,172.9322,225.7792,0.140846,0.262881,0.5,0.237881,0.997514,True,2026-06-20T02:47:06.160690+00:00
FKID005593,ROADWORK_ALERT,information,5.4041,4.8038,0.021354,174.7336,235.3868,0.140846,0.141118,0.5,0.116118,1.03044,True,2026-06-20T02:47:06.160690+00:00
FKID005996,SIGNAL_REDUCE_GREEN,signal,5.166,7.1431,0.018407,108.7243,255.3219,0.101693,0.159232,1.0,0.109232,1.120112,True,2026-06-20T02:47:06.160690+00:00
FKID005996,SIGNAL_OFFSET_ADJUST,signal,8.2655,19.0482,0.018407,105.6248,243.4168,0.101693,0.31734,1.0,0.26734,1.078878,True,2026-06-20T02:47:06.160690+00:00
FKID005996,DISPATCH_MARSHAL,resource,7.9723,13.1232,0.030809,105.918,249.3417,0.089291,0.273867,2.0,0.173867,1.195675,True,2026-06-20T02:47:06.160690+00:00
FKID005996,VMS_MESSAGE,information,4.5556,15.7479,0.018407,109.3347,246.7171,0.101693,0.249754,0.5,0.224754,1.041734,True,2026-06-20T02:47:06.160690+00:00
FKID005996,ROADWORK_ALERT,information,3.4167,5.2493,0.018407,110.4736,257.2157,0.101693,0.123612,0.5,0.098612,1.077299,True,2026-06-20T02:47:06.160690+00:00
FKID006015,SIGNAL_EXTEND_GREEN,signal,20.22,20.8178,0.025832,168.2548,212.038,0.109568,0.451473,1.0,0.401473,1.066433,True,2026-06-20T02:47:06.160690+00:00
FKID006015,SIGNAL_REDUCE_GREEN,signal,8.425,6.2453,0.019478,180.0498,226.6105,0.115922,0.178557,1.0,0.128557,1.122494,True,2026-06-20T02:47:06.160690+00:00
FKID006015,SIGNAL_OFFSET_ADJUST,signal,13.48,16.6542,0.019478,174.9948,216.2016,0.115922,0.336336,1.0,0.286336,1.08527,True,2026-06-20T02:47:06.160690+00:00
FKID006015,QUEUE_RELIEF,traffic,28.2712,23.2856,0.03854,160.2036,209.5702,0.09686,0.571402,2.0,0.471402,1.151004,True,2026-06-20T02:47:06.160690+00:00
FKID006015,DISPATCH_MARSHAL,resource,13.1932,11.6428,0.032186,175.2816,221.213,0.103214,0.30368,2.0,0.20368,1.198941,True,2026-06-20T02:47:06.160690+00:00
FKID006015,VMS_MESSAGE,information,7.539,13.9713,0.019478,180.9358,218.8845,0.115922,0.257018,0.5,0.232018,1.047184,True,2026-06-20T02:47:06.160690+00:00
FKID006015,ROADWORK_ALERT,information,5.6542,4.6571,0.019478,182.8206,228.1987,0.115922,0.13782,0.5,0.11282,1.079173,True,2026-06-20T02:47:06.160690+00:00
FKID006340,SIGNAL_EXTEND_GREEN,signal,18.6932,23.6734,0.031816,177.9,275.09,0.178384,0.482446,1.0,0.432446,1.213672,True,2026-06-20T02:47:06.160690+00:00
FKID006340,SIGNAL_OFFSET_ADJUST,signal,12.4621,18.9387,0.024714,184.1311,279.8247,0.185486,0.363709,1.0,0.313709,1.234345,True,2026-06-20T02:47:06.160690+00:00
FKID006340,QUEUE_RELIEF,traffic,29.489,29.8763,0.04602,167.1042,268.8871,0.16418,0.669741,2.0,0.569741,1.284046,True,2026-06-20T02:47:06.160690+00:00
FKID006340,DISPATCH_POLICE,resource,19.6593,23.9011,0.081124,176.9339,274.8623,0.129076,0.591643,4.0,0.391643,1.500103,True,2026-06-20T02:47:06.160690+00:00
FKID006340,DISPATCH_MARSHAL,resource,13.7615,14.9382,0.038918,182.8317,283.8252,0.171282,0.358495,2.0,0.258495,1.343479,True,2026-06-20T02:47:06.160690+00:00
FKID006340,DISPATCH_TOW,resource,37.5855,17.9258,0.078399,159.0077,280.8376,0.131801,0.669186,3.0,0.519186,1.411738,True,2026-06-20T02:47:06.160690+00:00
FKID006340,VMS_MESSAGE,information,7.8637,17.9258,0.024714,188.7295,280.8376,0.185486,0.314134,0.5,0.289134,1.190021,True,2026-06-20T02:47:06.160690+00:00
FKID006340,ROADWORK_ALERT,information,5.8978,5.9753,0.024714,190.6954,292.7881,0.185486,0.164969,0.5,0.139969,1.230839,True,2026-06-20T02:47:06.160690+00:00
FKID006361,SIGNAL_EXTEND_GREEN,signal,23.7974,23.4769,0.02788,189.8917,229.4959,0.13312,0.514926,1.0,0.464926,1.045119,True,2026-06-20T02:47:06.160690+00:00
FKID006361,SIGNAL_OFFSET_ADJUST,signal,15.865,18.7815,0.02127,197.8241,234.1913,0.13973,0.383432,1.0,0.333432,1.066389,True,2026-06-20T02:47:06.160690+00:00
FKID006361,DEACTIVATE_DIVERSION,traffic,8.5476,12.6486,0.01466,205.1415,240.3242,0.14634,0.24109,1.0,0.19109,1.092143,True,2026-06-20T02:47:06.160690+00:00
FKID006361,QUEUE_RELIEF,traffic,32.0534,25.2973,0.0411,181.6357,227.6755,0.1199,0.630393,2.0,0.530393,1.131618,True,2026-06-20T02:47:06.160690+00:00
FKID006361,DISPATCH_MARSHAL,resource,14.9582,12.6486,0.03449,198.7309,240.3242,0.12651,0.334172,2.0,0.234172,1.183981,True,2026-06-20T02:47:06.160690+00:00
FKID006361,VMS_MESSAGE,information,8.5476,15.1784,0.02127,205.1415,237.7944,0.13973,0.282419,0.5,0.257419,1.032058,True,2026-06-20T02:47:06.160690+00:00
FKID006361,ROADWORK_ALERT,information,6.4107,5.0595,0.02127,207.2784,247.9133,0.13973,0.152179,0.5,0.127179,1.066856,True,2026-06-20T02:47:06.160690+00:00
FKID006514,SIGNAL_EXTEND_GREEN,signal,21.6836,21.6958,0.031664,178.35,218.4799,0.176636,0.485089,1.0,0.435089,1.061024,True,2026-06-20T02:47:06.160690+00:00
FKID006514,SIGNAL_REDUCE_GREEN,signal,9.0348,6.5087,0.024581,190.9988,233.667,0.183719,0.196771,1.0,0.146771,1.119742,True,2026-06-20T02:47:06.160690+00:00
FKID006514,SIGNAL_OFFSET_ADJUST,signal,14.4557,17.3566,0.024581,185.5779,222.8191,0.183719,0.362477,1.0,0.312477,1.080872,True,2026-06-20T02:47:06.160690+00:00
FKID006514,QUEUE_RELIEF,traffic,30.005,24.0176,0.04583,170.0286,216.1581,0.16247,0.608564,2.0,0.508564,1.145582,True,2026-06-20T02:47:06.160690+00:00
FKID006514,DISPATCH_POLICE,resource,20.0034,19.2141,0.080651,180.0302,220.9616,0.127649,0.541487,4.0,0.341487,1.357889,True,2026-06-20T02:47:06.160690+00:00
FKID006514,DISPATCH_MARSHAL,resource,14.0024,12.0088,0.038747,186.0312,228.1669,0.169553,0.327612,2.0,0.227612,1.195383,True,2026-06-20T02:47:06.160690+00:00
FKID006514,VMS_MESSAGE,information,8.0013,14.4105,0.024581,192.0323,225.7652,0.183719,0.275956,0.5,0.250956,1.04392,True,2026-06-20T02:47:06.160690+00:00
FKID006514,ROADWORK_ALERT,information,6.001,4.8035,0.024581,194.0326,235.3722,0.183719,0.152543,0.5,0.127543,1.076943,True,2026-06-20T02:47:06.160690+00:00
FKID006955,SIGNAL_EXTEND_GREEN,signal,22.1137,19.1495,0.032184,179.4049,190.2585,0.182616,0.461421,1.0,0.411421,0.999287,True,2026-06-20T02:47:06.160690+00:00
FKID006955,SIGNAL_REDUCE_GREEN,signal,9.214,5.7449,0.025036,192.3046,203.6631,0.189764,0.190688,1.0,0.140688,1.052206,True,2026-06-20T02:47:06.160690+00:00
FKID006955,SIGNAL_OFFSET_ADJUST,signal,14.7425,15.3196,0.025036,186.7761,194.0884,0.189764,0.343144,1.0,0.293144,1.017526,True,2026-06-20T02:47:06.160690+00:00
FKID006955,QUEUE_RELIEF,traffic,30.2278,20.9408,0.04648,171.2908,188.4672,0.16832,0.577534,2.0,0.477534,1.085685,True,2026-06-20T02:47:06.160690+00:00
FKID006955,DISPATCH_POLICE,resource,20.1519,16.7526,0.082271,181.3667,192.6554,0.132529,0.518614,4.0,0.318614,1.295736,True,2026-06-20T02:47:06.160690+00:00
FKID006955,DISPATCH_MARSHAL,resource,14.1063,10.4704,0.039332,187.4123,198.9376,0.175468,0.312554,2.0,0.212554,1.130435,True,2026-06-20T02:47:06.160690+00:00
FKID006955,VMS_MESSAGE,information,8.0607,12.5645,0.025036,193.4579,196.8435,0.189764,0.25685,0.5,0.23185,0.980051,True,2026-06-20T02:47:06.160690+00:00
FKID006955,ROADWORK_ALERT,information,6.0456,4.1882,0.025036,195.473,205.2198,0.189764,0.146988,0.5,0.121988,1.00898,True,2026-06-20T02:47:06.160690+00:00
FKID007137,SIGNAL_REDUCE_GREEN,signal,7.4656,6.0377,0.021578,176.3264,241.695,0.143822,0.172455,1.0,0.122455,1.139115,True,2026-06-20T02:47:06.160690+00:00
FKID007137,SIGNAL_OFFSET_ADJUST,signal,11.945,16.1006,0.021578,171.847,231.6321,0.143822,0.321593,1.0,0.271593,1.103332,True,2026-06-20T02:47:06.160690+00:00
FKID007137,DISPATCH_MARSHAL,resource,12.8654,12.3866,0.034886,170.9266,235.3461,0.130514,0.314613,2.0,0.214613,1.211925,True,2026-06-20T02:47:06.160690+00:00
FKID007137,DISPATCH_TOW,resource,33.8765,14.864,0.069593,149.9155,232.8687,0.095807,0.586646,3.0,0.436646,1.284485,True,2026-06-20T02:47:06.160690+00:00
FKID007137,VMS_MESSAGE,information,7.3517,14.864,0.021578,176.4403,232.8687,0.143822,0.269576,0.5,0.244576,1.059751,True,2026-06-20T02:47:06.160690+00:00
FKID007137,ROADWORK_ALERT,information,5.5138,4.9547,0.021578,178.2782,242.778,0.143822,0.144157,0.5,0.119157,1.093701,True,2026-06-20T02:47:06.160690+00:00
FKID007189,SIGNAL_EXTEND_GREEN,signal,28.0289,21.9631,0.023672,211.4806,203.2484,0.084728,0.524953,1.0,0.474953,0.933452,True,2026-06-20T02:47:06.160690+00:00
FKID007189,SIGNAL_OFFSET_ADJUST,signal,18.686,17.5705,0.017588,220.8235,207.641,0.090812,0.38612,1.0,0.33612,0.954287,True,2026-06-20T02:47:06.160690+00:00
FKID007189,QUEUE_RELIEF,traffic,35.9264,22.5212,0.03584,203.5831,202.6903,0.07256,0.621302,2.0,0.521302,1.024601,True,2026-06-20T02:47:06.160690+00:00
FKID007189,DISPATCH_MARSHAL,resource,16.7657,11.2606,0.029756,222.7438,213.9509,0.078644,0.324344,2.0,0.224344,1.073238,True,2026-06-20T02:47:06.160690+00:00
FKID007189,VMS_MESSAGE,information,9.5804,13.5127,0.017588,229.9291,211.6988,0.090812,0.265154,0.5,0.240154,0.922366,True,2026-06-20T02:47:06.160690+00:00
FKID007189,ROADWORK_ALERT,information,7.1853,4.5042,0.017588,232.3242,220.7073,0.090812,0.1451,0.5,0.1201,0.953592,True,2026-06-20T02:47:06.160690+00:00
FKID007660,SIGNAL_EXTEND_GREEN,signal,9.7588,22.7376,0.030784,91.1704,259.4541,0.166516,0.395531,1.0,0.345531,1.186038,True,2026-06-20T02:47:06.160690+00:00
FKID007660,SIGNAL_REDUCE_GREEN,signal,4.0662,6.8213,0.023811,96.863,275.3704,0.173489,0.157299,1.0,0.107299,1.243681,True,2026-06-20T02:47:06.160690+00:00
FKID007660,SIGNAL_OFFSET_ADJUST,signal,6.5059,18.1901,0.023811,94.4233,264.0016,0.173489,0.30395,1.0,0.25395,1.204566,True,2026-06-20T02:47:06.160690+00:00
FKID007660,DEACTIVATE_DIVERSION,traffic,4.0372,14.1096,0.016838,96.892,268.0821,0.180462,0.224093,1.0,0.174093,1.221145,True,2026-06-20T02:47:06.160690+00:00
FKID007660,QUEUE_RELIEF,traffic,15.1394,28.2192,0.04473,85.7898,253.9725,0.15257,0.529168,2.0,0.429168,1.261589,True,2026-06-20T02:47:06.160690+00:00
FKID007660,DISPATCH_MARSHAL,resource,7.065,14.1096,0.037757,93.8642,268.0821,0.159543,0.291162,2.0,0.191162,1.314401,True,2026-06-20T02:47:06.160690+00:00
FKID007660,DISPATCH_TOW,resource,18.8334,16.9315,0.074923,82.0958,265.2602,0.122377,0.494919,3.0,0.344919,1.389819,True,2026-06-20T02:47:06.160690+00:00
FKID007660,VMS_MESSAGE,information,4.0372,16.9315,0.023811,96.892,265.2602,0.173489,0.269393,0.5,0.244393,1.159995,True,2026-06-20T02:47:06.160690+00:00
FKID007660,ROADWORK_ALERT,information,3.0279,5.6438,0.023811,97.9013,276.5479,0.173489,0.135563,0.5,0.110563,1.198126,True,2026-06-20T02:47:06.160690+00:00
FKID008103,SIGNAL_EXTEND_GREEN,signal,17.6818,11.9928,0.042424,232.1752,191.3675,0.300376,0.36545,1.0,0.31545,0.986626,True,2026-06-20T02:47:06.160690+00:00
FKID008103,SIGNAL_OFFSET_ADJUST,signal,11.7879,9.5942,0.033996,238.0691,193.7661,0.308804,0.272827,1.0,0.222827,0.999675,True,2026-06-20T02:47:06.160690+00:00
FKID008103,ACTIVATE_DIVERSION,traffic,31.7946,21.5648,0.067708,218.0624,181.7955,0.275092,0.63998,3.0,0.48998,1.141342,True,2026-06-20T02:47:06.160690+00:00
FKID008103,QUEUE_RELIEF,traffic,37.4785,20.336,0.05928,212.3784,183.0243,0.28352,0.656836,2.0,0.556836,1.044703,True,2026-06-20T02:47:06.160690+00:00
FKID008103,DISPATCH_POLICE,resource,24.9857,16.2688,0.116584,224.8713,187.0915,0.226216,0.622147,4.0,0.422147,1.250181,True,2026-06-20T02:47:06.160690+00:00
FKID008103,DISPATCH_MARSHAL,resource,17.49,10.168,0.050852,232.367,193.1923,0.291948,0.360432,2.0,0.260432,1.090698,True,2026-06-20T02:47:06.160690+00:00
FKID008103,DISPATCH_TOW,resource,65.1287,12.2016,0.126984,184.7283,191.1587,0.215816,0.932281,3.0,0.782281,1.141067,True,2026-06-20T02:47:06.160690+00:00
FKID008103,DISPATCH_QRU,resource,24.9857,14.2352,0.144996,224.8713,189.1251,0.197804,0.656375,5.0,0.406375,1.349857,True,2026-06-20T02:47:06.160690+00:00
FKID008103,VMS_MESSAGE,information,9.9943,12.2016,0.033996,239.8627,191.1587,0.308804,0.286851,0.5,0.261851,0.941881,True,2026-06-20T02:47:06.160690+00:00
FKID008103,OPERATOR_ESCALATION,information,0.0,0.0,0.042424,249.857,203.3603,0.300376,0.084848,0.5,0.059848,0.985443,True,2026-06-20T02:47:06.160690+00:00
FKID008103,ROADWORK_ALERT,information,7.4957,4.0672,0.033996,242.3613,199.2931,0.308804,0.175647,0.5,0.150647,0.970245,True,2026-06-20T02:47:06.160690+00:00
