junction,dis_score,risk_level,obi_component,hawkes_component,future_risk_component,rmst_component,persistence_component,pc1_loading_obi,pc1_loading_hawkes,pc1_loading_future,pc1_loading_rmst,pc1_loading_persistence,ods_score,duration_factor,closure_factor,cascade_factor,p80_duration_min,closure_flag,hawkes_branching_ratio,officers,supervisors,tow_vehicles,qru_units,patrol_vehicles,barricades_from_ods,allocated_officers,allocated_tow,allocated_barricades,allocated_supervisors,allocation_fraction_x,strategy,barricades,closure_type,teams_needed,severity_hotspot_score,persistence_class,tow_unit,tow_priority_score,allocation_fraction_y,fully_allocated
SubbannaJunction,15.97,Low,0.1822327707707805,0.0,0.1899653009761825,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,67.07,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,45.85078434858849,recurring,,,,
BTM16thMain-ORR Junc,20.69,Low,0.1811214479125364,0.0,0.0069218234325995,0.6760714024045955,0.3999999999999998,0.617438,0.0,0.615665,-0.290193,0.394354,86.9,4.0,1.0,1.05,360.0,0,0.05,3,1,2,0,1,5,3,2,5,1,1.0,none,5,none,1,19.86688585158437,chronic,TOW-084,0.2668,,
Rajajinagagr1stBlockJunction,6.04,Low,0.179975161224508,0.0,0.0049943215790298,0.7598931362552764,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,25.37,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,24.37059434328636,transient,,,,
BucheryJunction,14.59,Low,0.1776773076917017,0.0,0.1600581097258865,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,61.28,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,50.818811050843536,recurring,,,,
BM ShriJunc(CMH-100FtRd)Junc,9.92,Low,0.1763408079686992,0.0,0.0019527626971387,0.8210457947225714,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,62.5,4.0,1.5,1.05,360.0,1,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,32.581983841625245,transient,,,,
Fire Force Junction,5.69,Low,0.175560236659695,0.0,0.000824532760836,0.7598931362552764,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,23.9,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,17.14687357876901,transient,,,,
CID-CarltonHouseJunc,12.72,Low,0.1740394308855306,0.0,0.1164823676634732,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,53.42,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,39.09807851550019,recurring,,,,
RajarajeshwariKalyanaMantapaJunc,11.66,Low,0.173986819845177,0.0,0.0019655482821079,0.7598931362552764,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,48.97,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,12.185297171643178,transient,,,,
ModiHospital,5.59,Low,0.1737758845377779,0.0,0.0002376381410138,0.7598931362552764,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,23.48,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,13.22923867366166,transient,,,,
"PriyadarshiniHotel,Jayamahal,RT Nagar",15.09,Low,0.1736071631554951,0.0,0.0251678116611378,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,63.38,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,24.92427935824597,chronic,,,,
Indiranasgar13thMainJunc,3.74,Low,0.1729491874352667,0.0,0.0008312491428375,0.8210457947225714,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,15.71,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,25.140934500351463,transient,,,,
PrasannaJunction,24.03,Low,0.1725545640511282,0.0,0.1119380802946695,0.2932269763284893,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,100.93,4.0,1.0,1.05,360.0,0,0.05,4,1,2,0,1,6,4,2,6,1,1.0,none,6,none,1,64.27164792631336,transient,,,,
JaiMuniRaoCircle,24.0,Low,0.1718826932738466,0.0,0.1119380802946695,0.2932269763284893,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,100.8,4.0,1.0,1.05,360.0,0,0.05,4,1,2,0,1,6,4,2,6,1,1.0,none,6,none,1,62.59571780849247,transient,,,,
Arbindo Circle,22.36,Low,0.171119263565172,0.0,0.2119040445023172,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,93.91,4.0,1.0,1.05,360.0,0,0.05,4,1,2,0,1,5,4,2,5,1,1.0,none,5,none,1,41.72708530631042,transient,,,,
WilsonGarden12thCrossJunc,16.0,Low,0.1703225650311008,0.0,0.2035830898001896,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,67.2,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,28.9200748049728,recurring,,,,
"Bellandur Junction, Outer ring road",13.81,Low,0.1653924160740355,0.0,0.0554229655573367,0.74668056033367,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,58.0,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,22.098221141717413,recurring,,,,
MillCornerRd-SampigeRdJunc,15.3,Low,0.1635914560025045,0.0,0.193120499892887,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,64.26,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,37.62085927276643,transient,,,,
WiproJunc-Koramangala,13.72,Low,0.1635191239413678,0.0,0.0013290441266196,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,86.44,4.0,1.5,1.05,360.0,1,0.05,3,1,2,0,1,5,3,2,5,1,1.0,none,5,none,1,5.376773689039262,chronic,,,,
17th Mn 1st Crs Aishwarya Stores Jn,13.75,Low,0.1633177485869173,0.0,0.0022482265194852,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,57.75,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,4.0392231910248,chronic,,,,
BasaweshwaraCircle,16.05,Low,0.1626656964471137,0.0,0.1788055857247908,0.6313028018047949,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,67.41,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,61.01697984688758,recurring,,,,
K H Road-SiddaiahRdJunc(BMTC-BigBazaar),12.39,Low,0.1610510679905596,0.0,0.1220179272698288,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,52.04,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,26.78668080373684,recurring,,,,
PlatformRdJunction,10.64,Low,0.1584280850595231,0.0,0.0805310806846837,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,44.69,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,24.12739112561477,chronic,,,,
BanashankariBusStandJunc,25.75,Low,0.1578683913696968,0.0,0.1600581097258865,0.6760714024045955,0.3999999999999998,0.617438,0.0,0.615665,-0.290193,0.394354,108.15,4.0,1.0,1.05,360.0,0,0.05,4,1,2,0,1,6,4,2,6,1,1.0,none,6,none,1,55.78474677439081,transient,TOW-077,0.2877,,
SindhiColonyJunction,19.19,Low,0.1576034568435707,0.0,0.1462470499117094,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,80.6,4.0,1.0,1.05,360.0,0,0.05,3,1,2,0,1,5,3,2,5,1,1.0,none,5,none,1,58.56669414995475,recurring,,,,
BigBazaar(Whitefield)Junc,17.4,Low,0.1491852482736547,0.0,0.1098428661063565,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,73.08,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,34.7960634279562,recurring,,,,
PurnimaTheaterJunc,10.94,Low,0.146675276432833,0.0,0.1006852101467612,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,45.95,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,32.494125791048475,recurring,,,,
ElectronicCityGate-2Junc,17.28,Low,0.1435940885046865,0.0,0.1126633409427563,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,72.58,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,22.432458195498405,recurring,,,,
TyagiHengalvarayaJunc(DickensonRd),30.24,Moderate,0.1424155016851934,0.0,0.0861979644482613,0.6075537164331523,0.5999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,127.01,4.0,1.0,1.05,360.0,0,0.05,5,1,2,0,2,7,5,2,7,1,1.0,partial_closure,7,partial_lane,1,60.82879691642817,recurring,TOW-047,0.3663,,
LalbaghMainGateJunc,12.23,Low,0.1398325316860079,0.0,0.1408244561208489,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,51.37,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,24.41304702279214,transient,,,,
5thMainHSR,4.58,Low,0.138109208534534,0.0,0.0027243442459938,0.74668056033367,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.24,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,36.04693594983725,recurring,,,,
Kammanahalli-RingRoadJunction,12.01,Low,0.1369080827537392,0.0,0.0085477557229503,0.7048527576772889,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,50.44,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,43.442178695439104,chronic,,,,
CIL CrossJunction-JayamahalRd,8.87,Low,0.1364176881643458,0.0,0.0593082230965269,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,37.25,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,2,2,1,2,1,1.0,none,2,none,1,16.247062895524238,recurring,,,,
BMTCJunction-K H Road,11.08,Low,0.1353248295027434,0.0,0.1164823676634732,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,46.54,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,38.10169734270811,transient,,,,
SagarTheatreJunc,8.17,Low,0.1343320847305038,0.0,0.0437129771698981,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,34.31,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,2,2,1,2,1,1.0,none,2,none,1,22.602800735010668,recurring,,,,
BagalakunteCrossJunction,12.36,Low,0.1316947730055439,0.0,0.0008926150566216,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,51.91,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,9.509374180163974,chronic,,,,
KarnatakaBhavanJunction,10.09,Low,0.1316084695518276,0.0,0.0954025889346057,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,42.38,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,33.63254348363455,recurring,,,,
UrvashiJunction,11.01,Low,0.1315133314179088,0.0,0.1187846467390116,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,46.24,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,27.54810346249108,transient,,,,
DomlurWaterTank,37.94,Moderate,0.1304304680227287,0.0,0.2401193631592394,0.3380357012022977,0.3999999999999998,0.617438,0.0,0.615665,-0.290193,0.394354,159.35,4.0,1.0,1.05,360.0,0,0.05,6,1,2,0,2,8,6,2,8,1,1.0,partial_closure,8,partial_lane,1,104.67085894800591,recurring,TOW-053,0.3382,,
ChaudrayaCircle/UdayaTVCircle(CantonmentJunc),9.71,Low,0.1301722027939323,0.0,0.0872597470203434,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,40.78,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,33.33126442267435,recurring,,,,
BhashyamCircle-SadashivNagar,12.24,Low,0.1279081107967798,0.0,0.0019244687270104,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,51.41,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,14.53386726735369,chronic,,,,
Malleswaram18thCrossRd-SampigeRdJunc,6.44,Low,0.1278196224605768,0.0,0.0069218234325995,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,27.05,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,19.842955523158565,recurring,,,,
Shivashankara circle,10.46,Low,0.1263217524316366,0.0,0.1103279498100826,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,43.93,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,21.23655194900358,transient,,,,
MintoJunction,10.44,Low,0.1261187126169248,0.0,0.1102070551575276,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,43.85,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,21.885857888683105,transient,,,,
BhashyamCircle,14.0,Low,0.1260508775519496,0.0,0.0806608003027262,0.7179822693299358,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,58.8,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,20.0882033351172,recurring,,,,
SiddapuraJunction,16.43,Low,0.1258434821774994,0.0,0.1103279498100826,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,69.01,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,21.089457720147763,transient,,,,
JP Nagar 9th cross-24th main jn,10.43,Low,0.1258048603964904,0.0,0.1103279498100826,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,43.81,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,20.993118649919488,transient,,,,
PotteryCircle,15.81,Low,0.1219046279668703,0.0,0.0986943468734737,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,66.4,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,21.83541749635512,transient,,,,
BinnyMillJunction,15.09,Low,0.1212364756980274,0.0,0.0812532685731997,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,63.38,4.0,1.0,1.05,360.0,0,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,33.62021930703921,transient,,,,
28thMainJayanagarJunc,4.1,Low,0.1205132009825303,0.0,0.079420764154522,0.8380357012022978,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.22,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,35.877975692186915,transient,,,,
DevangaHostelJunction,10.11,Low,0.1199035881450531,0.0,0.070787192480493,0.6268706715946196,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,42.46,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,35.24535318328342,transient,,,,
ASC Junction,9.87,Low,0.1195484004410846,0.0,0.1026804590859815,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,41.45,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,12.335926864630904,transient,,,,
Dr RajkumarRd-10thCrossRdJunc,5.22,Low,0.1186792784628024,0.0,0.0180379926527205,0.7179822693299358,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,21.92,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,36.00638352039352,recurring,,,,
SubedarChatramRd near SheshadripuramPS,7.97,Low,0.1181957678582814,0.0,0.0561901967490598,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,33.47,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,2,2,1,2,1,1.0,none,2,none,1,36.14935513662373,recurring,,,,
WilsonGarden10thCrossJunc,8.85,Low,0.1161889029176159,0.0,0.0805310806846837,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,37.17,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,2,2,1,2,1,1.0,none,2,none,1,24.082433558168805,transient,,,,
KuvempuCircle,13.6,Low,0.1159356979559768,0.0,0.0023279035103671,0.6145802507182587,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,57.12,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,39.95972485849284,chronic,,,,
ISRO Junction-Airport rd,58.46,Moderate,0.115695033418997,0.0,0.2135779386587839,0.0,0.8,0.617438,0.0,0.615665,-0.290193,0.394354,245.53,4.0,1.0,1.05,360.0,0,0.05,9,2,4,0,3,13,0,0,0,0,0.0,partial_closure,13,partial_lane,2,119.06922020337164,transient,TOW-007,0.6931,0.0,False
GopalGowdaJUnc,9.0,Low,0.1137880491663097,0.0,0.0869086054649936,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,37.8,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,2,2,1,2,1,1.0,none,2,none,1,12.29860985389628,transient,,,,
HainsJunc,26.18,Low,0.1124577193570493,0.0,0.0678335665916354,0.6760714024045955,0.5999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,109.96,4.0,1.0,1.05,360.0,0,0.05,4,1,2,0,1,6,4,2,6,1,1.0,none,6,none,1,26.15605703860356,transient,TOW-050,0.3495,,
RajajinagarEntranceJunction,8.48,Low,0.1116327574840757,0.0,0.0761275145305532,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,35.62,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,2,2,1,2,1,1.0,none,2,none,1,16.718877384173936,transient,,,,
NandiCross(RaniCross),11.72,Low,0.1116177866552771,0.0,0.0063317935923847,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,49.22,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,11.353828998634324,recurring,,,,
HennurRd-DavisRdJunction,15.38,Low,0.1111908299167219,0.0,0.0484858521513284,0.6093388454431978,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,96.89,4.0,1.5,1.05,360.0,1,0.05,4,1,2,0,1,5,4,2,5,1,1.0,none,5,none,1,70.10597376193141,recurring,,,,
KHB Junction,17.07,Low,0.1108632414565783,0.0,0.001923432257273,0.2932269763284893,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,107.54,4.0,1.5,1.05,360.0,1,0.05,4,1,2,0,1,6,4,2,6,1,1.0,none,6,none,1,12.185297171643178,transient,,,,
EliteJunc,8.05,Low,0.1105752881965442,0.0,0.0663732862110649,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,33.81,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,2,2,1,2,1,1.0,none,2,none,1,22.94449185128904,transient,,,,
PuttammaChoultryNagarbhavi,4.16,Low,0.1098414199313484,0.0,0.0005832091743402,0.7179822693299358,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.47,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,15.02853317835992,recurring,,,,
KonanakunteJunction(KanakapurarRd),13.54,Low,0.1087107814306983,0.0,0.0555444166587158,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,56.87,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,23.33388048318085,transient,,,,
MICO Bande,7.1,Low,0.1085701469236458,0.0,0.0443368725078951,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,29.82,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,23.61805314491212,recurring,,,,
Peenya14thCrossJunc,11.4,Low,0.1076882629046826,0.0,0.0022482265194852,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,47.88,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,4.061765723881059,recurring,,,,
HoodiJunction,6.23,Low,0.1070630808874789,0.0,0.0238875357709611,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,26.17,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,26.12838686331468,recurring,,,,
CommandoHospitalJunc,7.47,Low,0.1067733071046545,0.0,0.0555444166587158,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,31.37,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,2,2,1,2,1,1.0,none,2,none,1,23.30063243733017,transient,,,,
South end circle,13.82,Low,0.1056464269671791,0.0,0.065901948357608,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,58.04,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,11.078117742026793,transient,,,,
VetenaryHospitalJunc-Shivajinagar,7.55,Low,0.1053166558536481,0.0,0.0593082230965269,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,31.71,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,2,2,1,2,1,1.0,none,2,none,1,16.247062895524238,transient,,,,
VishweswaraiahJunctio(Uttamsagar),11.28,Low,0.1050577643667509,0.0,0.0022482265194852,0.6760714024045955,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,71.06,4.0,1.5,1.05,360.0,1,0.05,3,1,1,0,1,4,3,1,4,1,1.0,none,4,none,1,4.061765723881059,recurring,,,,
RRR(Okalipuram)Junction,6.93,Low,0.1028263299775928,0.0,0.0462935253521715,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,29.11,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,21.8612247459796,transient,,,,
BegumMahalJunc,11.26,Low,0.1003058886353169,0.0,0.0267934780181148,0.702439869080945,0.1999999999999999,0.617438,0.0,0.615665,-0.290193,0.394354,47.29,4.0,1.0,1.05,360.0,0,0.05,2,1,1,0,1,3,2,1,3,1,1.0,none,3,none,1,33.29332311409473,transient,,,,
Peenya2ndStageBusStand,5.23,Low,0.0999253426721271,0.0,0.0063317935923847,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,21.97,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,12.028793872221616,recurring,,,,
DoddaballapuraCrossJunc,4.98,Low,0.0981332294987766,0.0,0.0019244687270104,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,20.92,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,13.02343779419267,recurring,,,,
HalliThindi,4.95,Low,0.0972370457629289,0.0,0.0019244687270104,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,20.79,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,13.035609972417085,recurring,,,,
NIMHANS Junction,5.82,Low,0.0962407425480376,0.0,0.0251678116611378,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,24.44,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,24.63032535168297,transient,,,,
ChandrikaJunction,4.86,Low,0.0956858249287472,0.0,0.0013290441266196,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,20.41,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,7.404924008429772,recurring,,,,
KalyanNagar-ORR Junc,5.68,Low,0.0953991044933611,0.0,0.0445662936763907,0.7048527576772889,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,23.86,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,48.61933571485628,recurring,,,,
Devanahalli new bus stand,4.83,Low,0.094109556883976,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,20.29,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,2.843236006716741,recurring,,,,
LinkRoadMalleswaramJunc,4.72,Low,0.0928502067285517,0.0,0.0008926150566216,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.82,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,9.754787681839826,recurring,,,,
DevanahalliCrossJunc,4.73,Low,0.0928264273342063,0.0,0.0012048980474918,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.87,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,8.123531447762119,recurring,,,,
Geethanjali jn,4.74,Low,0.0920657417137108,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.91,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.061765723881059,recurring,,,,
LalbaghWestGate,4.7,Low,0.0910617308374097,0.0,0.0022482265194852,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,19.74,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,4.061765723881059,recurring,,,,
ChandraLayoutJunc-nearWaterTank,4.06,Low,0.0902995189363986,0.0,0.0017633200301838,0.6955979690300357,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,17.05,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,1,1,1,1,1,1.0,none,1,none,1,26.226571407286126,recurring,,,,
TC Palya-OM RoadJunc,4.82,Low,0.0883706205913214,0.0,0.0083381130697868,0.6760714024045955,0.0,0.617438,0.0,0.615665,-0.290193,0.394354,20.24,4.0,1.0,1.05,360.0,0,0.05,1,1,1,0,1,2,1,1,2,1,1.0,none,2,none,1,17.224961863031343,transient,,,,
