event_id,horizon_min,quantity,forecast_mean,forecast_variance,forecast_confidence,generated_at
FKID004401,5,incident_intensity,0.2557,0.021345,0.5132,2026-06-20T02:27:28.192130+00:00
FKID004401,15,speed,51.78,59.655629,0.5176,2026-06-20T02:27:28.192130+00:00
FKID004401,15,queue_length,201.1018,2222.896265,0.4767,2026-06-20T02:27:28.192130+00:00
FKID004401,15,travel_time,250.6689,277.869688,0.6353,2026-06-20T02:27:28.192130+00:00
FKID004401,15,incident_intensity,0.2825,0.021547,0.5108,2026-06-20T02:27:28.192130+00:00
FKID004401,30,speed,51.6213,69.582917,0.4791,2026-06-20T02:27:28.192130+00:00
FKID004401,30,queue_length,201.5059,2534.555895,0.4441,2026-06-20T02:27:28.192130+00:00
FKID004401,30,travel_time,251.4307,365.075682,0.57,2026-06-20T02:27:28.192130+00:00
FKID004401,30,incident_intensity,0.3152,0.02487,0.475,2026-06-20T02:27:28.192130+00:00
FKID000002,5,speed,49.0268,44.443306,0.5902,2026-06-20T02:27:28.192130+00:00
FKID000002,5,queue_length,209.1045,1637.665416,0.5529,2026-06-20T02:27:28.192130+00:00
FKID000002,5,travel_time,240.4198,188.58674,0.7196,2026-06-20T02:27:28.192130+00:00
FKID000002,5,incident_intensity,0.2069,0.01681,0.5724,2026-06-20T02:27:28.192130+00:00
FKID000002,15,speed,48.9193,49.243363,0.5652,2026-06-20T02:27:28.192130+00:00
FKID000002,15,queue_length,209.3902,1785.213059,0.5315,2026-06-20T02:27:28.192130+00:00
FKID000002,15,travel_time,240.9451,235.130156,0.673,2026-06-20T02:27:28.192130+00:00
FKID000002,15,incident_intensity,0.234,0.018298,0.5515,2026-06-20T02:27:28.192130+00:00
FKID000002,30,speed,48.7775,61.928945,0.5082,2026-06-20T02:27:28.192130+00:00
FKID000002,30,queue_length,209.7873,2169.978037,0.4827,2026-06-20T02:27:28.192130+00:00
FKID000002,30,travel_time,241.6384,333.6582,0.5919,2026-06-20T02:27:28.192130+00:00
FKID000002,30,incident_intensity,0.2672,0.0229,0.4956,2026-06-20T02:27:28.192130+00:00
