event_id,event_cause,corridor_fill,start_local,log_duration_actual,duration_min_actual,mu_seq_logspace,posterior_mean,posterior_sd,obs_sd,predictive_sd,sigma_seq_logspace,predictive_scale_source,obs_variance_source,predictive_scale_valid,predictive_scale_is_parameter_only,resid_seq_logspace,resid_std_seq,absresid_seq_logspace,in_50pct_interval,in_80pct_interval,in_95pct_interval,in_95pct_interval_param_only,predictive_interval_lower,predictive_interval_upper,interval_width_95,pred_p80_min,pred_p95_min,crps_seq,prior_level,n_earlier_stratum,source,evaluation_method
FKID002581,construction,ORR East 2,2024-03-22 02:09:36.447000+05:30,6.6935,806.16,6.6447,6.6447,0.2906,1.407,1.4367,1.4367,posterior_sd_plus_obs_sd,local_feedback,True,False,0.0488,0.034,0.0488,True,True,True,True,3.8289,9.4606,5.6317,2574.63,8165.66,0.3364,stratum,16,layer6_posterior_scoring,sequential_loo
FKID002506,vehicle_breakdown,Non-corridor,2024-03-22 02:36:59.754000+05:30,4.9292,137.26,3.7761,3.7761,0.1088,0.9488,0.955,0.955,posterior_sd_plus_obs_sd,local_feedback,True,False,1.1531,1.2075,1.1531,False,True,True,False,1.9043,5.6478,3.7435,96.49,208.95,0.719839,stratum,75,layer6_posterior_scoring,sequential_loo
FKID002521,vehicle_breakdown,Non-corridor,2024-03-22 03:13:09.130000+05:30,2.5848,12.26,3.791,3.791,0.1084,0.9516,0.9578,0.9578,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.2062,-1.2594,1.2062,False,True,True,False,1.9138,5.6682,3.7544,98.19,213.09,0.760827,stratum,76,layer6_posterior_scoring,sequential_loo
FKID002528,vehicle_breakdown,Bellary Road 1,2024-03-22 03:56:57.605000+05:30,2.7131,14.08,3.7959,3.7959,0.1491,0.5218,0.5427,0.5427,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.0828,-1.9955,1.0828,False,False,False,False,2.7323,4.8595,2.1272,69.29,107.69,0.786011,stratum,12,layer6_posterior_scoring,sequential_loo
FKID002532,vehicle_breakdown,ORR East 1,2024-03-22 04:17:23.233000+05:30,3.12,21.65,3.1072,3.1072,0.5649,1.5254,1.6266,1.6266,posterior_sd_plus_obs_sd,local_feedback,True,False,0.0128,0.0079,0.0128,True,True,True,True,-0.0809,6.2953,6.3763,86.9,323.64,0.380167,stratum,6,layer6_posterior_scoring,sequential_loo
FKID002533,construction,Non-corridor,2024-03-22 04:17:25.451000+05:30,7.9664,2881.34,5.9982,5.9982,0.6985,3.2803,3.3539,3.3539,posterior_sd_plus_obs_sd,local_feedback,True,False,1.9682,0.5868,1.9682,True,True,True,False,-0.5755,12.5718,13.1473,6773.24,100190.41,1.231785,stratum,21,layer6_posterior_scoring,sequential_loo
FKID002544,vehicle_breakdown,Non-corridor,2024-03-22 04:46:29.486000+05:30,3.047,20.05,3.7755,3.7755,0.1081,0.9552,0.9613,0.9613,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.7285,-0.7578,0.7285,False,True,True,False,1.8913,5.6598,3.7684,96.97,211.05,0.434946,stratum,77,layer6_posterior_scoring,sequential_loo
FKID002535,road_conditions,Non-corridor,2024-03-22 04:51:44.209000+05:30,9.8617,19180.28,7.9606,7.9606,1.1378,3.2529,3.4461,3.4461,posterior_sd_plus_obs_sd,local_feedback,True,False,1.9011,0.5516,1.9011,True,True,True,True,1.2062,14.7151,13.5089,52101.97,829869.41,1.213424,stratum,6,layer6_posterior_scoring,sequential_loo
FKID002534,road_conditions,Non-corridor,2024-03-22 04:55:28.934000+05:30,9.8615,19176.48,8.1451,8.1451,1.0427,3.1301,3.2992,3.2992,posterior_sd_plus_obs_sd,local_feedback,True,False,1.7164,0.5202,1.7164,True,True,True,True,1.6786,14.6116,12.933,55369.09,783750.77,1.119427,stratum,7,layer6_posterior_scoring,sequential_loo
FKID002545,road_conditions,Non-corridor,2024-03-22 05:03:23.958000+05:30,9.8611,19168.52,8.299,8.299,0.9582,3.0085,3.1574,3.1574,posterior_sd_plus_obs_sd,local_feedback,True,False,1.5621,0.4948,1.5621,True,True,True,True,2.1106,14.4874,12.3768,57310.88,723858.14,1.040045,stratum,8,layer6_posterior_scoring,sequential_loo
FKID002542,vehicle_breakdown,Non-corridor,2024-03-22 05:48:05.429000+05:30,3.7115,39.91,3.7663,3.7663,0.1071,0.9526,0.9586,0.9586,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.0549,-0.0572,0.0549,True,True,True,True,1.8874,5.6453,3.7579,95.85,208.17,0.225282,stratum,78,layer6_posterior_scoring,sequential_loo
FKID002556,vehicle_breakdown,Tumkur Road,2024-03-22 06:51:53.829000+05:30,3.201,23.56,3.3527,3.3527,0.1848,0.9129,0.9314,0.9314,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.1518,-0.1629,0.1518,True,True,True,True,1.5272,5.1782,3.651,61.59,131.25,0.227504,stratum,23,layer6_posterior_scoring,sequential_loo
FKID002550,others,Bellary Road 1,2024-03-22 07:14:46.507000+05:30,8.3677,4304.7,4.9609,4.9609,0.9531,2.4366,2.6163,2.6163,posterior_sd_plus_obs_sd,local_feedback,True,False,3.4068,1.3021,3.4068,False,False,True,False,-0.1671,10.089,10.2561,1289.66,10554.97,2.167812,stratum,6,layer6_posterior_scoring,sequential_loo
FKID002560,congestion,Hennur Main Road,2024-03-22 10:19:19.519000+05:30,5.0678,157.83,4.9202,4.9202,0.001,0.0738,0.0738,0.0738,posterior_sd_plus_obs_sd,pooled_stratum,True,False,0.1476,1.9999,0.1476,False,False,False,False,4.7755,5.0649,0.2894,144.82,153.72,0.107235,stratum,1,layer6_posterior_scoring,sequential_loo
FKID002569,vehicle_breakdown,Non-corridor,2024-03-22 11:47:24.552000+05:30,3.0195,19.48,3.7657,3.7657,0.1058,0.9466,0.9525,0.9525,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.7462,-0.7834,0.7462,False,True,True,False,1.8988,5.6326,3.7338,95.28,205.93,0.444576,stratum,79,layer6_posterior_scoring,sequential_loo
FKID002573,vehicle_breakdown,Mysore Road,2024-03-22 12:04:52.015000+05:30,4.7326,112.59,3.5854,3.5854,0.1373,0.7975,0.8093,0.8093,posterior_sd_plus_obs_sd,local_feedback,True,False,1.1472,1.4177,1.1472,False,False,True,False,1.9992,5.1715,3.1723,70.27,135.52,0.747747,stratum,33,layer6_posterior_scoring,sequential_loo
FKID002585,vehicle_breakdown,ORR North 2,2024-03-22 23:53:00.443000+05:30,3.7587,41.89,3.7613,3.7613,0.315,1.0053,1.0535,1.0535,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.0026,-0.0025,0.0026,True,True,True,True,1.6965,5.8261,4.1296,103.37,242.25,0.246191,stratum,9,layer6_posterior_scoring,sequential_loo
FKID002598,tree_fall,Non-corridor,2024-03-23 01:24:55.533000+05:30,3.9111,48.96,7.1638,7.1638,0.3257,2.5028,2.5239,2.5239,posterior_sd_plus_obs_sd,local_feedback,True,False,-3.2527,-1.2888,3.2527,False,False,True,False,2.217,12.1106,9.8937,10806.25,82062.47,2.064087,stratum,58,layer6_posterior_scoring,sequential_loo
FKID002592,others,ORR West 1,2024-03-23 01:36:39.956000+05:30,3.0578,20.28,7.1385,7.1385,3.5752,0.2821,3.5863,3.5863,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-4.0808,-1.1379,4.0808,False,True,True,True,0.1094,14.1677,14.0584,25766.3,459321.69,2.513838,stratum,0,layer6_posterior_scoring,sequential_loo
FKID002599,vehicle_breakdown,Bellary Road 1,2024-03-23 02:38:16.446000+05:30,2.3976,10.0,3.7141,3.7141,0.1587,0.5787,0.6001,0.6001,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.3164,-2.1939,1.3164,False,False,False,False,2.538,4.8902,2.3522,66.97,109.07,0.983851,stratum,13,layer6_posterior_scoring,sequential_loo
FKID002614,vehicle_breakdown,Bellary Road 1,2024-03-23 03:12:58.315000+05:30,1.6196,4.05,3.6224,3.6224,0.1721,0.6527,0.675,0.675,posterior_sd_plus_obs_sd,local_feedback,True,False,-2.0028,-2.9671,2.0028,False,False,False,False,2.2994,4.9454,2.646,65.06,112.6,1.622537,stratum,14,layer6_posterior_scoring,sequential_loo
FKID002619,road_conditions,Mysore Road,2024-03-23 03:53:01.818000+05:30,9.9312,20560.76,8.3385,8.3385,2.8061,0.9264,2.9551,2.9551,posterior_sd_plus_obs_sd,pooled_stratum,True,False,1.5927,0.539,1.5927,True,True,True,True,2.5466,14.1304,11.5838,50286.67,539884.98,1.024993,cause,0,layer6_posterior_scoring,sequential_loo
FKID002693,construction,Non-corridor,2024-03-23 03:58:24.141000+05:30,6.1277,457.36,6.0831,6.0831,0.6735,3.2316,3.301,3.301,posterior_sd_plus_obs_sd,local_feedback,True,False,0.0445,0.0135,0.0445,True,True,True,True,-0.3868,12.5531,12.9399,7052.83,99985.09,0.771664,stratum,22,layer6_posterior_scoring,sequential_loo
FKID002626,vehicle_breakdown,Mysore Road,2024-03-23 04:42:47.141000+05:30,3.4927,31.88,3.6183,3.6183,0.1373,0.8092,0.8207,0.8207,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.1256,-0.1531,0.1256,True,True,True,True,2.0097,5.227,3.2173,73.37,142.79,0.199459,stratum,34,layer6_posterior_scoring,sequential_loo
FKID002627,vehicle_breakdown,Old Madras Road,2024-03-23 04:58:16.150000+05:30,4.3738,78.35,3.5673,3.5673,0.3142,0.7452,0.8087,0.8087,posterior_sd_plus_obs_sd,local_feedback,True,False,0.8065,0.9973,0.8065,False,True,True,False,1.9823,5.1524,3.1701,68.96,132.96,0.485716,stratum,5,layer6_posterior_scoring,sequential_loo
FKID002630,vehicle_breakdown,ORR North 2,2024-03-23 05:33:01.971000+05:30,3.4305,29.89,3.7635,3.7635,0.2867,0.9537,0.9959,0.9959,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.333,-0.3343,0.333,True,True,True,True,1.8116,5.7154,3.9039,98.65,220.76,0.276735,stratum,10,layer6_posterior_scoring,sequential_loo
FKID002634,vehicle_breakdown,Non-corridor,2024-03-23 06:29:18.277000+05:30,3.3301,26.94,3.7565,3.7565,0.1049,0.9443,0.9501,0.9501,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.4263,-0.4487,0.4263,True,True,True,False,1.8942,5.6187,3.7245,94.21,203.24,0.297103,stratum,80,layer6_posterior_scoring,sequential_loo
FKID002643,vehicle_breakdown,Tumkur Road,2024-03-23 06:35:10.941000+05:30,3.1505,22.35,3.3463,3.3463,0.1776,0.8941,0.9116,0.9116,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.1958,-0.2148,0.1958,True,True,True,True,1.5597,5.133,3.5733,60.16,126.19,0.229742,stratum,24,layer6_posterior_scoring,sequential_loo
FKID002651,vehicle_breakdown,Non-corridor,2024-03-23 08:08:35.087000+05:30,5.0718,158.46,3.7513,3.7513,0.1038,0.9397,0.9454,0.9454,posterior_sd_plus_obs_sd,local_feedback,True,False,1.3205,1.3968,1.3205,False,False,True,False,1.8983,5.6042,3.7059,93.34,200.6,0.856945,stratum,81,layer6_posterior_scoring,sequential_loo
FKID002656,construction,Non-corridor,2024-03-23 08:35:08.184000+05:30,4.8092,121.63,6.0844,6.0844,0.6454,3.1605,3.2258,3.2258,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.2753,-0.3953,1.2753,True,True,True,False,-0.2381,12.407,12.645,6628.78,88464.95,0.9524,stratum,23,layer6_posterior_scoring,sequential_loo
FKID002660,vehicle_breakdown,Non-corridor,2024-03-23 11:08:26.155000+05:30,4.2628,70.01,3.7672,3.7672,0.1037,0.9451,0.9508,0.9508,posterior_sd_plus_obs_sd,local_feedback,True,False,0.4956,0.5213,0.4956,True,True,True,False,1.9037,5.6306,3.727,95.29,205.65,0.322984,stratum,82,layer6_posterior_scoring,sequential_loo
FKID002665,construction,Non-corridor,2024-03-23 11:08:48.709000+05:30,8.249,3822.71,6.0329,6.0329,0.6216,3.1043,3.1659,3.1659,posterior_sd_plus_obs_sd,local_feedback,True,False,2.2161,0.7,2.2161,False,True,True,False,-0.1722,12.238,12.4103,5986.22,76138.44,1.334613,stratum,24,layer6_posterior_scoring,sequential_loo
FKID002699,vehicle_breakdown,ORR West 1,2024-03-23 12:31:09.209000+05:30,4.4528,84.87,3.6394,3.6394,0.2467,0.5175,0.5733,0.5733,posterior_sd_plus_obs_sd,local_feedback,True,False,0.8134,1.4187,0.8134,False,False,True,False,2.5156,4.7631,2.2475,60.68,96.75,0.530298,stratum,4,layer6_posterior_scoring,sequential_loo
FKID002703,tree_fall,Non-corridor,2024-03-23 16:24:09.828000+05:30,6.024,412.24,7.1096,7.1096,0.3248,2.5169,2.5378,2.5378,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.0855,-0.4277,1.0855,True,True,True,False,2.1355,12.0836,9.9481,10355.88,79524.02,0.775532,stratum,59,layer6_posterior_scoring,sequential_loo
FKID002709,vehicle_breakdown,Tumkur Road,2024-03-24 00:44:38.140000+05:30,3.4062,29.15,3.3385,3.3385,0.171,0.8768,0.8933,0.8933,posterior_sd_plus_obs_sd,local_feedback,True,False,0.0677,0.0758,0.0677,True,True,True,True,1.5877,5.0894,3.5017,58.76,121.47,0.210806,stratum,25,layer6_posterior_scoring,sequential_loo
FKID002712,accident,Bellary Road 1,2024-03-24 00:44:40.689000+05:30,3.8753,47.2,3.9783,3.9783,0.001,0.0515,0.0515,0.0515,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-0.1029,-1.9996,0.1029,False,False,False,False,3.8774,4.0792,0.2018,54.79,57.14,0.074762,stratum,1,layer6_posterior_scoring,sequential_loo
FKID002711,vehicle_breakdown,ORR North 1,2024-03-24 00:50:00.045000+05:30,3.6305,36.73,3.8228,3.8228,0.2373,0.8208,0.8545,0.8545,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.1923,-0.2251,0.1923,True,True,True,True,2.148,5.4975,3.3495,92.87,185.46,0.216874,stratum,11,layer6_posterior_scoring,sequential_loo
FKID002710,vehicle_breakdown,Mysore Road,2024-03-24 00:54:24.897000+05:30,3.1452,22.22,3.6149,3.6149,0.1335,0.7978,0.8089,0.8089,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.4697,-0.5806,0.4697,True,True,True,False,2.0294,5.2004,3.1709,72.38,139.53,0.294874,stratum,35,layer6_posterior_scoring,sequential_loo
FKID002713,pot_holes,West of Chord Road,2024-03-24 00:58:16.874000+05:30,9.2312,10209.28,9.9846,9.9846,0.001,0.3767,0.3767,0.3767,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-0.7535,-2.0,0.7535,False,False,False,False,9.2462,10.7231,1.4768,29782.82,40308.25,0.547333,cause,1,layer6_posterior_scoring,sequential_loo
FKID002736,accident,Non-corridor,2024-03-24 03:11:55.873000+05:30,2.3006,8.98,3.1209,3.1209,1.0581,1.8791,2.1566,2.1566,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.8203,-0.3804,0.8203,True,True,True,True,-1.106,7.3477,8.4537,138.2,785.91,0.626973,stratum,2,layer6_posterior_scoring,sequential_loo
FKID002758,others,Non-corridor,2024-03-24 03:43:01.109000+05:30,7.1643,1291.49,6.4119,6.4119,0.5932,2.7693,2.8321,2.8321,posterior_sd_plus_obs_sd,local_feedback,True,False,0.7524,0.2657,0.7524,True,True,True,True,0.861,11.9628,11.1018,6603.07,64231.78,0.741131,stratum,21,layer6_posterior_scoring,sequential_loo
FKID002767,road_conditions,Magadi Road,2024-03-24 04:40:33.234000+05:30,9.8593,19134.73,8.8868,8.8868,0.001,0.4163,0.4163,0.4163,posterior_sd_plus_obs_sd,pooled_stratum,True,False,0.9725,2.3362,0.9725,False,False,False,False,8.0709,9.7027,1.6319,10270.77,14349.38,0.74039,cause,1,layer6_posterior_scoring,sequential_loo
FKID002765,vehicle_breakdown,West of Chord Road,2024-03-24 04:52:10.356000+05:30,4.2994,72.65,3.7444,3.7444,0.3446,0.676,0.7587,0.7587,posterior_sd_plus_obs_sd,local_feedback,True,False,0.555,0.7315,0.555,False,True,True,True,2.2572,5.2315,2.9742,79.07,146.28,0.332423,stratum,3,layer6_posterior_scoring,sequential_loo
FKID002768,vehicle_breakdown,Mysore Road,2024-03-24 05:54:26.981000+05:30,2.2784,8.76,3.6021,3.6021,0.1305,0.7905,0.8012,0.8012,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.3238,-1.6523,1.3238,False,False,True,False,2.0318,5.1724,3.1406,70.98,136.0,0.904654,stratum,36,layer6_posterior_scoring,sequential_loo
FKID002786,vehicle_breakdown,Bannerghata Road,2024-03-24 10:28:13.522000+05:30,4.9908,146.05,3.6806,3.6806,0.3148,0.8062,0.8655,0.8655,posterior_sd_plus_obs_sd,local_feedback,True,False,1.3102,1.5138,1.3102,False,False,True,False,1.9842,5.3769,3.3927,81.19,163.71,0.871045,stratum,5,layer6_posterior_scoring,sequential_loo
FKID002805,construction,ORR East 2,2024-03-24 10:55:01.730000+05:30,4.273,70.74,6.6465,6.6465,0.2786,1.365,1.3932,1.3932,posterior_sd_plus_obs_sd,local_feedback,True,False,-2.3735,-1.7037,2.3735,False,False,True,False,3.9159,9.3771,5.4612,2486.41,7615.14,1.637969,stratum,17,layer6_posterior_scoring,sequential_loo
FKID002795,vehicle_breakdown,Bellary Road 2,2024-03-24 11:12:05.534000+05:30,2.7255,14.26,3.6587,3.6587,0.2527,0.7483,0.7899,0.7899,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.9331,-1.1814,0.9331,False,True,True,False,2.1106,5.2068,3.0962,74.45,141.29,0.579572,stratum,8,layer6_posterior_scoring,sequential_loo
FKID002797,vehicle_breakdown,Tumkur Road,2024-03-24 11:20:20.839000+05:30,4.6932,108.21,3.3406,3.3406,0.1647,0.8599,0.8755,0.8755,posterior_sd_plus_obs_sd,local_feedback,True,False,1.3526,1.5449,1.3526,False,False,True,False,1.6246,5.0567,3.432,58.0,118.19,0.904915,stratum,26,layer6_posterior_scoring,sequential_loo
FKID002823,vehicle_breakdown,Mysore Road,2024-03-24 13:19:41.393000+05:30,4.5484,93.49,3.567,3.567,0.1317,0.8088,0.8195,0.8195,posterior_sd_plus_obs_sd,local_feedback,True,False,0.9815,1.1977,0.9815,False,True,True,False,1.9608,5.1731,3.2123,69.57,135.3,0.611518,stratum,37,layer6_posterior_scoring,sequential_loo
FKID002814,vehicle_breakdown,Non-corridor,2024-03-24 13:19:41.393000+05:30,0.9998,1.72,3.7731,3.7731,0.1026,0.9409,0.9465,0.9465,posterior_sd_plus_obs_sd,local_feedback,True,False,-2.7733,-2.93,2.7733,False,False,False,False,1.9179,5.6282,3.7103,95.51,205.42,2.240218,stratum,83,layer6_posterior_scoring,sequential_loo
FKID002846,vehicle_breakdown,ORR East 1,2024-03-24 14:35:42.473000+05:30,2.8358,16.04,3.0915,3.0915,0.4964,1.4136,1.4982,1.4982,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.2557,-0.1706,0.2557,True,True,True,True,0.155,6.028,5.873,76.66,257.74,0.367488,stratum,7,layer6_posterior_scoring,sequential_loo
FKID002849,vehicle_breakdown,Bannerghata Road,2024-03-24 14:52:44.457000+05:30,3.5597,34.15,3.8426,3.8426,0.3121,0.8734,0.9275,0.9275,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.2829,-0.305,0.2829,True,True,True,True,2.0247,5.6605,3.6359,100.82,213.48,0.250922,stratum,6,layer6_posterior_scoring,sequential_loo
FKID002848,vehicle_breakdown,Non-corridor,2024-03-24 14:53:28.548000+05:30,3.4042,29.09,3.7404,3.7404,0.1065,0.9825,0.9883,0.9883,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.3362,-0.3402,0.3362,True,True,True,False,1.8034,5.6774,3.874,95.75,213.0,0.27615,stratum,84,layer6_posterior_scoring,sequential_loo
FKID002851,vehicle_breakdown,Tumkur Road,2024-03-24 15:58:49.698000+05:30,4.5275,91.53,3.3889,3.3889,0.1658,0.8821,0.8976,0.8976,posterior_sd_plus_obs_sd,local_feedback,True,False,1.1386,1.2686,1.1386,False,True,True,False,1.6296,5.1481,3.5185,62.07,128.7,0.719574,stratum,27,layer6_posterior_scoring,sequential_loo
FKID002857,vehicle_breakdown,Mysore Road,2024-03-25 02:09:15.790000+05:30,3.5905,35.25,3.5923,3.5923,0.1307,0.8134,0.8238,0.8238,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.0018,-0.0022,0.0018,True,True,True,True,1.9776,5.207,3.2293,71.65,139.8,0.192522,stratum,38,layer6_posterior_scoring,sequential_loo
FKID002877,others,Tumkur Road,2024-03-25 02:55:27.053000+05:30,4.1362,61.57,7.4891,7.4891,1.0015,2.3955,2.5964,2.5964,posterior_sd_plus_obs_sd,local_feedback,True,False,-3.3528,-1.2913,3.3528,False,False,True,False,2.4001,12.578,10.1778,15901.52,127992.84,2.12876,stratum,4,layer6_posterior_scoring,sequential_loo
FKID002861,vehicle_breakdown,Tumkur Road,2024-03-25 03:09:30.020000+05:30,1.9685,6.16,3.4278,3.4278,0.1647,0.892,0.907,0.907,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.4593,-1.6089,1.4593,False,False,True,False,1.65,5.2056,3.5555,65.1,135.97,0.988895,stratum,28,layer6_posterior_scoring,sequential_loo
FKID002883,public_event,Hennur Main Road,2024-03-25 03:31:11.601000+05:30,8.6896,5939.99,5.2631,5.2631,2.5811,0.001,2.5811,2.5811,posterior_sd_plus_obs_sd,pooled_stratum,True,False,3.4265,1.3275,3.4265,False,False,True,True,0.2042,10.3221,10.1179,1693.96,13474.6,2.191883,cause,0,layer6_posterior_scoring,sequential_loo
FKID002890,others,Mysore Road,2024-03-25 04:54:28.283000+05:30,2.8869,16.94,7.0595,7.0595,0.8818,2.7814,2.9179,2.9179,posterior_sd_plus_obs_sd,local_feedback,True,False,-4.1726,-1.43,4.1726,False,False,True,False,1.3405,12.7785,11.438,13563.92,141345.28,2.726606,stratum,9,layer6_posterior_scoring,sequential_loo
FKID002893,vehicle_breakdown,Old Madras Road,2024-03-25 05:35:25.424000+05:30,3.7503,41.53,3.6894,3.6894,0.2877,0.7403,0.7942,0.7942,posterior_sd_plus_obs_sd,local_feedback,True,False,0.0609,0.0766,0.0609,True,True,True,True,2.1327,5.2461,3.1133,77.09,146.79,0.187465,stratum,6,layer6_posterior_scoring,sequential_loo
FKID002897,tree_fall,Non-corridor,2024-03-25 06:23:19.534000+05:30,4.3565,76.98,7.0919,7.0919,0.32,2.4997,2.5201,2.5201,posterior_sd_plus_obs_sd,local_feedback,True,False,-2.7354,-1.0854,2.7354,False,True,True,False,2.1524,12.0313,9.879,10024.18,75894.66,1.669495,stratum,60,layer6_posterior_scoring,sequential_loo
FKID002904,vehicle_breakdown,Non-corridor,2024-03-25 07:43:31.756000+05:30,4.9015,133.5,3.7365,3.7365,0.1053,0.9774,0.983,0.983,posterior_sd_plus_obs_sd,local_feedback,True,False,1.165,1.1851,1.165,False,True,True,False,1.8097,5.6633,3.8536,94.95,210.34,0.724116,stratum,85,layer6_posterior_scoring,sequential_loo
FKID002910,vehicle_breakdown,Mysore Road,2024-03-25 07:52:58.577000+05:30,3.5029,32.21,3.5923,3.5923,0.1274,0.8029,0.8129,0.8129,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.0894,-0.11,0.0894,True,True,True,True,1.9989,5.1856,3.1867,70.99,137.3,0.193896,stratum,39,layer6_posterior_scoring,sequential_loo
FKID002920,vehicle_breakdown,Hosur Road,2024-03-25 09:20:20.226000+05:30,4.9034,133.75,3.5642,3.5642,0.3378,1.0319,1.0858,1.0858,posterior_sd_plus_obs_sd,local_feedback,True,False,1.3392,1.2334,1.3392,False,True,True,False,1.4361,5.6924,4.2563,87.06,209.64,0.840303,stratum,8,layer6_posterior_scoring,sequential_loo
FKID002918,vehicle_breakdown,Non-corridor,2024-03-25 09:57:37.575000+05:30,2.3335,9.31,3.7499,3.7499,0.105,0.9797,0.9853,0.9853,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.4164,-1.4375,1.4164,False,False,True,False,1.8187,5.681,3.8623,96.43,213.98,0.926988,stratum,86,layer6_posterior_scoring,sequential_loo
FKID002922,vehicle_breakdown,Non-corridor,2024-03-25 12:31:37.036000+05:30,2.987,18.83,3.7338,3.7338,0.105,0.9857,0.9913,0.9913,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.7468,-0.7533,0.7468,False,True,True,False,1.7909,5.6766,3.8857,95.36,212.63,0.44604,stratum,87,layer6_posterior_scoring,sequential_loo
FKID002935,vehicle_breakdown,Bellary Road 1,2024-03-25 17:14:20.768000+05:30,2.577,12.16,3.4947,3.4947,0.2037,0.8042,0.8296,0.8296,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.9178,-1.1063,0.9178,False,True,True,False,1.8687,5.1207,3.252,65.22,127.93,0.562157,stratum,15,layer6_posterior_scoring,sequential_loo
FKID002937,vehicle_breakdown,Non-corridor,2024-03-25 23:08:51.282000+05:30,5.0944,162.1,3.7254,3.7254,0.1042,0.9833,0.9888,0.9888,posterior_sd_plus_obs_sd,local_feedback,True,False,1.3689,1.3845,1.3689,False,False,True,False,1.7875,5.6634,3.8759,94.35,209.98,0.886118,stratum,88,layer6_posterior_scoring,sequential_loo
FKID002938,vehicle_breakdown,Varthur Road,2024-03-26 00:27:53.865000+05:30,2.3931,9.95,4.1707,4.1707,0.2627,0.4741,0.542,0.542,posterior_sd_plus_obs_sd,local_feedback,True,False,-1.7776,-3.2798,1.7776,False,False,False,False,3.1084,5.2329,2.1246,101.19,156.93,1.471949,stratum,3,layer6_posterior_scoring,sequential_loo
FKID002947,vehicle_breakdown,Hosur Road,2024-03-26 02:04:48.662000+05:30,3.1182,21.6,3.6938,3.6938,0.3293,1.0625,1.1123,1.1123,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.5756,-0.5175,0.5756,True,True,True,True,1.5136,5.874,4.3604,101.51,249.49,0.37621,stratum,9,layer6_posterior_scoring,sequential_loo
FKID002950,vehicle_breakdown,Tumkur Road,2024-03-26 03:17:53.098000+05:30,2.949,18.09,3.3801,3.3801,0.166,0.9157,0.9307,0.9307,posterior_sd_plus_obs_sd,local_feedback,True,False,-0.431,-0.4632,0.431,True,True,True,False,1.556,5.2042,3.6482,63.29,134.76,0.295742,stratum,29,layer6_posterior_scoring,sequential_loo
FKID002962,vehicle_breakdown,Non-corridor,2024-03-26 03:19:59.210000+05:30,3.785,43.04,3.7406,3.7406,0.1041,0.9883,0.9938,0.9938,posterior_sd_plus_obs_sd,local_feedback,True,False,0.0444,0.0447,0.0444,True,True,True,True,1.7928,5.6884,3.8956,96.22,214.98,0.233029,stratum,89,layer6_posterior_scoring,sequential_loo
FKID002963,vehicle_breakdown,Non-corridor,2024-03-26 03:24:28.092000+05:30,4.3932,79.9,3.7411,3.7411,0.103,0.9828,0.9882,0.9882,posterior_sd_plus_obs_sd,local_feedback,True,False,0.6521,0.6599,0.6521,True,True,True,False,1.8043,5.6779,3.8737,95.81,213.11,0.396622,stratum,90,layer6_posterior_scoring,sequential_loo
FKID002972,others,ORR East 2,2024-03-26 03:53:24.035000+05:30,4.5297,91.73,6.906,6.906,3.0754,0.272,3.0874,3.0874,posterior_sd_plus_obs_sd,pooled_stratum,True,False,-2.3763,-0.7697,2.3763,False,True,True,True,0.8547,12.9574,12.1027,13418.31,160228.84,1.417183,stratum,0,layer6_posterior_scoring,sequential_loo
