event_id,event_cause,corridor,junction,T,archetype,archetype_label
FKID004744,vehicle_breakdown,Non-corridor,,45.618598600000006,0,severe
FKID004748,vehicle_breakdown,ORR North 2,,26.215256266666664,1,quick_clear
FKID004753,procession,Non-corridor,,86.80408333333334,0,severe
FKID004754,vehicle_breakdown,Bellary Road 1,,61.22423801666666,1,quick_clear
FKID004756,pot_holes,ORR East 1,,1319.2296099500002,2,extreme
FKID004760,construction,ORR North 2,,720.4160333333333,2,extreme
FKID004761,others,Magadi Road,,22794.13647255,2,extreme
FKID004762,vehicle_breakdown,ORR East 1,,89.64109846666666,1,quick_clear
FKID004764,vehicle_breakdown,Non-corridor,,12.877330833333334,0,severe
FKID004766,construction,ORR East 2,,724.9298,2,extreme
FKID004767,construction,Non-corridor,,17588.1536572,0,severe
FKID004770,vehicle_breakdown,Non-corridor,,44.05130068333334,0,severe
FKID004774,vehicle_breakdown,Non-corridor,,156.2564053,0,severe
FKID004775,vehicle_breakdown,ORR East 2,,29.160188716666667,1,quick_clear
FKID004778,vehicle_breakdown,Non-corridor,,45.4172374,0,severe
FKID004781,vehicle_breakdown,Bellary Road 1,,60.449528900000004,1,quick_clear
FKID004784,construction,ORR East 2,,728.5552166666668,2,extreme
FKID004790,road_conditions,ORR North 1,,23297.963916116667,2,extreme
FKID004792,public_event,ORR North 1,,0.19090000000000001,3,moderate
FKID004795,construction,Airport New South Road,,419.0733540666667,2,extreme
FKID004796,others,Old Airport Road,,24523.369963416666,2,extreme
FKID004797,vehicle_breakdown,Non-corridor,,52.3679289,0,severe
FKID004798,others,Bellary Road 1,,43.06716361666667,1,quick_clear
FKID004799,construction,ORR East 2,,722.4413000000001,2,extreme
FKID004801,procession,Magadi Road,,120.45697526666666,1,quick_clear
FKID004804,vehicle_breakdown,Bellary Road 2,,87.68711406666667,1,quick_clear
FKID004806,others,Non-corridor,,72905.74388856668,0,severe
FKID004808,vehicle_breakdown,Bellary Road 1,,14322.118207866668,2,extreme
FKID004818,vehicle_breakdown,Tumkur Road,,32.2092193,1,quick_clear
FKID004822,construction,Non-corridor,,3.4467353833333334,0,severe
FKID004823,construction,Non-corridor,,329.12024915,3,moderate
FKID004826,others,Bellary Road 1,,156819.97824168333,2,extreme
FKID004827,vehicle_breakdown,Non-corridor,,63.62485048333333,0,severe
FKID004829,road_conditions,Non-corridor,,155478.4923316,0,severe
FKID004835,others,ORR North 2,,15.641905283333333,1,quick_clear
FKID004837,vehicle_breakdown,Non-corridor,,31.049118983333337,0,severe
FKID004840,vehicle_breakdown,Hennur Main Road,,50.382559799999996,1,quick_clear
FKID004841,vehicle_breakdown,Bellary Road 2,,44.61752728333333,1,quick_clear
FKID004843,vehicle_breakdown,Non-corridor,,41.34313795,0,severe
FKID004844,others,ORR North 2,,74.58705141666665,1,quick_clear
FKID004845,vehicle_breakdown,Varthur Road,,54.53153316666667,1,quick_clear
FKID004846,vehicle_breakdown,Bellary Road 1,,96.51823415,1,quick_clear
FKID004848,construction,ORR East 2,,679.9915,2,extreme
FKID004849,vehicle_breakdown,Non-corridor,,15.559016000000002,0,severe
FKID004851,vehicle_breakdown,Non-corridor,,6.640204833333333,3,moderate
FKID004855,others,Non-corridor,,79.93364358333334,0,severe
FKID004856,construction,Non-corridor,,4322.660166666667,0,severe
FKID004857,vehicle_breakdown,ORR North 1,,36.747132416666666,1,quick_clear
FKID004858,others,Non-corridor,,4396.209827066667,0,severe
FKID004859,vehicle_breakdown,Non-corridor,,8.764527933333333,0,severe
FKID004860,vehicle_breakdown,Non-corridor,,68.46058618333333,0,severe
FKID004861,others,Non-corridor,,24467.304723499998,0,severe
FKID004862,vehicle_breakdown,Bellary Road 2,,79.22377388333332,1,quick_clear
FKID004869,pot_holes,Magadi Road,,1358.3815949666666,2,extreme
FKID004870,others,Non-corridor,,1553.7663699333332,0,severe
FKID004872,water_logging,Non-corridor,,61905.91178031667,3,moderate
FKID004873,pot_holes,Non-corridor,,9.656423833333333,3,moderate
FKID004875,vehicle_breakdown,Non-corridor,,18.1232739,0,severe
FKID004876,vehicle_breakdown,Bellary Road 1,,9.0990085,1,quick_clear
FKID004882,water_logging,Non-corridor,,61902.39153498333,0,severe
FKID004884,public_event,Non-corridor,,52.773133333333334,0,severe
FKID004885,public_event,Non-corridor,,60.03436666666666,0,severe
FKID004886,construction,ORR East 2,,719.8324833333334,2,extreme
FKID004887,public_event,Non-corridor,,52.773133333333334,0,severe
FKID004889,vehicle_breakdown,West of Chord Road,,38.17363073333333,1,quick_clear
FKID004891,vehicle_breakdown,Magadi Road,,8.908011233333333,1,quick_clear
FKID004893,construction,ORR North 2,,7920.416,2,extreme
FKID004895,vehicle_breakdown,Non-corridor,,115.30609676666667,0,severe
FKID004896,water_logging,Bellary Road 1,,15314.7179243,2,extreme
FKID004899,road_conditions,Non-corridor,,18.664876366666665,0,severe
FKID004900,vehicle_breakdown,Bellary Road 1,,7.330868683333334,1,quick_clear
FKID004902,procession,Non-corridor,,166.81366601666664,0,severe
FKID004903,construction,ORR East 2,,718.9331500000001,2,extreme
FKID004906,public_event,Non-corridor,,241.49681666666666,0,severe
FKID004910,construction,Non-corridor,,1.8005833333333332,3,moderate
FKID004911,vehicle_breakdown,Non-corridor,,105.27233006666667,0,severe
FKID004912,others,Magadi Road,,48.009267783333335,1,quick_clear
FKID004913,construction,Bellary Road 1,,5.682947016666666,1,quick_clear
FKID004914,vehicle_breakdown,Mysore Road,,34.983110116666666,1,quick_clear
FKID004915,vehicle_breakdown,Bellary Road 1,,110.57912203333333,1,quick_clear
FKID004916,vehicle_breakdown,Non-corridor,,29.094076266666665,0,severe
FKID004918,construction,Non-corridor,,3.5206999999999997,3,moderate
FKID004919,vehicle_breakdown,Tumkur Road,,19.710776516666666,1,quick_clear
FKID004923,tree_fall,Magadi Road,,91.44109088333333,3,moderate
FKID004924,others,Bellary Road 1,,10351.729160066667,2,extreme
FKID004927,vehicle_breakdown,Non-corridor,,24.450349916666667,0,severe
FKID004928,road_conditions,Bellary Road 1,,12558.5281999,3,moderate
FKID004929,vehicle_breakdown,Varthur Road,,139.90008856666665,1,quick_clear
FKID004939,construction,Non-corridor,,4252.030066666667,0,severe
FKID004941,vehicle_breakdown,Non-corridor,,2086.1619,0,severe
FKID004942,construction,Non-corridor,,5837.5025000000005,0,severe
FKID004947,construction,Airport New South Road,,780.1069666666666,3,moderate
FKID004949,vehicle_breakdown,Non-corridor,,90.77372385,0,severe
FKID004952,vehicle_breakdown,ORR East 1,,980.1172258333334,2,extreme
FKID004954,vehicle_breakdown,Non-corridor,,46.3259174,0,severe
FKID004956,construction,ORR East 2,,728.3500833333333,2,extreme
FKID004959,water_logging,ORR East 1,,4670.149929583334,2,extreme
FKID004960,water_logging,ORR North 2,,14467.552242700001,2,extreme
FKID004964,vehicle_breakdown,Bellary Road 1,,39.85933068333333,1,quick_clear
FKID004967,pot_holes,Non-corridor,,72902.21760093333,0,severe
FKID004968,construction,Non-corridor,,274.00397273333334,0,severe
FKID004970,vehicle_breakdown,Non-corridor,,25.791576833333334,0,severe
FKID004983,vehicle_breakdown,Non-corridor,,41.31266376666667,0,severe
FKID004985,construction,Non-corridor,,127.47713333333333,0,severe
FKID004986,water_logging,ORR North 1,,60403.72428076667,2,extreme
FKID004987,vehicle_breakdown,Non-corridor,,62.41803623333333,0,severe
FKID004989,water_logging,Non-corridor,,16809.84335965,0,severe
FKID004991,vehicle_breakdown,Non-corridor,,51.74567765,0,severe
FKID004994,vehicle_breakdown,ORR North 2,,8.8561709,1,quick_clear
FKID004996,construction,Non-corridor,,0.6463333333333333,3,moderate
FKID004998,pot_holes,Bellary Road 1,,1566.9048729333333,2,extreme
FKID004999,vehicle_breakdown,Non-corridor,,48.370828966666664,0,severe
FKID005000,vehicle_breakdown,Non-corridor,,32.68535996666667,0,severe
FKID005001,construction,Non-corridor,,4899.213565916667,0,severe
FKID005004,construction,Non-corridor,,21581.371566666665,0,severe
FKID005005,vehicle_breakdown,ORR East 1,,33122.748400000004,3,moderate
FKID005007,vehicle_breakdown,Bellary Road 1,,20.757847583333334,1,quick_clear
FKID005008,vehicle_breakdown,Non-corridor,,126.5230286,0,severe
FKID005010,water_logging,Non-corridor,,23890.86037396667,0,severe
FKID005011,tree_fall,Non-corridor,,634.9466416166667,3,moderate
FKID005012,road_conditions,Varthur Road,,39836.38829611666,2,extreme
FKID005013,water_logging,Non-corridor,,5312.2899721,0,severe
FKID005018,vehicle_breakdown,Bellary Road 2,,133.28790756666666,1,quick_clear
FKID005019,vehicle_breakdown,Non-corridor,,29.97115595,0,severe
FKID005021,construction,Non-corridor,,21203.242771983332,0,severe
FKID005024,vehicle_breakdown,ORR North 2,,13.06309525,1,quick_clear
FKID005027,vehicle_breakdown,Bellary Road 2,,46.695242549999996,1,quick_clear
FKID005029,vehicle_breakdown,Bellary Road 1,,19.9379241,1,quick_clear
FKID005030,construction,ORR East 2,,738.4872,2,extreme
FKID005032,others,Bellary Road 2,,2948.766243083333,2,extreme
FKID005035,vehicle_breakdown,Tumkur Road,,51.0690825,1,quick_clear
FKID005037,others,Non-corridor,,56.020648449999996,0,severe
FKID005039,accident,Non-corridor,,81.74033895,3,moderate
FKID005040,others,Airport New South Road,,0.028550000000000002,1,quick_clear
FKID005041,accident,Non-corridor,,73.76595049999999,0,severe
FKID005043,vehicle_breakdown,Bellary Road 1,,91.85315681666665,1,quick_clear
FKID005044,vehicle_breakdown,ORR North 1,,17.6375147,1,quick_clear
FKID005045,vehicle_breakdown,ORR East 2,,49.72056991666667,1,quick_clear
FKID005046,construction,ORR East 2,,724.1194333333333,2,extreme
FKID005048,vehicle_breakdown,Non-corridor,,25.304260933333335,0,severe
FKID005054,road_conditions,ORR East 2,,25.643229650000002,1,quick_clear
FKID005055,pot_holes,Non-corridor,,11566.602148033333,0,severe
FKID005056,pot_holes,Non-corridor,,11562.972335866665,0,severe
FKID005057,pot_holes,Non-corridor,,11563.606218416668,0,severe
FKID005058,pot_holes,Non-corridor,,11565.354286833333,0,severe
FKID005059,pot_holes,Non-corridor,,11561.310606166666,0,severe
FKID005060,vehicle_breakdown,Non-corridor,,80.12362475,0,severe
FKID005062,test_demo,Non-corridor,,1.2892694833333331,0,severe
FKID005079,road_conditions,Non-corridor,,122105.48460363333,0,severe
FKID005082,road_conditions,Non-corridor,,102689.48842699999,0,severe
FKID005086,construction,Airport New South Road,,901.7059666666667,2,extreme
FKID005087,accident,Non-corridor,,53.34333818333334,0,severe
FKID005089,others,Mysore Road,,71481.54968353333,2,extreme
FKID005090,accident,Bellary Road 1,,22.104458983333334,1,quick_clear
FKID005091,construction,Non-corridor,,7199.849233333333,3,moderate
FKID005098,public_event,Non-corridor,,113.09205,0,severe
FKID005099,public_event,Non-corridor,,111.208,0,severe
FKID005100,vehicle_breakdown,Non-corridor,,70.50113398333333,0,severe
FKID005101,vehicle_breakdown,Non-corridor,,3.8101085833333332,0,severe
FKID005103,vehicle_breakdown,Non-corridor,,49.09052761666667,0,severe
FKID005104,vehicle_breakdown,Non-corridor,,25.623109600000003,0,severe
FKID005105,vehicle_breakdown,ORR East 2,,31.903825633333334,1,quick_clear
FKID005106,vehicle_breakdown,Magadi Road,,16.718276533333334,1,quick_clear
FKID005107,others,Non-corridor,,2451.852184266667,0,severe
FKID005108,vehicle_breakdown,Non-corridor,,39.002808116666664,0,severe
FKID005111,construction,Non-corridor,,5760.948916666666,3,moderate
FKID005114,accident,Non-corridor,,20.5029632,0,severe
FKID005115,construction,ORR East 2,,718.7434833333333,2,extreme
FKID005124,vehicle_breakdown,Tumkur Road,,69.02691816666668,1,quick_clear
FKID005125,construction,Non-corridor,,180.57191666666668,0,severe
FKID005127,procession,Non-corridor,,58.20283951666667,0,severe
FKID005133,vehicle_breakdown,Magadi Road,,46.903321283333334,1,quick_clear
FKID005134,construction,ORR East 2,,723.1184666666667,2,extreme
FKID005135,vehicle_breakdown,Non-corridor,,21.676458,0,severe
FKID005136,public_event,Non-corridor,,50407.820166666665,3,moderate
FKID005137,pot_holes,Non-corridor,,78441.36403991668,0,severe
FKID005139,vehicle_breakdown,Bellary Road 2,,19.907681733333334,1,quick_clear
FKID005140,others,ORR North 2,,5092.898924116667,2,extreme
FKID005142,others,Mysore Road,,13033.048822716666,2,extreme
FKID005143,vehicle_breakdown,Bannerghata Road,,23.094614033333336,1,quick_clear
FKID005144,vehicle_breakdown,Non-corridor,KR Road-14thCross Junc,123.51028495,0,severe
FKID005155,vehicle_breakdown,ORR East 1,,43.20982215,1,quick_clear
FKID005161,others,Non-corridor,,28.82723145,0,severe
FKID005162,vehicle_breakdown,Bellary Road 2,,142.36468729999999,1,quick_clear
FKID005164,construction,Airport New South Road,,1.58805,1,quick_clear
FKID005167,public_event,Non-corridor,,1440.0824833333331,0,severe
FKID005169,water_logging,Non-corridor,,82369.75166625,0,severe
FKID005171,vehicle_breakdown,Hosur Road,AyyappaTempleJunc,63.03992563333334,1,quick_clear
FKID005172,vehicle_breakdown,Tumkur Road,YeshwanthpuraCircle,22.331262849999998,1,quick_clear
FKID005173,vehicle_breakdown,Non-corridor,KhodaysCircle(DV UrsCircle),36.19868998333333,0,severe
FKID005177,others,ORR East 1,,5526.908770416666,2,extreme
FKID005178,vehicle_breakdown,ORR West 1,,4.3907913333333335,1,quick_clear
FKID005179,construction,ORR East 2,,724.6181833333334,2,extreme
FKID005183,vehicle_breakdown,ORR East 1,,29.683071050000002,1,quick_clear
FKID005184,vehicle_breakdown,Non-corridor,,11.861054683333332,0,severe
FKID005185,construction,Airport New South Road,,119.65246666666667,3,moderate
FKID005188,others,Non-corridor,,90387.32823326667,0,severe
FKID005189,construction,ORR North 1,,51.12241125,1,quick_clear
FKID005193,others,Non-corridor,,98.94985726666667,0,severe
FKID005194,pot_holes,Non-corridor,,79192.7281332,0,severe
FKID005195,road_conditions,Non-corridor,,7112.5823547,0,severe
FKID005197,water_logging,Non-corridor,,5800.0067728,0,severe
FKID005198,vehicle_breakdown,ORR North 1,,62.70201386666667,1,quick_clear
FKID005199,vehicle_breakdown,Bellary Road 1,,82.52175041666666,1,quick_clear
FKID005200,vehicle_breakdown,Hennur Main Road,,75.17017265,1,quick_clear
FKID005201,vehicle_breakdown,ORR North 2,,10.677372616666666,1,quick_clear
FKID005202,vehicle_breakdown,Non-corridor,,159.28904783333334,3,moderate
FKID005204,vehicle_breakdown,Non-corridor,,17.285524333333335,0,severe
FKID005205,construction,ORR East 2,,746.3693833333333,2,extreme
FKID005206,vehicle_breakdown,ORR East 1,,40.835751566666666,1,quick_clear
FKID005208,others,Magadi Road,,37826.52565715,3,moderate
FKID005209,vehicle_breakdown,Non-corridor,,13.202446683333333,0,severe
FKID005210,vehicle_breakdown,Non-corridor,,67.34591795,0,severe
FKID005211,others,Non-corridor,,531.4297273999999,0,severe
FKID005213,congestion,Old Airport Road,,1.56152965,1,quick_clear
FKID005214,vehicle_breakdown,Bellary Road 1,,14.133789316666668,1,quick_clear
FKID005216,construction,ORR North 2,,347.27049999999997,2,extreme
FKID005218,others,Non-corridor,,19629.230423966666,0,severe
FKID005219,others,ORR East 1,,67649.53564743334,2,extreme
FKID005221,vehicle_breakdown,Bellary Road 1,,36.82487128333333,1,quick_clear
FKID005222,vehicle_breakdown,Old Airport Road,,63.47326641666667,1,quick_clear
FKID005223,construction,ORR East 2,,702.2511333333333,2,extreme
FKID005226,others,Non-corridor,,1143.35217835,0,severe
FKID005227,vehicle_breakdown,Non-corridor,,126.8133991,0,severe
FKID005231,vehicle_breakdown,Bellary Road 1,,16.259062183333334,1,quick_clear
FKID005232,vehicle_breakdown,Non-corridor,,87.88003225000001,0,severe
FKID005234,others,Bellary Road 1,,1355.9523948333333,2,extreme
FKID005235,others,ORR East 2,,695.0349998500001,2,extreme
FKID005236,vehicle_breakdown,Magadi Road,,6.511275816666667,1,quick_clear
FKID005237,vehicle_breakdown,Bellary Road 1,,42.97605128333333,1,quick_clear
FKID005239,construction,ORR East 1,,2.081383333333333,1,quick_clear
FKID005240,vehicle_breakdown,Non-corridor,,29.942643966666665,0,severe
FKID005241,vehicle_breakdown,Bellary Road 1,,23.71280468333333,1,quick_clear
FKID005244,construction,Non-corridor,,19439.30903955,0,severe
FKID005247,vehicle_breakdown,Non-corridor,,80.19145851666667,0,severe
FKID005248,procession,Non-corridor,,17346.023016666666,0,severe
FKID005253,others,Non-corridor,,46.103593716666666,3,moderate
FKID005254,construction,Non-corridor,,23567.407576799997,0,severe
FKID005255,construction,ORR East 2,,719.26665,2,extreme
FKID005256,vehicle_breakdown,Non-corridor,,23.25843605,0,severe
FKID005258,construction,ORR East 2,,733.0500666666667,2,extreme
FKID005259,others,Magadi Road,,77.66299434999999,1,quick_clear
FKID005262,construction,Non-corridor,,45127.13860196667,0,severe
FKID005263,construction,Non-corridor,,4.2056000000000004,0,severe
FKID005265,others,Non-corridor,,15.692345233333333,0,severe
FKID005266,construction,Non-corridor,,414.5363759,0,severe
FKID005270,vehicle_breakdown,Non-corridor,,69.24498263333334,0,severe
FKID005271,procession,Non-corridor,,84.7351,0,severe
FKID005273,public_event,Magadi Road,,240.55233333333334,1,quick_clear
FKID005274,others,Mysore Road,,99.86904421666667,1,quick_clear
FKID005276,road_conditions,Bellary Road 1,,8165.740103133333,2,extreme
FKID005277,vehicle_breakdown,Mysore Road,,24.543379599999998,1,quick_clear
FKID005280,vehicle_breakdown,Bellary Road 1,,52.19419608333333,1,quick_clear
FKID005281,construction,Non-corridor,,13226.2367916,0,severe
FKID005285,vehicle_breakdown,Varthur Road,,9.96850835,1,quick_clear
FKID005286,others,Airport New South Road,,29288.30043143333,2,extreme
FKID005288,construction,Airport New South Road,,182375.20404578332,2,extreme
FKID005289,vehicle_breakdown,Non-corridor,,45.659029499999995,0,severe
FKID005290,water_logging,Old Madras Road,,474854.9204333333,2,extreme
FKID005291,public_event,Non-corridor,,12625.130233333333,0,severe
FKID005292,vip_movement,Non-corridor,,22763.04245,0,severe
FKID005293,vehicle_breakdown,ORR North 1,,144.15670458333335,1,quick_clear
FKID005294,vehicle_breakdown,Non-corridor,,64.77909031666667,0,severe
FKID005295,pot_holes,Non-corridor,,29057.164492333333,0,severe
FKID005297,vehicle_breakdown,ORR East 2,,61.383499750000006,1,quick_clear
FKID005298,vehicle_breakdown,ORR North 2,,56.45296956666667,1,quick_clear
FKID005327,vehicle_breakdown,Tumkur Road,GokuldasImagesJunc,19.686655499999997,1,quick_clear
FKID005339,vehicle_breakdown,ORR West 1,,75.37487433333334,1,quick_clear
FKID005341,water_logging,West of Chord Road,,7894.235071849999,2,extreme
FKID005342,accident,Hosur Road,,20.58339885,1,quick_clear
FKID005344,others,Non-corridor,,31.693810616666667,0,severe
FKID005345,vehicle_breakdown,Non-corridor,,44.57036183333333,0,severe
FKID005347,accident,Non-corridor,,15.379208666666667,0,severe
FKID005348,vehicle_breakdown,Non-corridor,,14.3899262,0,severe
FKID005349,vehicle_breakdown,Mysore Road,,30.176836466666668,1,quick_clear
FKID005354,procession,Non-corridor,,0.30408333333333337,0,severe
FKID005356,vehicle_breakdown,Bellary Road 1,,17.879924716666668,1,quick_clear
FKID005377,others,Bellary Road 2,,1841.0177078000002,2,extreme
FKID005378,vehicle_breakdown,Tumkur Road,YeshwanthpuraCircle,25.483353933333333,1,quick_clear
FKID005379,accident,Hosur Road,,33.47683516666667,1,quick_clear
FKID005380,construction,Non-corridor,,4328.668001566667,0,severe
FKID005382,vehicle_breakdown,Non-corridor,,81.4365754,0,severe
FKID005384,others,Bellary Road 2,,1513.1385030833333,2,extreme
FKID005389,construction,Non-corridor,,0.65115,3,moderate
FKID005394,construction,ORR East 2,,723.5050833333333,2,extreme
FKID005395,pot_holes,IRR(Thanisandra road),,1.0094333333333334,1,quick_clear
FKID005396,vehicle_breakdown,Bellary Road 2,,6.8494496,1,quick_clear
FKID005399,others,Non-corridor,,76375.03303685,0,severe
FKID005400,vehicle_breakdown,Tumkur Road,,90.94725448333334,1,quick_clear
FKID005402,accident,Non-corridor,,216.12666711666668,0,severe
FKID005403,construction,Non-corridor,,0.22223333333333334,3,moderate
FKID005404,pot_holes,Non-corridor,SindhiColonyJunction,57947.359122366666,0,severe
FKID005405,construction,Non-corridor,,0.06576666666666667,3,moderate
FKID005408,others,ORR North 2,,7.44461345,1,quick_clear
FKID005409,accident,Bellary Road 2,,39.634294700000005,1,quick_clear
FKID005412,construction,ORR East 2,,724.8079666666667,2,extreme
FKID005415,vehicle_breakdown,ORR East 1,,81.19912645,1,quick_clear
FKID005416,vehicle_breakdown,Non-corridor,,58.679805316666666,0,severe
FKID005417,vehicle_breakdown,Non-corridor,,48.05517008333334,0,severe
FKID005419,vehicle_breakdown,Non-corridor,,44.6710436,0,severe
FKID005420,others,Mysore Road,,63.2420943,1,quick_clear
FKID005421,vehicle_breakdown,Non-corridor,,22.931035716666667,0,severe
FKID005422,vehicle_breakdown,Non-corridor,,63.71386355,0,severe
FKID005426,others,Non-corridor,,99.64480833333333,0,severe
FKID005428,vehicle_breakdown,Bellary Road 1,,19.75909175,1,quick_clear
FKID005429,vehicle_breakdown,ORR East 2,,92.9163563,1,quick_clear
FKID005430,vehicle_breakdown,Bellary Road 1,,147.61173708333334,1,quick_clear
FKID005432,construction,Magadi Road,,3603.1197480666665,3,moderate
FKID005433,vehicle_breakdown,ORR East 2,,31.1868471,1,quick_clear
FKID005434,others,Non-corridor,,112.65264815,3,moderate
FKID005435,road_conditions,Non-corridor,,30666.64634105,0,severe
FKID005442,construction,Non-corridor,,1441.3277666666665,0,severe
FKID005444,others,Bellary Road 1,,130755.83476616668,2,extreme
FKID005445,vehicle_breakdown,ORR North 2,,11.028707233333334,1,quick_clear
FKID005446,construction,Non-corridor,,0.2728,3,moderate
FKID005447,water_logging,Bellary Road 2,,402.88345245,2,extreme
FKID005449,others,West of Chord Road,ModiHospital,81.24858818333334,1,quick_clear
FKID005451,vehicle_breakdown,Non-corridor,,50.876807183333334,0,severe
FKID005454,construction,Airport New South Road,,1444.87902435,2,extreme
FKID005456,vehicle_breakdown,ORR North 1,,25.888201816666665,1,quick_clear
FKID005457,construction,ORR East 2,,726.2828000000001,2,extreme
FKID005459,construction,Non-corridor,,661.0603833333333,0,severe
FKID005460,water_logging,Non-corridor,,197.33674348333335,0,severe
FKID005463,others,Bellary Road 1,,28.6036425,1,quick_clear
FKID005464,construction,Airport New South Road,,6.968827316666666,1,quick_clear
FKID005465,accident,ORR North 1,,50.145977466666665,1,quick_clear
FKID005467,vehicle_breakdown,Non-corridor,,56.5959926,0,severe
FKID005470,construction,Airport New South Road,,3360.0666,2,extreme
FKID005480,road_conditions,Non-corridor,,8448.448308183333,0,severe
FKID005482,vehicle_breakdown,Bellary Road 1,,13.938969850000001,1,quick_clear
FKID005483,accident,Non-corridor,,61.85042823333333,0,severe
FKID005487,vehicle_breakdown,Bellary Road 1,,46.93523065,1,quick_clear
FKID005491,others,Magadi Road,,84.37444583333333,1,quick_clear
FKID005495,vehicle_breakdown,Non-corridor,,69.26106918333333,0,severe
FKID005496,construction,Airport New South Road,,1897.86964235,2,extreme
FKID005498,construction,Non-corridor,,28.28856955,3,moderate
FKID005499,construction,Bellary Road 1,,7309.6672438,2,extreme
FKID005502,vehicle_breakdown,Non-corridor,,75.54407861666667,0,severe
FKID005505,vehicle_breakdown,Non-corridor,,2.4556867833333333,0,severe
FKID005509,vehicle_breakdown,ORR North 2,,13.388208883333334,1,quick_clear
FKID005512,vehicle_breakdown,Non-corridor,,112.37712826666666,0,severe
FKID005514,vehicle_breakdown,Tumkur Road,,40.023663983333336,1,quick_clear
FKID005517,vehicle_breakdown,Non-corridor,,8.368193383333333,0,severe
FKID005522,vehicle_breakdown,Non-corridor,,109.74121628333334,0,severe
FKID005527,construction,Airport New South Road,,1441.7767666666666,2,extreme
FKID005531,others,Non-corridor,,5082.92932775,0,severe
FKID005532,construction,ORR East 2,,712.3962833333334,2,extreme
FKID005534,others,Non-corridor,,28872.955082466666,0,severe
FKID005536,water_logging,Bellary Road 2,,8671.22012235,2,extreme
FKID005538,others,ORR North 2,,83.9909704,1,quick_clear
FKID005539,vehicle_breakdown,Bellary Road 1,,82.32451263333334,1,quick_clear
FKID005540,vehicle_breakdown,Bellary Road 1,,82.27843179999999,1,quick_clear
FKID005544,construction,ORR North 1,,0.39441666666666664,1,quick_clear
FKID005549,construction,Airport New South Road,,0.7973,1,quick_clear
FKID005552,vehicle_breakdown,Non-corridor,,34.47710638333333,0,severe
FKID005555,others,Mysore Road,,8803.770182850001,2,extreme
FKID005556,vehicle_breakdown,Non-corridor,,78.09253493333334,0,severe
FKID005557,construction,Non-corridor,,3186.5077333333334,0,severe
FKID005558,vehicle_breakdown,Non-corridor,,2.7855397,0,severe
FKID005560,vehicle_breakdown,ORR North 2,,62.10023035,3,moderate
FKID005561,accident,Hosur Road,,116.71515604999999,1,quick_clear
FKID005562,accident,Hosur Road,,115.25701389999999,1,quick_clear
FKID005563,accident,Hosur Road,,114.69720166666666,1,quick_clear
FKID005564,accident,Hosur Road,,109.13002826666667,1,quick_clear
FKID005565,construction,Airport New South Road,,1439.7946833333333,2,extreme
FKID005566,vehicle_breakdown,Non-corridor,,134.75408208333334,0,severe
FKID005568,construction,ORR East 2,,725.3806166666667,2,extreme
FKID005570,vehicle_breakdown,Non-corridor,,20.2316355,0,severe
FKID005572,vehicle_breakdown,Bellary Road 1,,24.70797813333333,1,quick_clear
FKID005574,vehicle_breakdown,Non-corridor,,34.95256223333333,0,severe
FKID005575,vehicle_breakdown,Hennur Main Road,,56.3099261,1,quick_clear
FKID005576,vehicle_breakdown,Hosur Road,,33.11645485,1,quick_clear
FKID005577,construction,Non-corridor,,1441.2402833333333,0,severe
FKID005581,vehicle_breakdown,Bellary Road 1,,27.943233333333335,1,quick_clear
FKID005584,vehicle_breakdown,ORR North 1,,28.236750733333334,1,quick_clear
FKID005585,debris,Non-corridor,,146939.9033814833,0,severe
FKID005587,construction,Airport New South Road,,5.430316666666667,1,quick_clear
FKID005589,construction,ORR East 2,,722.2181999999999,2,extreme
FKID005591,construction,Non-corridor,,0.6163166666666666,3,moderate
FKID005592,vehicle_breakdown,Airport New South Road,,22.40985058333333,1,quick_clear
FKID005593,water_logging,Non-corridor,,74990.63352199999,0,severe
FKID005594,construction,Non-corridor,,21826.988741516667,0,severe
FKID005596,vehicle_breakdown,ORR North 2,,50.827219183333334,1,quick_clear
FKID005597,vehicle_breakdown,Magadi Road,,121.27505245,1,quick_clear
FKID005598,vehicle_breakdown,ORR East 2,,92.36745463333334,1,quick_clear
FKID005600,water_logging,Non-corridor,,31373.31012595,0,severe
FKID005605,road_conditions,Non-corridor,,6657.361560083333,0,severe
FKID005608,construction,Airport New South Road,,1440.0769,2,extreme
FKID005609,vehicle_breakdown,Bellary Road 2,,15.887661683333333,1,quick_clear
FKID005610,vehicle_breakdown,Non-corridor,,126.80761521666666,0,severe
FKID005611,construction,Non-corridor,,0.6204,3,moderate
FKID005612,vehicle_breakdown,Tumkur Road,,58.02695011666666,1,quick_clear
FKID005614,others,Bellary Road 2,,34970.01805951667,2,extreme
FKID005615,construction,Bellary Road 1,,11.087583333333333,3,moderate
FKID005616,vehicle_breakdown,Bellary Road 1,,28.033226533333334,1,quick_clear
FKID005621,others,Non-corridor,,139.68356741666668,0,severe
FKID005623,vehicle_breakdown,Non-corridor,,76.08330763333333,0,severe
FKID005626,construction,ORR East 2,,724.8900333333333,2,extreme
FKID005629,others,Non-corridor,,1938.5710855833333,0,severe
FKID005632,others,Bellary Road 2,,1323.29262625,2,extreme
FKID005633,vehicle_breakdown,Bellary Road 1,,27.20697725,1,quick_clear
FKID005635,accident,Non-corridor,,22.614246416666667,0,severe
